model_id,seed,family,feature_kind,classifier_kind,class_weight_policy,calibration_method,threshold_selection_status,positive_threshold,margin_positive_neutral,margin_positive_negative,abstention_threshold,accuracy,macro_f1,weighted_f1,balanced_accuracy,mcc,coverage,abstention_rate,class_collapse,minimum_recall,positive_precision,positive_recall,positive_f1,neutral_recall,negative_recall,positive_to_neutral,positive_to_negative,positive_to_uncertain,neutral_to_positive,negative_to_positive,all_evaluable_accuracy_abstain_wrong,negative_precision,negative_f1,negative_support,neutral_precision,neutral_f1,neutral_support,positive_support,all_ece,all_brier_score,all_mean_confidence,covered_ece,covered_brier_score,covered_mean_confidence
word_char_linearsvc_manual_moderate_1,72,TF-IDF word-character FeatureUnion + LinearSVC,word_char,linearsvc,manual_moderate_1,decision_softmax,SAFETY_CONSTRAINTS_ONLY,0.4,0.1,-0.05,0.4,0.7399193548387096,0.6935267372515553,0.7346410380056637,0.6800195444388722,0.5568027623141507,0.9084249084249084,0.09157509157509158,False,0.5643564356435643,0.7307692307692307,0.5643564356435643,0.6368715083798883,0.8694029850746269,0.6062992125984252,24,20,12,9,12,0.6721611721611722,0.6260162601626016,0.616,127,0.7898305084745763,0.827708703374778,268,101,0.13843947509766005,0.4268752849532463,0.5799007067491107,0.14017291947930513,0.4010241438706508,0.5997464353594045
word_char_linearsvc_manual_moderate_1,82,TF-IDF word-character FeatureUnion + LinearSVC,word_char,linearsvc,manual_moderate_1,decision_softmax,SAFETY_CONSTRAINTS_ONLY,0.4,0.1,-0.05,0.4,0.7399193548387096,0.6935267372515553,0.7346410380056637,0.6800195444388722,0.5568027623141507,0.9084249084249084,0.09157509157509158,False,0.5643564356435643,0.7307692307692307,0.5643564356435643,0.6368715083798883,0.8694029850746269,0.6062992125984252,24,20,12,9,12,0.6721611721611722,0.6260162601626016,0.616,127,0.7898305084745763,0.827708703374778,268,101,0.13843939190712234,0.426875214354858,0.579900785558805,0.14017282626955618,0.40102407848585353,0.5997465285691536
char_wb_3_6_linearsvc_manual_moderate_2,42,TF-IDF character n-gram + LinearSVC,char,linearsvc,manual_moderate_2,decision_softmax,SAFETY_CONSTRAINTS_ONLY,0.3,0.0,0.05,0.4,0.744421906693712,0.6988622251780147,0.739398770785554,0.6871937799510048,0.5592279431724394,0.9029304029304029,0.09706959706959706,False,0.5853658536585366,0.6896551724137931,0.6122448979591837,0.6486486486486487,0.8639705882352942,0.5853658536585366,24,14,15,15,12,0.6721611721611722,0.6666666666666666,0.6233766233766234,123,0.7885906040268457,0.8245614035087719,272,98,0.14731476817820066,0.4382993990898849,0.5578134369500045,0.16708454867875416,0.4165923192169012,0.5773373580149579
char_wb_3_6_linearsvc_manual_moderate_2,52,TF-IDF character n-gram + LinearSVC,char,linearsvc,manual_moderate_2,decision_softmax,SAFETY_CONSTRAINTS_ONLY,0.3,0.0,0.05,0.4,0.744421906693712,0.6988622251780147,0.739398770785554,0.6871937799510048,0.5592279431724394,0.9029304029304029,0.09706959706959706,False,0.5853658536585366,0.6896551724137931,0.6122448979591837,0.6486486486486487,0.8639705882352942,0.5853658536585366,24,14,15,15,12,0.6721611721611722,0.6666666666666666,0.6233766233766234,123,0.7885906040268457,0.8245614035087719,272,98,0.14731479461601205,0.43829929121935185,0.557813410512193,0.16708457347801525,0.41659218546693566,0.5773373332156967
char_wb_3_6_linearsvc_manual_moderate_2,62,TF-IDF character n-gram + LinearSVC,char,linearsvc,manual_moderate_2,decision_softmax,SAFETY_CONSTRAINTS_ONLY,0.3,0.0,0.05,0.4,0.744421906693712,0.6988622251780147,0.739398770785554,0.6871937799510048,0.5592279431724394,0.9029304029304029,0.09706959706959706,False,0.5853658536585366,0.6896551724137931,0.6122448979591837,0.6486486486486487,0.8639705882352942,0.5853658536585366,24,14,15,15,12,0.6721611721611722,0.6666666666666666,0.6233766233766234,123,0.7885906040268457,0.8245614035087719,272,98,0.1473148830272618,0.438299297459569,0.5578133221009434,0.16708468525124875,0.4165922339728157,0.5773372214424632
char_wb_3_6_linearsvc_manual_moderate_2,72,TF-IDF character n-gram + LinearSVC,char,linearsvc,manual_moderate_2,decision_softmax,SAFETY_CONSTRAINTS_ONLY,0.3,0.0,0.05,0.4,0.744421906693712,0.6988622251780147,0.739398770785554,0.6871937799510048,0.5592279431724394,0.9029304029304029,0.09706959706959706,False,0.5853658536585366,0.6896551724137931,0.6122448979591837,0.6486486486486487,0.8639705882352942,0.5853658536585366,24,14,15,15,12,0.6721611721611722,0.6666666666666666,0.6233766233766234,123,0.7885906040268457,0.8245614035087719,272,98,0.14731490763978858,0.43829930946129403,0.5578132974884166,0.16708471277771259,0.416592229045533,0.5773371939159994
char_wb_3_6_linearsvc_manual_moderate_2,82,TF-IDF character n-gram + LinearSVC,char,linearsvc,manual_moderate_2,decision_softmax,SAFETY_CONSTRAINTS_ONLY,0.3,0.0,0.05,0.4,0.744421906693712,0.6988622251780147,0.739398770785554,0.6871937799510048,0.5592279431724394,0.9029304029304029,0.09706959706959706,False,0.5853658536585366,0.6896551724137931,0.6122448979591837,0.6486486486486487,0.8639705882352942,0.5853658536585366,24,14,15,15,12,0.6721611721611722,0.6666666666666666,0.6233766233766234,123,0.7885906040268457,0.8245614035087719,272,98,0.14731494763979724,0.43829937688388215,0.5578132574884079,0.16708477948288175,0.4165922941099014,0.5773371272108303
word_1_2_linearsvc_manual_moderate_2,42,TF-IDF word n-gram + LinearSVC,word,linearsvc,manual_moderate_2,decision_softmax,NO_THRESHOLD_POLICY_MET_SAFETY_CONSTRAINTS,0.45,-0.05,-0.05,0.5,0.827893175074184,0.7717689717689717,0.8243443335431465,0.7602721602721604,0.6768176485309488,0.6172161172161172,0.38278388278388276,False,0.6486486486486487,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.9230769230769231,0.6486486486486487,11,5,58,8,8,0.510989010989011,0.7868852459016393,0.7111111111111111,74,0.8687782805429864,0.8951048951048951,208,55,0.11409000442719101,0.45604420889719594,0.55812117124895,0.18987769262222662,0.3425329198356183,0.6380154824519574
word_1_2_linearsvc_manual_moderate_2,52,TF-IDF word n-gram + LinearSVC,word,linearsvc,manual_moderate_2,decision_softmax,NO_THRESHOLD_POLICY_MET_SAFETY_CONSTRAINTS,0.45,-0.05,-0.05,0.5,0.827893175074184,0.7717689717689717,0.8243443335431465,0.7602721602721604,0.6768176485309488,0.6172161172161172,0.38278388278388276,False,0.6486486486486487,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.9230769230769231,0.6486486486486487,11,5,58,8,8,0.510989010989011,0.7868852459016393,0.7111111111111111,74,0.8687782805429864,0.8951048951048951,208,55,0.1140899937602969,0.4560441382775099,0.558121210462659,0.18987761541057527,0.34253283680595087,0.6380155596636087
word_1_2_linearsvc_manual_moderate_2,62,TF-IDF word n-gram + LinearSVC,word,linearsvc,manual_moderate_2,decision_softmax,NO_THRESHOLD_POLICY_MET_SAFETY_CONSTRAINTS,0.45,-0.05,-0.05,0.5,0.827893175074184,0.7717689717689717,0.8243443335431465,0.7602721602721604,0.6768176485309488,0.6172161172161172,0.38278388278388276,False,0.6486486486486487,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.9230769230769231,0.6486486486486487,11,5,58,8,8,0.510989010989011,0.7868852459016393,0.7111111111111111,74,0.8687782805429864,0.8951048951048951,208,55,0.11409001028926127,0.4560441998850712,0.5581211719421719,0.18987768745561445,0.34253289150123556,0.6380154876185695
word_1_2_linearsvc_manual_moderate_2,72,TF-IDF word n-gram + LinearSVC,word,linearsvc,manual_moderate_2,decision_softmax,NO_THRESHOLD_POLICY_MET_SAFETY_CONSTRAINTS,0.45,-0.05,-0.05,0.5,0.827893175074184,0.7717689717689717,0.8243443335431465,0.7602721602721604,0.6768176485309488,0.6172161172161172,0.38278388278388276,False,0.6486486486486487,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.9230769230769231,0.6486486486486487,11,5,58,8,8,0.510989010989011,0.7868852459016393,0.7111111111111111,74,0.8687782805429864,0.8951048951048951,208,55,0.11409002450177542,0.45604420605928514,0.5581211592036344,0.18987771790225835,0.3425329144195355,0.6380154571719256
word_1_2_linearsvc_manual_moderate_2,82,TF-IDF word n-gram + LinearSVC,word,linearsvc,manual_moderate_2,decision_softmax,NO_THRESHOLD_POLICY_MET_SAFETY_CONSTRAINTS,0.45,-0.05,-0.05,0.5,0.827893175074184,0.7717689717689717,0.8243443335431465,0.7602721602721604,0.6768176485309488,0.6172161172161172,0.38278388278388276,False,0.6486486486486487,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.9230769230769231,0.6486486486486487,11,5,58,8,8,0.510989010989011,0.7868852459016393,0.7111111111111111,74,0.8687782805429864,0.8951048951048951,208,55,0.11408993484077673,0.4560441834373626,0.5581212437682329,0.18987759404708437,0.34253283717205446,0.6380155810270997
word_char_linearsvc_manual_moderate_2,42,TF-IDF word-character FeatureUnion + LinearSVC,word_char,linearsvc,manual_moderate_2,decision_softmax,SAFETY_CONSTRAINTS_ONLY,0.4,0.1,-0.05,0.4,0.7469635627530364,0.7006474879508057,0.7413053238915026,0.6863074866659308,0.5670294966164475,0.9047619047619048,0.09523809523809523,False,0.5757575757575758,0.7307692307692307,0.5757575757575758,0.6440677966101694,0.8768656716417911,0.6062992125984252,24,18,14,9,12,0.6758241758241759,0.6470588235294118,0.6260162601626016,127,0.7912457912457912,0.831858407079646,268,99,0.14106447625124066,0.4266393715036058,0.5801874722561233,0.14608943141609454,0.39913905838541325,0.6008741313369418
word_char_linearsvc_manual_moderate_2,52,TF-IDF word-character FeatureUnion + LinearSVC,word_char,linearsvc,manual_moderate_2,decision_softmax,SAFETY_CONSTRAINTS_ONLY,0.4,0.1,-0.05,0.4,0.7469635627530364,0.7006474879508057,0.7413053238915026,0.6863074866659308,0.5670294966164475,0.9047619047619048,0.09523809523809523,False,0.5757575757575758,0.7307692307692307,0.5757575757575758,0.6440677966101694,0.8768656716417911,0.6062992125984252,24,18,14,9,12,0.6758241758241759,0.6470588235294118,0.6260162601626016,127,0.7912457912457912,0.831858407079646,268,99,0.14106442743237613,0.4266393764406849,0.5801875137996921,0.14608938154817494,0.3991390557971082,0.6008741812048616
word_char_linearsvc_manual_moderate_2,62,TF-IDF word-character FeatureUnion + LinearSVC,word_char,linearsvc,manual_moderate_2,decision_softmax,SAFETY_CONSTRAINTS_ONLY,0.4,0.1,-0.05,0.4,0.7469635627530364,0.7006474879508057,0.7413053238915026,0.6863074866659308,0.5670294966164475,0.9047619047619048,0.09523809523809523,False,0.5757575757575758,0.7307692307692307,0.5757575757575758,0.6440677966101694,0.8768656716417911,0.6062992125984252,24,18,14,9,12,0.6758241758241759,0.6470588235294118,0.6260162601626016,127,0.7912457912457912,0.831858407079646,268,99,0.14106445113733815,0.4266393685999432,0.5801874993636579,0.1460893986168184,0.399139056256365,0.600874164136218
word_char_linearsvc_manual_moderate_2,72,TF-IDF word-character FeatureUnion + LinearSVC,word_char,linearsvc,manual_moderate_2,decision_softmax,SAFETY_CONSTRAINTS_ONLY,0.4,0.1,-0.05,0.4,0.7469635627530364,0.7006474879508057,0.7413053238915026,0.6863074866659308,0.5670294966164475,0.9047619047619048,0.09523809523809523,False,0.5757575757575758,0.7307692307692307,0.5757575757575758,0.6440677966101694,0.8768656716417911,0.6062992125984252,24,18,14,9,12,0.6758241758241759,0.6470588235294118,0.6260162601626016,127,0.7912457912457912,0.831858407079646,268,99,0.14106447774326472,0.42663937249351913,0.5801874595381342,0.14608944119481956,0.3991390688159138,0.6008741215582168
word_char_linearsvc_manual_moderate_2,82,TF-IDF word-character FeatureUnion + LinearSVC,word_char,linearsvc,manual_moderate_2,decision_softmax,SAFETY_CONSTRAINTS_ONLY,0.4,0.1,-0.05,0.4,0.7469635627530364,0.7006474879508057,0.7413053238915026,0.6863074866659308,0.5670294966164475,0.9047619047619048,0.09523809523809523,False,0.5757575757575758,0.7307692307692307,0.5757575757575758,0.6440677966101694,0.8768656716417911,0.6062992125984252,24,18,14,9,12,0.6758241758241759,0.6470588235294118,0.6260162601626016,127,0.7912457912457912,0.831858407079646,268,99,0.14106438679790673,0.4266392876601241,0.5801875423834305,0.14608934263882903,0.3991389904908215,0.6008742201142073
char_3_5_linearsvc_balanced,42,TF-IDF character n-gram + LinearSVC,char,linearsvc,balanced,decision_softmax,SAFETY_CONSTRAINTS_ONLY,0.3,0.0,0.0,0.4,0.7629482071713147,0.7193751574703956,0.7573834668883046,0.7075659080189488,0.5985452244478761,0.9194139194139194,0.08058608058608063,False,0.6030534351145038,0.7111111111111111,0.6274509803921569,0.6666666666666666,0.8921933085501859,0.6030534351145038,23,15,11,9,17,0.7014652014652014,0.6929824561403509,0.6448979591836734,131,0.8053691275167785,0.8465608465608465,269,102,0.2190505749197689,0.45101952530439754,0.5263706705014766,0.22363195429884394,0.43426417724509825,0.5393162528724708
char_3_5_linearsvc_balanced,52,TF-IDF character n-gram + LinearSVC,char,linearsvc,balanced,decision_softmax,SAFETY_CONSTRAINTS_ONLY,0.3,0.0,0.0,0.4,0.7629482071713147,0.7193751574703956,0.7573834668883046,0.7075659080189488,0.5985452244478761,0.9194139194139194,0.08058608058608063,False,0.6030534351145038,0.7111111111111111,0.6274509803921569,0.6666666666666666,0.8921933085501859,0.6030534351145038,23,15,11,9,17,0.7014652014652014,0.6929824561403509,0.6448979591836734,131,0.8053691275167785,0.8465608465608465,269,102,0.21905048420588386,0.45101946491726624,0.5263707612153617,0.22363184345952872,0.4342640939521548,0.5393163637117862
char_3_5_linearsvc_balanced,62,TF-IDF character n-gram + LinearSVC,char,linearsvc,balanced,decision_softmax,SAFETY_CONSTRAINTS_ONLY,0.3,0.0,0.0,0.4,0.7629482071713147,0.7193751574703956,0.7573834668883046,0.7075659080189488,0.5985452244478761,0.9194139194139194,0.08058608058608063,False,0.6030534351145038,0.7111111111111111,0.6274509803921569,0.6666666666666666,0.8921933085501859,0.6030534351145038,23,15,11,9,17,0.7014652014652014,0.6929824561403509,0.6448979591836734,131,0.8053691275167785,0.8465608465608465,269,102,0.21905008973931928,0.45101915883988297,0.5263711556819262,0.22363143805324892,0.434263764261134,0.5393167691180658
char_3_5_linearsvc_balanced,72,TF-IDF character n-gram + LinearSVC,char,linearsvc,balanced,decision_softmax,SAFETY_CONSTRAINTS_ONLY,0.3,0.0,0.0,0.4,0.7629482071713147,0.7193751574703956,0.7573834668883046,0.7075659080189488,0.5985452244478761,0.9194139194139194,0.08058608058608063,False,0.6030534351145038,0.7111111111111111,0.6274509803921569,0.6666666666666666,0.8921933085501859,0.6030534351145038,23,15,11,9,17,0.7014652014652014,0.6929824561403509,0.6448979591836734,131,0.8053691275167785,0.8465608465608465,269,102,0.2190505510988548,0.45101953355269625,0.5263706943223906,0.22363191135314564,0.4342641664750835,0.539316295818169
char_3_5_linearsvc_balanced,82,TF-IDF character n-gram + LinearSVC,char,linearsvc,balanced,decision_softmax,SAFETY_CONSTRAINTS_ONLY,0.3,0.0,0.0,0.4,0.7629482071713147,0.7193751574703956,0.7573834668883046,0.7075659080189488,0.5985452244478761,0.9194139194139194,0.08058608058608063,False,0.6030534351145038,0.7111111111111111,0.6274509803921569,0.6666666666666666,0.8921933085501859,0.6030534351145038,23,15,11,9,17,0.7014652014652014,0.6929824561403509,0.6448979591836734,131,0.8053691275167785,0.8465608465608465,269,102,0.2190505006390211,0.45101951263707335,0.5263707447822242,0.22363185853028936,0.4342641439630412,0.5393163486410253
word_1_3_linearsvc_manual_moderate_1,42,TF-IDF word n-gram + LinearSVC,word,linearsvc,manual_moderate_1,decision_softmax,NO_THRESHOLD_POLICY_MET_SAFETY_CONSTRAINTS,0.45,-0.05,-0.05,0.5,0.8123167155425219,0.7518973658758604,0.8099814857359081,0.7450807615126864,0.6453976882043579,0.6245421245421245,0.37545787545787546,False,0.6486486486486487,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.9014084507042254,0.6486486486486487,11,6,59,9,8,0.5073260073260073,0.7272727272727273,0.6857142857142857,74,0.8687782805429864,0.8847926267281107,213,54,0.11782479066669431,0.45778793899057013,0.5567969567116323,0.17858355975384924,0.3497946089607824,0.6337331557886727
word_1_3_linearsvc_manual_moderate_1,52,TF-IDF word n-gram + LinearSVC,word,linearsvc,manual_moderate_1,decision_softmax,NO_THRESHOLD_POLICY_MET_SAFETY_CONSTRAINTS,0.45,-0.05,-0.05,0.5,0.8123167155425219,0.7518973658758604,0.8099814857359081,0.7450807615126864,0.6453976882043579,0.6245421245421245,0.37545787545787546,False,0.6486486486486487,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.9014084507042254,0.6486486486486487,11,6,59,9,8,0.5073260073260073,0.7272727272727273,0.6857142857142857,74,0.8687782805429864,0.8847926267281107,213,54,0.11782511236736264,0.4577880635749523,0.556796610776576,0.17858401259030815,0.3497949122649222,0.6337327029522138
word_1_3_linearsvc_manual_moderate_1,62,TF-IDF word n-gram + LinearSVC,word,linearsvc,manual_moderate_1,decision_softmax,NO_THRESHOLD_POLICY_MET_SAFETY_CONSTRAINTS,0.45,-0.05,-0.05,0.5,0.8123167155425219,0.7518973658758604,0.8099814857359081,0.7450807615126864,0.6453976882043579,0.6245421245421245,0.37545787545787546,False,0.6486486486486487,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.9014084507042254,0.6486486486486487,11,6,59,9,8,0.5073260073260073,0.7272727272727273,0.6857142857142857,74,0.8687782805429864,0.8847926267281107,213,54,0.11782498822659011,0.4577880243457522,0.5567967337874302,0.1785838859727999,0.34979486475473087,0.633732829569722
word_1_3_linearsvc_manual_moderate_1,72,TF-IDF word n-gram + LinearSVC,word,linearsvc,manual_moderate_1,decision_softmax,NO_THRESHOLD_POLICY_MET_SAFETY_CONSTRAINTS,0.45,-0.05,-0.05,0.5,0.8123167155425219,0.7518973658758604,0.8099814857359081,0.7450807615126864,0.6453976882043579,0.6245421245421245,0.37545787545787546,False,0.6486486486486487,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.9014084507042254,0.6486486486486487,11,6,59,9,8,0.5073260073260073,0.7272727272727273,0.6857142857142857,74,0.8687782805429864,0.8847926267281107,213,54,0.11782501852062173,0.4577879700469024,0.5567967118556728,0.1785838673727743,0.34979480104434235,0.6337328481697477
word_1_3_linearsvc_manual_moderate_1,82,TF-IDF word n-gram + LinearSVC,word,linearsvc,manual_moderate_1,decision_softmax,NO_THRESHOLD_POLICY_MET_SAFETY_CONSTRAINTS,0.45,-0.05,-0.05,0.5,0.8123167155425219,0.7518973658758604,0.8099814857359081,0.7450807615126864,0.6453976882043579,0.6245421245421245,0.37545787545787546,False,0.6486486486486487,0.6851851851851852,0.6851851851851852,0.6851851851851852,0.9014084507042254,0.6486486486486487,11,6,59,9,8,0.5073260073260073,0.7272727272727273,0.6857142857142857,74,0.8687782805429864,0.8847926267281107,213,54,0.11782507237037593,0.4577880479827597,0.5567966618023661,0.1785839237117835,0.3497948677734671,0.6337327918307385
word_char_calibrated_sigmoid_balanced,42,calibrated LinearSVC,word_char,calibrated_linearsvc,balanced,sigmoid,SAFETY_CONSTRAINTS_ONLY,0.3,0.05,-0.05,0.45,0.7484909456740443,0.7011494252873564,0.7417262193852772,0.688729034921055,0.5672791800399144,0.9102564102564102,0.08974358974358976,False,0.5511811023622047,0.7045454545454546,0.6326530612244898,0.6666666666666666,0.8823529411764706,0.5511811023622047,22,14,15,11,15,0.6813186813186813,0.6666666666666666,0.603448275862069,127,0.7894736842105263,0.8333333333333334,272,98,0.10714407927152117,0.4131089949564134,0.6246234368797349,0.1124723718482402,0.38639100876264343,0.6452864397223965
word_char_calibrated_sigmoid_balanced,52,calibrated LinearSVC,word_char,calibrated_linearsvc,balanced,sigmoid,SAFETY_CONSTRAINTS_ONLY,0.3,0.05,-0.05,0.45,0.7484909456740443,0.7011494252873564,0.7417262193852772,0.688729034921055,0.5672791800399144,0.9102564102564102,0.08974358974358976,False,0.5511811023622047,0.7045454545454546,0.6326530612244898,0.6666666666666666,0.8823529411764706,0.5511811023622047,22,14,15,11,15,0.6813186813186813,0.6666666666666666,0.603448275862069,127,0.7894736842105263,0.8333333333333334,272,98,0.10714407282876984,0.4131089639265613,0.6246234459920775,0.11247236469870509,0.38639098325898463,0.6452864499107651
