model_id,family,feature_kind,classifier_kind,class_weight_policy,calibration_method,n_seeds,mean_accuracy,median_accuracy,min_accuracy,std_accuracy,mean_macro_f1,median_macro_f1,min_macro_f1,std_macro_f1,mean_weighted_f1,median_weighted_f1,min_weighted_f1,std_weighted_f1,mean_balanced_accuracy,median_balanced_accuracy,min_balanced_accuracy,std_balanced_accuracy,mean_mcc,median_mcc,min_mcc,std_mcc,mean_coverage,median_coverage,min_coverage,std_coverage,mean_positive_precision,median_positive_precision,min_positive_precision,std_positive_precision,mean_positive_recall,median_positive_recall,min_positive_recall,std_positive_recall,mean_positive_f1,median_positive_f1,min_positive_f1,std_positive_f1,mean_neutral_recall,median_neutral_recall,min_neutral_recall,std_neutral_recall,mean_negative_recall,median_negative_recall,min_negative_recall,std_negative_recall,mean_minimum_recall,median_minimum_recall,min_minimum_recall,std_minimum_recall,mean_all_ece,median_all_ece,min_all_ece,std_all_ece,mean_all_brier_score,median_all_brier_score,min_all_brier_score,std_all_brier_score,n_class_collapse_seeds,stability_gate_passed,selection_safety_passed,selected_for_ensemble_basis,selected_for_freeze,mean_abstention_rate,mean_class_collapse,mean_positive_to_neutral,mean_positive_to_negative,mean_positive_to_uncertain,mean_neutral_to_positive,mean_negative_to_positive,mean_all_evaluable_accuracy_abstain_wrong,mean_negative_precision,mean_negative_f1,mean_negative_support,mean_neutral_precision,mean_neutral_f1,mean_neutral_support,mean_positive_support,mean_all_mean_confidence,mean_covered_ece,mean_covered_brier_score,mean_covered_mean_confidence,median_abstention_rate,median_class_collapse,median_positive_to_neutral,median_positive_to_negative,median_positive_to_uncertain,median_neutral_to_positive,median_negative_to_positive,median_all_evaluable_accuracy_abstain_wrong,median_negative_precision,median_negative_f1,median_negative_support,median_neutral_precision,median_neutral_f1,median_neutral_support,median_positive_support,median_all_mean_confidence,median_covered_ece,median_covered_brier_score,median_covered_mean_confidence,min_abstention_rate,min_class_collapse,min_positive_to_neutral,min_positive_to_negative,min_positive_to_uncertain,min_neutral_to_positive,min_negative_to_positive,min_all_evaluable_accuracy_abstain_wrong,min_negative_precision,min_negative_f1,min_negative_support,min_neutral_precision,min_neutral_f1,min_neutral_support,min_positive_support,min_all_mean_confidence,min_covered_ece,min_covered_brier_score,min_covered_mean_confidence,selection_notes
char_wb_3_6_linearsvc_sqrt_inverse_frequency,TF-IDF character n-gram + LinearSVC,char,linearsvc,sqrt_inverse_frequency,decision_softmax,5,0.7393939393939394,0.7393939393939394,0.7393939393939394,0.0,0.6951844493153625,0.6951844493153625,0.6951844493153625,0.0,0.7349450102249234,0.7349450102249234,0.7349450102249234,0.0,0.691517634207241,0.691517634207241,0.691517634207241,0.0,0.5610235448496534,0.5610235448496534,0.5610235448496534,0.0,0.9065934065934066,0.9065934065934066,0.9065934065934066,0.0,0.6504854368932039,0.6504854368932039,0.6504854368932039,0.0,0.67,0.67,0.67,0.0,0.6600985221674877,0.6600985221674877,0.6600985221674877,0.0,0.8576779026217227,0.8576779026217228,0.8576779026217228,1.1102230246251565e-16,0.546875,0.546875,0.546875,0.0,0.546875,0.546875,0.546875,0.0,0.1510851211698258,0.15108508506286328,0.15108500369846045,8.896929164880808e-08,0.4401771651520471,0.4401771179914964,0.44017709418912715,7.684221522112582e-08,0.0,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word_char_linearsvc_manual_moderate_1,TF-IDF word-character FeatureUnion + LinearSVC,word_char,linearsvc,manual_moderate_1,decision_softmax,5,0.7399193548387096,0.7399193548387096,0.7399193548387096,0.0,0.6935267372515553,0.6935267372515553,0.6935267372515553,0.0,0.7346410380056637,0.7346410380056637,0.7346410380056637,0.0,0.6800195444388722,0.6800195444388722,0.6800195444388722,0.0,0.5568027623141507,0.5568027623141507,0.5568027623141507,0.0,0.9084249084249084,0.9084249084249084,0.9084249084249084,0.0,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.0,0.5643564356435643,0.5643564356435643,0.5643564356435643,0.0,0.6368715083798883,0.6368715083798883,0.6368715083798883,0.0,0.8694029850746269,0.8694029850746269,0.8694029850746269,0.0,0.6062992125984252,0.6062992125984252,0.6062992125984252,0.0,0.5643564356435643,0.5643564356435643,0.5643564356435643,0.0,0.13843942036125792,0.13843943761533783,0.13843931126857695,6.372167739629354e-08,0.4268752227132907,0.426875224867484,0.42687515529735054,4.152766427442414e-08,0.0,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word_char_linearsvc_sqrt_inverse_frequency,TF-IDF word-character FeatureUnion + LinearSVC,word_char,linearsvc,sqrt_inverse_frequency,decision_softmax,5,0.7393939393939394,0.7393939393939394,0.7393939393939394,0.0,0.6933219941777287,0.6933219941777287,0.6933219941777287,0.0,0.7341217110006045,0.7341217110006045,0.7341217110006045,0.0,0.6798565019732975,0.6798565019732975,0.6798565019732975,0.0,0.5563704905915886,0.5563704905915886,0.5563704905915886,0.0,0.9065934065934066,0.9065934065934066,0.9065934065934066,0.0,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.0,0.5643564356435643,0.5643564356435643,0.5643564356435643,0.0,0.6368715083798883,0.6368715083798883,0.6368715083798883,0.0,0.8689138576779026,0.8689138576779026,0.8689138576779026,0.0,0.6062992125984252,0.6062992125984252,0.6062992125984252,0.0,0.5643564356435643,0.5643564356435643,0.5643564356435643,0.0,0.1364761231395103,0.13647614507651248,0.13647600378529887,7.222207194167009e-08,0.42762426071199433,0.4276242430096754,0.4276242025405253,6.833065097004325e-08,0.0,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word_char_linearsvc_balanced,TF-IDF word-character FeatureUnion + LinearSVC,word_char,linearsvc,balanced,decision_softmax,5,0.7348178137651822,0.7348178137651822,0.7348178137651822,0.0,0.6912055702110952,0.6912055702110952,0.6912055702110952,0.0,0.7312818208863571,0.7312818208863571,0.7312818208863571,0.0,0.6809680223712425,0.6809680223712425,0.6809680223712425,0.0,0.549273958741011,0.549273958741011,0.549273958741011,0.0,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.0,0.7073170731707317,0.7073170731707317,0.7073170731707317,0.0,0.5858585858585859,0.5858585858585859,0.5858585858585859,0.0,0.6408839779005525,0.6408839779005525,0.6408839779005525,0.0,0.8507462686567164,0.8507462686567164,0.8507462686567164,0.0,0.6062992125984252,0.6062992125984252,0.6062992125984252,0.0,0.5858585858585859,0.5858585858585859,0.5858585858585859,0.0,0.12639621047408545,0.12639622522738697,0.12639612391919902,7.088906382570049e-08,0.42816819663329875,0.42816820145353107,0.42816810116339765,6.039046968780999e-08,0.0,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word_char_linearsvc_inverse_frequency,TF-IDF word-character FeatureUnion + LinearSVC,word_char,linearsvc,inverse_frequency,decision_softmax,5,0.7348178137651822,0.7348178137651822,0.7348178137651822,0.0,0.6912055702110952,0.6912055702110952,0.6912055702110952,0.0,0.7312818208863571,0.7312818208863571,0.7312818208863571,0.0,0.6809680223712425,0.6809680223712425,0.6809680223712425,0.0,0.549273958741011,0.549273958741011,0.549273958741011,0.0,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.0,0.7073170731707317,0.7073170731707317,0.7073170731707317,0.0,0.5858585858585859,0.5858585858585859,0.5858585858585859,0.0,0.6408839779005525,0.6408839779005525,0.6408839779005525,0.0,0.8507462686567164,0.8507462686567164,0.8507462686567164,0.0,0.6062992125984252,0.6062992125984252,0.6062992125984252,0.0,0.5858585858585859,0.5858585858585859,0.5858585858585859,0.0,0.12639621047408545,0.12639622522738697,0.12639612391919902,7.088906382570049e-08,0.42816819663329875,0.42816820145353107,0.42816810116339765,6.039046968780999e-08,0.0,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word_char_logreg_manual_moderate_1,Logistic Regression word-character,word_char,logistic_regression,manual_moderate_1,native_probability,5,0.7369477911646586,0.7369477911646586,0.7369477911646586,0.0,0.6784493099698428,0.6784493099698428,0.6784493099698428,0.0,0.7234387386427289,0.7234387386427289,0.7234387386427289,0.0,0.650390097118867,0.650390097118867,0.650390097118867,0.0,0.5356555401394618,0.5356555401394618,0.5356555401394618,0.0,0.9120879120879121,0.9120879120879121,0.9120879120879121,0.0,0.78125,0.78125,0.78125,0.0,0.5263157894736842,0.5263157894736842,0.5263157894736842,0.0,0.6289308176100629,0.6289308176100629,0.6289308176100629,0.0,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.0,0.5118110236220472,0.5118110236220472,0.5118110236220472,0.0,0.5118110236220472,0.5118110236220472,0.5118110236220472,0.0,0.14327524744424064,0.14327524744424064,0.14327524744424064,0.0,0.4454162534863458,0.4454162534863458,0.4454162534863458,0.0,0.0,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word_1_2_linearsvc_sqrt_inverse_frequency,TF-IDF word n-gram + LinearSVC,word,linearsvc,sqrt_inverse_frequency,decision_softmax,5,0.8273809523809523,0.8273809523809523,0.8273809523809523,0.0,0.7739078712020512,0.7739078712020512,0.7739078712020512,0.0,0.8252854362930236,0.8252854362930235,0.8252854362930235,1.1102230246251565e-16,0.7648148148148147,0.7648148148148147,0.7648148148148147,0.0,0.6751224531302992,0.6751224531302992,0.6751224531302992,0.0,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.0,0.6909090909090909,0.6909090909090909,0.6909090909090909,0.0,0.7102803738317757,0.7102803738317757,0.7102803738317757,0.0,0.909090909090909,0.9090909090909091,0.9090909090909091,1.1102230246251565e-16,0.6944444444444444,0.6944444444444444,0.6944444444444444,0.0,0.6909090909090909,0.6909090909090909,0.6909090909090909,0.0,0.12385627010686114,0.12385628710181007,0.12385616866312046,6.226291985248342e-08,0.45769187666522254,0.4576918856760906,0.45769180209229704,4.6364223038693814e-08,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word_1_2_linearsvc_manual_moderate_2,TF-IDF word n-gram + LinearSVC,word,linearsvc,manual_moderate_2,decision_softmax,5,0.827893175074184,0.827893175074184,0.827893175074184,0.0,0.7717689717689717,0.7717689717689717,0.7717689717689717,0.0,0.8243443335431465,0.8243443335431465,0.8243443335431465,0.0,0.7602721602721604,0.7602721602721604,0.7602721602721604,0.0,0.6768176485309488,0.6768176485309488,0.6768176485309488,0.0,0.6172161172161172,0.6172161172161172,0.6172161172161172,0.0,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.0,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.0,0.7090909090909091,0.7090909090909091,0.7090909090909091,0.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.0,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.0,0.6486486486486487,0.6486486486486487,0.6486486486486487,0.0,0.11408999356386026,0.11409000442719101,0.11408993484077673,3.0994659912630886e-08,0.45604418731128493,0.4560441998850712,0.4560441382775099,2.6057081710598157e-08,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word_1_2_linearsvc_manual_moderate_1,TF-IDF word n-gram + LinearSVC,word,linearsvc,manual_moderate_1,decision_softmax,5,0.8249258160237389,0.8249258160237388,0.8249258160237388,1.1102230246251565e-16,0.770002732444047,0.770002732444047,0.770002732444047,0.0,0.8222574263030651,0.8222574263030652,0.8222574263030652,1.1102230246251565e-16,0.760015435015435,0.760015435015435,0.760015435015435,0.0,0.6720842047766573,0.6720842047766573,0.6720842047766573,0.0,0.6172161172161172,0.6172161172161172,0.6172161172161172,0.0,0.7169811320754716,0.7169811320754716,0.7169811320754716,0.0,0.6909090909090909,0.6909090909090909,0.6909090909090909,0.0,0.7037037037037037,0.7037037037037037,0.7037037037037037,0.0,0.9134615384615385,0.9134615384615384,0.9134615384615384,1.1102230246251565e-16,0.6756756756756757,0.6756756756756757,0.6756756756756757,0.0,0.6756756756756757,0.6756756756756757,0.6756756756756757,0.0,0.11550230402503299,0.11550233467607728,0.1155021074636278,1.4269690923126716e-07,0.45661415830084595,0.4566141905412249,0.45661401279836955,9.91848669047225e-08,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word_char_logreg_manual_moderate_2,Logistic Regression word-character,word_char,logistic_regression,manual_moderate_2,native_probability,5,0.8406593406593407,0.8406593406593407,0.8406593406593407,0.0,0.7664003083433583,0.7664003083433583,0.7664003083433583,0.0,0.8287895040443575,0.8287895040443575,0.8287895040443575,0.0,0.7266721341352286,0.7266721341352286,0.7266721341352286,0.0,0.6783631809603282,0.6783631809603282,0.6783631809603282,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.8148148148148147,0.8148148148148148,0.8148148148148148,1.1102230246251565e-16,0.7096774193548387,0.7096774193548387,0.7096774193548387,0.0,0.7586206896551724,0.7586206896551724,0.7586206896551724,0.0,0.9703389830508474,0.9703389830508474,0.9703389830508474,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.14026281966510554,0.14026281966510554,0.14026281966510554,0.0,0.44556884199687846,0.44556884199687846,0.44556884199687846,0.0,0.0,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
