model_id,seed,positive_threshold,margin_positive_neutral,margin_positive_negative,abstention_threshold,safety_constraints_passed,full_development_constraints_passed,accuracy,macro_f1,weighted_f1,balanced_accuracy,mcc,coverage,abstention_rate,class_collapse,minimum_recall,positive_precision,positive_recall,positive_f1,neutral_recall,negative_recall,positive_to_neutral,positive_to_negative,positive_to_uncertain,neutral_to_positive,negative_to_positive,all_evaluable_accuracy_abstain_wrong,negative_precision,negative_f1,negative_support,neutral_precision,neutral_f1,neutral_support,positive_support,all_ece,all_brier_score,all_mean_confidence,covered_ece,covered_brier_score,covered_mean_confidence
char_wb_3_6_linearsvc_balanced,42,0.3,-0.05,0.05,0.5,False,False,0.7853403141361257,0.7430765706085715,0.7864529820479277,0.750214754687707,0.6331839892250336,0.6996336996336996,0.3003663003663004,False,0.6075949367088608,0.6213592233009708,0.8,0.6994535519125683,0.8430493273542601,0.6075949367088608,10,6,33,25,14,0.5494505494505495,0.75,0.6713286713286714,79,0.8744186046511628,0.8584474885844748,223,80,0.15467182467714166,0.44165495424330586,0.5522878822825653,0.19348365099583084,0.3707270007268862,0.6023278673287764
char_wb_3_6_linearsvc_balanced,42,0.3,0.0,-0.05,0.35,False,False,0.706959706959707,0.669237990924738,0.70503251768312,0.668726694011144,0.5174211332719879,1.0,0.0,False,0.5578231292517006,0.6101694915254238,0.6371681415929203,0.6233766233766234,0.8111888111888111,0.5578231292517006,22,19,0,22,24,0.706959706959707,0.6165413533834586,0.5857142857142857,147,0.7864406779661017,0.7986230636833046,286,113,0.15467182467714166,0.44165495424330586,0.5522878822825653,0.15467182467714166,0.44165495424330586,0.5522878822825653
char_wb_3_6_linearsvc_balanced,42,0.3,0.0,-0.05,0.4,False,False,0.7213740458015268,0.6830296832603865,0.7205222701734896,0.6855086587469423,0.5396160336342565,0.9597069597069597,0.04029304029304026,False,0.5693430656934306,0.6101694915254238,0.6728971962616822,0.64,0.8142857142857143,0.5693430656934306,19,16,6,22,24,0.6923076923076923,0.6290322580645161,0.5977011494252874,137,0.8085106382978723,0.8113879003558719,280,107,0.15467182467714166,0.44165495424330586,0.5522878822825653,0.16196564143729134,0.43308880846699715,0.5594084043642353
char_wb_3_6_linearsvc_balanced,42,0.3,0.0,-0.05,0.42,False,False,0.7306930693069307,0.6894696715062182,0.7290020154899957,0.6913707077270108,0.5535705727496586,0.924908424908425,0.07509157509157505,False,0.5581395348837209,0.6101694915254238,0.6857142857142857,0.6457399103139013,0.8302583025830258,0.5581395348837209,18,15,8,22,24,0.6758241758241759,0.6486486486486487,0.6,129,0.8152173913043478,0.8226691042047533,271,105,0.15467182467714166,0.44165495424330586,0.5522878822825653,0.16561083538687726,0.4252967623782261,0.5650822339200534
char_wb_3_6_linearsvc_balanced,42,0.3,0.0,-0.05,0.45,False,False,0.7420042643923241,0.6990846537466068,0.741463415290731,0.7045295418285328,0.5715709124099166,0.8589743589743589,0.14102564102564108,False,0.5575221238938053,0.6101694915254238,0.7272727272727273,0.663594470046083,0.8287937743190662,0.5575221238938053,15,12,14,22,24,0.6373626373626373,0.6494845360824743,0.6,113,0.8385826771653543,0.8336594911937377,257,99,0.15467182467714166,0.44165495424330586,0.5522878822825653,0.16707210592018035,0.4096791487214778,0.5749321584721436
char_wb_3_6_linearsvc_balanced,42,0.3,0.0,-0.05,0.5,False,False,0.7758186397984886,0.7302826408992344,0.7746060954708514,0.737351038474634,0.6302140872673866,0.7271062271062271,0.2728937728937729,False,0.5393258426966292,0.6101694915254238,0.8181818181818182,0.6990291262135923,0.8545454545454545,0.5393258426966292,10,6,25,22,24,0.5641025641025641,0.75,0.6274509803921569,89,0.8744186046511628,0.864367816091954,220,88,0.15467182467714166,0.44165495424330586,0.5522878822825653,0.18307015231690607,0.3793867775180783,0.5927484874815825
char_wb_3_6_linearsvc_balanced,42,0.3,0.0,0.0,0.35,False,False,0.711645101663586,0.6731672825373874,0.709703458841926,0.6691288046680678,0.5224780651518952,0.9908424908424909,0.009157509157509125,False,0.5945945945945946,0.6346153846153846,0.5945945945945946,0.6139534883720931,0.8169014084507042,0.5958904109589042,22,23,2,20,18,0.7051282051282052,0.6126760563380281,0.6041666666666666,146,0.7864406779661017,0.8013816925734024,284,111,0.15467182467714166,0.44165495424330586,0.5522878822825653,0.1574253414482468,0.4395610833849532,0.5542197602153391
char_wb_3_6_linearsvc_balanced,42,0.3,0.0,0.0,0.4,False,False,0.7309941520467836,0.6929592694941729,0.7301715179454101,0.6926956144556794,0.5499348790839038,0.9395604395604396,0.06043956043956045,False,0.6044776119402985,0.6346153846153846,0.6534653465346535,0.6439024390243903,0.8201438848920863,0.6044776119402985,19,16,12,20,18,0.6868131868131868,0.6377952755905512,0.6206896551724138,134,0.8085106382978723,0.8142857142857143,278,101,0.15467182467714166,0.44165495424330586,0.5522878822825653,0.16733098281491562,0.4286462905374154,0.5636631692318679
char_wb_3_6_linearsvc_balanced,42,0.3,0.0,0.0,0.42,False,False,0.7398373983739838,0.6981928155366083,0.7382039438746995,0.6972691902839402,0.5619984666608783,0.9010989010989011,0.09890109890109888,False,0.5887096774193549,0.6346153846153846,0.6666666666666666,0.6502463054187192,0.8364312267657993,0.5887096774193549,18,15,14,20,18,0.6666666666666666,0.6517857142857143,0.6186440677966102,124,0.8152173913043478,0.8256880733944955,269,99,0.15467182467714166,0.44165495424330586,0.5522878822825653,0.16953241061371824,0.41999190646124224,0.5703049877602655
char_wb_3_6_linearsvc_balanced,42,0.3,0.0,0.0,0.45,False,False,0.7516483516483516,0.7082109957463185,0.7512558762413132,0.7112521945769567,0.5797964389499706,0.8333333333333334,0.16666666666666663,False,0.5887850467289719,0.6346153846153846,0.7096774193548387,0.6700507614213198,0.8352941176470589,0.5887850467289719,15,12,20,20,18,0.6263736263736264,0.6494845360824743,0.6176470588235294,107,0.8385826771653543,0.8369351669941061,255,93,0.15467182467714166,0.44165495424330586,0.5522878822825653,0.1704827490534837,0.40329934847636806,0.5811656025948678
