exact_group_id,normalized_text,representative_comment_text,n_comments,n_unique_accounts,n_unique_videos,n_unique_brands,n_actor_types,actor_types,actor_pair_scope,accounts,platform_usernames,comment_ids,video_ids,video_urls,brands,hcc_ids,contains_community_actor,contains_mass_actor,contains_lcn_edge_account_pair,presentation_eligible
EXACT_GROUP_00001,"""kuning ee""😭😭","""kuning ee""😭😭",2,2,1,1,1,Mass Actor,Mass–Mass,MASS_054911917aee;MASS_f0f72436b870,axz.4raaa_;onlymehere1512,7312051444952482565;7312973123941958405,7312025661835578629,https://www.tiktok.com/@maharajasp8/video/7312025661835578629?_r=1&_t=ZS-9707B1CL1aS,Daviena,,False,True,False,False
EXACT_GROUP_00002,.,.,2,2,2,2,2,Community Actor;Mass Actor,Community–Mass,MASS_00f9f3f41e65;kulitcerah_ct29113,anjelicaa01;kulitcerah_ct29113,7191404142165672731;7398116637864411909,7145783136914296090;7397028146429709573,https://www.tiktok.com/@janeabys/video/7145783136914296090?_r=1&_t=ZS-9701M6biY9Y;https://www.tiktok.com/@skincarebyw/video/7397028146429709573?_r=1&_t=ZS-977QLwAWBLp,Azarine;The Originote,50,True,True,False,False
EXACT_GROUP_00003,12,12,3,1,1,1,1,Individual Actor,Individual–Individual,cellynstore_,cellynstore_,7384377602607727365;7389802066443502341;7420736487391740677,7235406683676167430,https://www.tiktok.com/@cellynstore_/video/7235406683676167430?_r=1&_t=ZS-9701gToMRNv,The Originote,,False,False,False,False
EXACT_GROUP_00004,14+,14+,2,2,2,1,1,Mass Actor,Mass–Mass,MASS_0ebff161fa8d;MASS_2cfe654ded8f,deliemoo;sbjsoqibsnsjsksjnsnzmmsn,7264070986218996486;7307682777468683014,7242204399928593669;7306081689422351622,https://www.tiktok.com/@dww.srtk/video/7306081689422351622?_r=1&_t=ZS-9701GJQuJW6;https://www.tiktok.com/@namicwn_/video/7242204399928593669?_r=1&_t=ZS-9701v2mMfZa,The Originote,,False,True,False,False
EXACT_GROUP_00005,2x seminggu aja kak,2x seminggu aja kak,2,2,2,2,2,Individual Actor;Mass Actor,Mass–Individual,MASS_d27e60c1e817;ansyashine,_sundaze.9;ansyashine,7189019847661142810;7400524052118815494,7188119070884056347;7313383346447322373,https://www.tiktok.com/@ansyashine/video/7313383346447322373?_r=1&_t=ZS-97070Klua9J;https://www.tiktok.com/@theoriginote/video/7188119070884056347?_r=1&_t=ZS-9701SLa3cpE,Azarine;The Originote,,False,True,False,True
EXACT_GROUP_00006,@,@,7,7,5,2,1,Mass Actor,Mass–Mass,MASS_69738f6c8928;MASS_6e18c95c5354;MASS_70aee5c9d79c;MASS_94b68b18f98e;MASS_977b1ac878b4;MASS_e9ac61aead07;MASS_f165ba064ce6,dinda.kahfi;glowhunter_rp64732;ima8289;kangsiumin;mabduhsyukur;nyon107;supardi.addi4,7374470269975249669;7388483276744278789;7420406476882248455;7421414095435383557;7432314917229773573;7434543358686675768;7474942839874568965,7340938843190725893;7385065641595653382;7421104723333483782;7421835937988070662;7429265515434036485,https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z;https://www.tiktok.com/@maryame.official/video/7421835937988070662?_r=1&_t=ZS-9702TytN66E;https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm;https://www.tiktok.com/@rikut02/video/7429265515434036485?_r=1&_t=ZS-97026zwQb3A;https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,Daviena;Maryame,,False,True,False,True
EXACT_GROUP_00007,@bluemoon:kalo gak ada dokter detektif gak akan kebongkar😂,@USER:Kalo gak ada dokter detektif gak akan kebongkar😂,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_098725cdbee4;MASS_938cee62d4ec,amih.ara1;ntiicans58,7421324646489031430;7422595300009526022,7421104723333483782,https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,Daviena,,False,True,False,True
EXACT_GROUP_00008,@bunial,@USER,2,1,2,1,1,Mass Actor,Mass–Mass,MASS_391cfeda8c8c,9n.megaaaa,7372844575289492229;7375827865167921925,7340938843190725893;7357662447248968966,https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z;https://www.tiktok.com/@thisisalulaa/photo/7357662447248968966?_r=1&_t=ZS-970En9Gwumu,Daviena,,False,True,False,False
EXACT_GROUP_00009,@camahyupita: ada yg mau gantiin punya aku paket acne ? baru pake 2x masih banyak bgt 95%an isinyaaa 150 day night sm facial washnya✨✨,@USER: Ada yg mau gantiin punya aku paket acne ? Baru pake 2x masih banyak bgt 95%an isinyaaa 150 day night sm facial washnya✨✨,3,1,1,1,1,Mass Actor,Mass–Mass,MASS_38a93184c3fb,cmhys,7483897132718654215;7483897181343761170;7483897280045466376,7430007251076697350,https://www.tiktok.com/@nooraabeautycreator/video/7430007251076697350?_r=1&_t=ZS-9702Cpl4Gl0,Maryame,,False,True,False,False
EXACT_GROUP_00010,@dewi hani jayanti,@USER hani jayanti,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_c4323c9fc04e;MASS_deb1bfa5ff24,ayuepinkshop;dwiyanasti,7428454368317686533;7428552707085370117,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00011,@dewihanijayanti,@USER,3,3,1,1,1,Mass Actor,Mass–Mass,MASS_2cb5eb58d86c;MASS_cafb30649b29;MASS_d80f99a7c462,fridayaks212;userbo876;yulisa5559,7428460654102790918;7429572436117046022;7435144301711622967,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00012,@dr. ika,@USER. Ika,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_58449ada4507;MASS_b8f18ac10593,911.nbl;agathachristie.s,7172112002096055067;7189635676022817563,7167562475641048347,https://www.tiktok.com/@notforsheil/video/7167562475641048347?_r=1&_t=ZS-977Ufvqeo8w,Maryame,,False,True,False,False
EXACT_GROUP_00013,@dr.okypratamaa,@USER.okypratamaa,3,3,1,1,1,Mass Actor,Mass–Mass,MASS_1ee222856b55;MASS_2fbabdc17221;MASS_4f5306b3baf1,dw16_;leninuraeni126;tiwi_tiwie92,7428575097294750470;7428577905620615957;7429169368314430214,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00014,@dr.okypratamaa_kedua,@USER.okypratamaa_kedua,11,11,1,1,1,Mass Actor,Mass–Mass,MASS_031a4c41de1e;MASS_0351de140be6;MASS_16eb74e7db40;MASS_2fbabdc17221;MASS_976755fbd926;MASS_bb48c3db7fda;MASS_bca0ccd357da;MASS_c5b678c5f9d4;MASS_d82d569ed357;MASS_dc9ba16076b3;MASS_f3e60bac8a16,acil_acill2;araara110425;casperlucu;inurhayati_;iyadizar;melaaati.02;nta.oc97;nurlayla_1997;taurapertiwye;tiwi_tiwie92;xryylaa__,7428552813149717254;7428589184938672897;7428805551389164305;7428825099907990273;7429001558136308486;7429141352237171461;7429161711531197190;7429169467084718854;7429211420481323781;7429226799822897925;7461073253299028757,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00015,@hola.aliikaa,@USER.aliikaa,3,1,3,1,1,Mass Actor,Mass–Mass,MASS_73b6a4d5dc6b,celestialveilx,7152900965002773274;7152901437848142619;7152906184819000090,7122773893844061466;7129446710400601371;7145783136914296090,https://www.tiktok.com/@janeabys/video/7145783136914296090?_r=1&_t=ZS-9701M6biY9Y;https://www.tiktok.com/@soufberry/video/7122773893844061466?_r=1&_t=ZS-9701Dc5EXB4;https://www.tiktok.com/@tiarach18/video/7129446710400601371?_r=1&_t=ZS-9701fw1pX2F,The Originote,,False,True,False,False
EXACT_GROUP_00016,"@isuyy:kak mau tanya klo yg buat pudarin bekas jerawat pagi nya hyalu-c, trs mlmnya pake dark spot boleh? dan yg dark spot itu dipakenya tiap mlm sama","@USER:Kak mau tanya klo yg buat pudarin bekas jerawat pagi nya Hyalu-C, trs mlmnya pake Dark spot boleh? Dan yg Dark spot itu dipakenya tiap mlm sama",2,1,2,1,1,Mass Actor,Mass–Mass,MASS_4d6c128f51cd,piupluveyy,7330944826706641669;7330945381041832709,7122773893844061466;7306081689422351622,https://www.tiktok.com/@dww.srtk/video/7306081689422351622?_r=1&_t=ZS-9701GJQuJW6;https://www.tiktok.com/@soufberry/video/7122773893844061466?_r=1&_t=ZS-9701Dc5EXB4,The Originote,,False,True,False,False
EXACT_GROUP_00017,@lambemu:dan lucunya di terbitkan masi di bulan februari 2025 dan ada yang beli di bulan 3 cek di dr grand🤣,@USER:dan lucunya di terbitkan masi di bulan februari 2025 dan ada yang beli di bulan 3 cek di dr grand🤣,2,1,1,1,1,Mass Actor,Mass–Mass,MASS_97d28e667d37,_shofia55,7597081858265973512;7597081896270988039,7596239649517899016,https://www.tiktok.com/@melvinahusyanti96/photo/7596239649517899016?_r=1&_t=ZS-978hb5OS1Tz,Daviena,,False,True,False,False
EXACT_GROUP_00018,@lucudekayakamu,@USER,2,1,2,1,1,Mass Actor,Mass–Mass,MASS_b550a86c0876,aqllhcc_,7179556015732589339;7182416311753655066,7129446710400601371;7145783136914296090,https://www.tiktok.com/@janeabys/video/7145783136914296090?_r=1&_t=ZS-9701M6biY9Y;https://www.tiktok.com/@tiarach18/video/7129446710400601371?_r=1&_t=ZS-9701fw1pX2F,The Originote,,False,True,False,False
EXACT_GROUP_00019,@melvinahusyanti96,@USER,11,11,4,1,2,Community Actor;Mass Actor,Community–Mass;Mass–Mass,MASS_1cd6de561d80;MASS_5bd5cefee273;MASS_6182efde5cd4;MASS_70c724efba3e;MASS_80f7efe22a1b;MASS_964574d399b9;MASS_a8a915897052;MASS_d742e64fe263;MASS_dd3ac12e25e5;MASS_e6a835f49022;dearskin_ct58033,annisaa.rf31;dearskin_ct58033;dirrraa0598;divaniputrisheena027;dwoerlangga;dy8141;elsatirani7;ernachaby_23;lirahayuu;puputpolanda;rehanydi2,7287092372855915270;7289278781750379270;7312029730328445701;7312034538447979270;7312048043766678278;7312069486047150854;7312088877749453573;7314569926994608902;7333266459319403269;7341035084798378757;7396938922871620358,7284446766534102277;7289028668863663365;7312025661835578629;7340938843190725893,https://www.tiktok.com/@faniabsaa/video/7284446766534102277?_r=1&_t=ZS-9707DfFuSW1;https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z;https://www.tiktok.com/@maharajasp8/video/7312025661835578629?_r=1&_t=ZS-9707B1CL1aS;https://www.tiktok.com/@nabellaolivia/video/7289028668863663365?_r=1&_t=ZS-977c7OOaZtJ,Daviena,20,True,True,False,True
EXACT_GROUP_00020,@owner daviena skincare,@USER DAVIENA SKINCARE,5,4,4,1,1,Mass Actor,Mass–Mass,MASS_1b708dd4d6ca;MASS_4a90eb22aeff;MASS_b74d4f07eb95;MASS_fb3fe0c77a30,hsnl_rifanda;septia.latifa;siskadevita.u;testireal_rp83151,7289805045779530502;7312257634030568198;7421206784357303046;7421579095601840901;7611040011572986642,7289028668863663365;7312025661835578629;7421104723333483782;7596239649517899016,https://www.tiktok.com/@maharajasp8/video/7312025661835578629?_r=1&_t=ZS-9707B1CL1aS;https://www.tiktok.com/@melvinahusyanti96/photo/7596239649517899016?_r=1&_t=ZS-978hb5OS1Tz;https://www.tiktok.com/@nabellaolivia/video/7289028668863663365?_r=1&_t=ZS-977c7OOaZtJ;https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,Daviena,,False,True,False,True
EXACT_GROUP_00021,@parwahpapale,@USER,2,1,2,1,1,Mass Actor,Mass–Mass,MASS_f616f3019693,parwhh,7168716859780170523;7171217420244894491,7129446710400601371;7145783136914296090,https://www.tiktok.com/@janeabys/video/7145783136914296090?_r=1&_t=ZS-9701M6biY9Y;https://www.tiktok.com/@tiarach18/video/7129446710400601371?_r=1&_t=ZS-9701fw1pX2F,The Originote,,False,True,False,False
EXACT_GROUP_00022,@riniiini,@USER,2,1,2,1,1,Mass Actor,Mass–Mass,MASS_44b829e97e66,rindu.tamaram,7170545560368268058;7170545565263840026,7122773893844061466;7145783136914296090,https://www.tiktok.com/@janeabys/video/7145783136914296090?_r=1&_t=ZS-9701M6biY9Y;https://www.tiktok.com/@soufberry/video/7122773893844061466?_r=1&_t=ZS-9701Dc5EXB4,The Originote,,False,True,False,False
EXACT_GROUP_00023,@slwtrki,@USER,2,1,2,1,1,Mass Actor,Mass–Mass,MASS_10359773285c,arsyakha602,7127971152312484634;7130559049359573786,7122773893844061466;7129446710400601371,https://www.tiktok.com/@soufberry/video/7122773893844061466?_r=1&_t=ZS-9701Dc5EXB4;https://www.tiktok.com/@tiarach18/video/7129446710400601371?_r=1&_t=ZS-9701fw1pX2F,The Originote,,False,True,False,False
EXACT_GROUP_00024,@y0urbratz,@USER,2,1,2,1,1,Mass Actor,Mass–Mass,MASS_0804841211b7,hllwycap,7131516031428821787;7131768989282239258,7122773893844061466;7129446710400601371,https://www.tiktok.com/@soufberry/video/7122773893844061466?_r=1&_t=ZS-9701Dc5EXB4;https://www.tiktok.com/@tiarach18/video/7129446710400601371?_r=1&_t=ZS-9701fw1pX2F,The Originote,,False,True,False,False
EXACT_GROUP_00025,@yn: boleh di pake setelah serum acne?,@USER: boleh di pake setelah serum acne?,2,1,2,1,1,Mass Actor,Mass–Mass,MASS_12c89dd63fa7,slnotes_,7131571667352355611;7131572314940883739,7122773893844061466;7129446710400601371,https://www.tiktok.com/@soufberry/video/7122773893844061466?_r=1&_t=ZS-9701Dc5EXB4;https://www.tiktok.com/@tiarach18/video/7129446710400601371?_r=1&_t=ZS-9701fw1pX2F,The Originote,,False,True,False,False
EXACT_GROUP_00026,@𖢷4aaaa❈miilyaa꙰,@USER❈miilyaa꙰,2,1,2,1,1,Mass Actor,Mass–Mass,MASS_cf9e4c4c9ed7,mutii_sj,7500165911455646472;7500169188167795474,7428436533981613318;7429636271552728326,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh;https://www.tiktok.com/@maryame.official/video/7429636271552728326?_r=1&_t=ZS-977Uh8qlFYI,Maryame,,False,True,False,False
EXACT_GROUP_00027,[sticker],[Sticker],4,4,1,1,1,Mass Actor,Mass–Mass,MASS_52ed535475c4;MASS_ae16b90f3e67;MASS_bb5b8e1888ee;MASS_e57043629505,anggunccc00;penikmatsenj11;rmdhn_xn;vonaliaaa23,7596240374349497106;7596321431064724245;7596328265586246421;7596546106067976967,7596239649517899016,https://www.tiktok.com/@melvinahusyanti96/photo/7596239649517899016?_r=1&_t=ZS-978hb5OS1Tz,Daviena,,False,True,False,True
EXACT_GROUP_00028,aada yg mau bayarin punya ku? day cream 2 night cream 1 fw sma misellar. di murahin dah,aada yg mau bayarin punya ku? day cream 2 night cream 1 fw sma misellar.. di murahin dah,2,1,2,1,1,Mass Actor,Mass–Mass,MASS_f5232b3af9c7,ana_andriana24,7524306152294351624;7524306640720495378,7262186413284822277;7430007251076697350,https://www.tiktok.com/@deswitatata2/video/7262186413284822277?_r=1&_t=ZS-97027ztq3fT;https://www.tiktok.com/@nooraabeautycreator/video/7430007251076697350?_r=1&_t=ZS-9702Cpl4Gl0,Maryame,,False,True,False,False
EXACT_GROUP_00029,aamiin,aamiin,3,3,3,3,2,Individual Actor;Mass Actor,Individual–Individual;Mass–Individual,MASS_efc4167a600b;dicannnns;juliadoang08,dicannnns;juliadoang08;reniisisj,7232956925407118106;7360986997886124805;7389617679068283653,7194330759329631514;7340938843190725893;7385065641595653382,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz;https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z;https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm,Daviena;Maryame;The Originote,,False,True,False,True
EXACT_GROUP_00030,ada,ada,3,2,2,2,1,Mass Actor,Mass–Mass,MASS_0fb4593b44a8;MASS_c9e417ac58ce,27sagitarian;icvanka_19,7365764697335087878;7424358358242870021;7424480206675198725,7361323225038540037;7378347819268082950,https://www.tiktok.com/@irnaayu27/video/7378347819268082950?_r=1&_t=ZS-977bzKce12X;https://www.tiktok.com/@mayhapid2/video/7361323225038540037?_r=1&_t=ZS-977UlHToEGG,Daviena;Maryame,,False,True,False,False
EXACT_GROUP_00031,ada yang mau bayarin retinol aku ga?aku ada masi baru banget aku jual 100k beli di official store nya ka masi segel,ada yang mau bayarin retinol aku ga?aku ada masi baru banget aku jual 100k beli di official store nya ka masi segel,2,1,1,1,1,Mass Actor,Mass–Mass,MASS_c9baeed90820,adindarisna_,7396895801337021189;7396895854349697798,7378347819268082950,https://www.tiktok.com/@irnaayu27/video/7378347819268082950?_r=1&_t=ZS-977bzKce12X,Daviena,,False,True,False,False
EXACT_GROUP_00032,"ada yang mau beli maryam whitening ga isi 5/10 day, night, facial wash aku jual 100k aja","Ada yang mau beli maryam whitening ga isi 5/10 day, night, facial wash aku jual 100k aja",3,1,3,1,1,Mass Actor,Mass–Mass,MASS_102cd1593688,itsme.hny_,7476056854239068945;7476056897520780049;7476057109915910933,7262186413284822277;7279666593129434374;7429265515434036485,https://www.tiktok.com/@deswitatata2/video/7262186413284822277?_r=1&_t=ZS-97027ztq3fT;https://www.tiktok.com/@deswitatata2/video/7279666593129434374?_r=1&_t=ZS-9702EZVUuGo;https://www.tiktok.com/@rikut02/video/7429265515434036485?_r=1&_t=ZS-97026zwQb3A,Maryame,,False,True,False,False
EXACT_GROUP_00033,"ada yang mau beli punyaku gak beli di official store (nanti aku ss bukti pembeliannya) jual 50rb aja, baru kepake 3 kali daripada mubadzir","ada yang mau beli punyaku gak beli di official store (nanti aku ss bukti pembeliannya) jual 50rb aja, baru kepake 3 kali daripada mubadzir",2,1,1,1,1,Mass Actor,Mass–Mass,MASS_c4d73ce63158,virannaaa11,7459407288286249733;7459407711077122821,7429636271552728326,https://www.tiktok.com/@maryame.official/video/7429636271552728326?_r=1&_t=ZS-977Uh8qlFYI,Maryame,,False,True,False,False
EXACT_GROUP_00034,"ada yang mau beli punyaku gak day cream beli di official store (nanti aku ss bukti pembeliannya) jual 50rb aja, baru kepake 3 kali daripada mubadzir 🙏","ada yang mau beli punyaku gak day cream beli di official store (nanti aku ss bukti pembeliannya) jual 50rb aja, baru kepake 3 kali daripada mubadzir 🙏",2,1,2,1,1,Mass Actor,Mass–Mass,MASS_c4d73ce63158,virannaaa11,7459408733417521925;7459408980088980230,7312632181094894854;7429265515434036485,https://www.tiktok.com/@maryame.official/video/7312632181094894854?_r=1&_t=ZS-9702LpeW22k;https://www.tiktok.com/@rikut02/video/7429265515434036485?_r=1&_t=ZS-97026zwQb3A,Maryame,,False,True,False,False
EXACT_GROUP_00035,ada yang mau ganti in retinol aku ga😁 belum aku pakai sama sekali hehe,ada yang mau ganti in retinol aku ga😁 belum aku pakai sama sekali hehe,3,1,2,1,1,Mass Actor,Mass–Mass,MASS_c5217e9eb622,belamaulidiah,7393691503597748998;7393692159465243397;7396265949197845253,7313744314927041797;7340938843190725893,https://www.tiktok.com/@adilana.na/video/7313744314927041797?_r=1&_t=ZS-9707RUeyEm9;https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z,Daviena,,False,True,False,False
EXACT_GROUP_00036,"ada yang mau gantiin day cream sama night cream aku , baru 2 kali pake masih penuh gais","Ada yang mau gantiin day cream sama night cream aku , baru 2 kali pake masih penuh gais",2,1,2,1,1,Mass Actor,Mass–Mass,MASS_e557755969ae,_finanaaa,7475691468777079560;7475691663646982919,7429265515434036485;7430007251076697350,https://www.tiktok.com/@nooraabeautycreator/video/7430007251076697350?_r=1&_t=ZS-9702Cpl4Gl0;https://www.tiktok.com/@rikut02/video/7429265515434036485?_r=1&_t=ZS-97026zwQb3A,Maryame,,False,True,False,False
EXACT_GROUP_00037,ada yang mau gantiin maryame punyaku? pemakaian baru 3 hari day cream sama night cream. ku jual murah,ada yang mau gantiin maryame punyaku? pemakaian baru 3 hari day cream sama night cream. ku jual murah,2,1,2,1,1,Mass Actor,Mass–Mass,MASS_a7815a64a37e,hainovember_,7517503395219145479;7517503547082081032,7262186413284822277;7430007251076697350,https://www.tiktok.com/@deswitatata2/video/7262186413284822277?_r=1&_t=ZS-97027ztq3fT;https://www.tiktok.com/@nooraabeautycreator/video/7430007251076697350?_r=1&_t=ZS-9702Cpl4Gl0,Maryame,,False,True,False,False
EXACT_GROUP_00038,"ada yang mau gantiin punya aku gaakkk? day creamnya baru pake 2x doang, jual dibawah harga normal aja, aku ga cocok","Ada yang mau gantiin punya aku gaakkk? day creamnya baru pake 2x doang, jual dibawah harga normal aja, aku ga cocok",2,1,2,1,1,Mass Actor,Mass–Mass,MASS_2397e4350735,pometaaria_,7560667518839522069;7560670446296335124,7262186413284822277;7430007251076697350,https://www.tiktok.com/@deswitatata2/video/7262186413284822277?_r=1&_t=ZS-97027ztq3fT;https://www.tiktok.com/@nooraabeautycreator/video/7430007251076697350?_r=1&_t=ZS-9702Cpl4Gl0,Maryame,,False,True,False,False
EXACT_GROUP_00039,ada yang mau gantiin retinol aku ga ? keburu hamil pdhal bru beli,ada yang mau gantiin retinol aku ga ? keburu hamil pdhal bru beli,2,1,2,1,1,Mass Actor,Mass–Mass,MASS_0ba17900badb,vivianie598,7497529744909615890;7497529844793131784,7378347819268082950;7418812570569641221,https://www.tiktok.com/@iketiaaa/video/7418812570569641221?_r=1&_t=ZS-9707LeDmYUr;https://www.tiktok.com/@irnaayu27/video/7378347819268082950?_r=1&_t=ZS-977bzKce12X,Daviena,,False,True,False,False
EXACT_GROUP_00040,"ada yang mau gantiin retinol daviena aku ngga masih baru masih segel ori 85 ambil aja ada seruk dna juga masih segel, 45 aja","ada yang mau gantiin retinol daviena aku ngga masih baru masih segel ori 85 ambil aja ada seruk DNA juga masih segel, 45 aja",2,1,2,1,1,Mass Actor,Mass–Mass,MASS_b0837c9a9a2e,kimyy450,7411077743704507141;7411079266996159238,7313744314927041797;7378347819268082950,https://www.tiktok.com/@adilana.na/video/7313744314927041797?_r=1&_t=ZS-9707RUeyEm9;https://www.tiktok.com/@irnaayu27/video/7378347819268082950?_r=1&_t=ZS-977bzKce12X,Daviena,,False,True,False,False
EXACT_GROUP_00041,ada yang mau gantiin retinol davienaku baru 3x pake🙏,Ada yang mau gantiin retinol davienaku baru 3x pake🙏,2,1,2,1,1,Mass Actor,Mass–Mass,MASS_5e92806d3761,gumud_funny,7382422926949532422;7382423439154299653,7319688011891936517;7378347819268082950,https://www.tiktok.com/@irnaayu27/video/7378347819268082950?_r=1&_t=ZS-977bzKce12X;https://www.tiktok.com/@orinagista13/video/7319688011891936517?_r=1&_t=ZS-977cBAtDHkH,Daviena,,False,True,False,False
EXACT_GROUP_00042,ada yang mau gantiin retinol davienna ku ga? baru dipake 2x,ada yang mau gantiin retinol davienna ku ga? baru dipake 2x,2,1,2,1,1,Mass Actor,Mass–Mass,MASS_14ded2e60d93,sammymoel,7385072036366385925;7385073175389209349,7284446766534102277;7340938843190725893,https://www.tiktok.com/@faniabsaa/video/7284446766534102277?_r=1&_t=ZS-9707DfFuSW1;https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z,Daviena,,False,True,False,False
EXACT_GROUP_00043,ada yang mau gantiin retinol sama hb 1pot lagi udah abis 5pot ga putih” nyerah aku,ada yang mau gantiin retinol sama hb 1pot lagi udah abis 5pot ga putih” nyerah aku,2,1,2,1,1,Mass Actor,Mass–Mass,MASS_a7e937fbad3e,angelapretyys,7417057273966691077;7417057933114819334,7313744314927041797;7378347819268082950,https://www.tiktok.com/@adilana.na/video/7313744314927041797?_r=1&_t=ZS-9707RUeyEm9;https://www.tiktok.com/@irnaayu27/video/7378347819268082950?_r=1&_t=ZS-977bzKce12X,Daviena,,False,True,False,False
EXACT_GROUP_00044,ada yang mau gantiin serum b3 gluta & toner celarunic originote ku ga?,Ada yang mau gantiin serum b3 gluta & toner celarunic originote ku ga?,2,1,2,1,1,Mass Actor,Mass–Mass,MASS_2e839a0ab60f,vidiaayuuu,7580957775988359957;7580957819478835988,7122773893844061466;7145783136914296090,https://www.tiktok.com/@janeabys/video/7145783136914296090?_r=1&_t=ZS-9701M6biY9Y;https://www.tiktok.com/@soufberry/video/7122773893844061466?_r=1&_t=ZS-9701Dc5EXB4,The Originote,,False,True,False,False
EXACT_GROUP_00045,ada yang mau gantiin serumku ?,Ada yang mau gantiin serumku ?,2,1,2,1,1,Mass Actor,Mass–Mass,MASS_2e839a0ab60f,vidiaayuuu,7510455642487554834;7510455793616306964,7258280563352587526;7314309007341063429,https://www.tiktok.com/@lookatmeeh__/video/7258280563352587526?_r=1&_t=ZS-977UFiP0TS6;https://www.tiktok.com/@racunwithdivani/video/7314309007341063429?_r=1&_t=ZS-9701OFzBfQA,The Originote,,False,True,False,False
EXACT_GROUP_00046,"ada yang mau gantikan retinol daviena ku gk ya, bru buka segel aja blm prnh pakai msih full lengkap dg dusnya jga, lokasi surabaya pusat, luar kota bisa shopee guys aman ya🥰","ada yang mau gantikan retinol daviena ku gk ya, bru buka segel aja blm prnh pakai msih full lengkap dg dusnya jga, lokasi surabaya pusat, luar kota bisa Shopee guys aman ya🥰",2,1,1,1,1,Mass Actor,Mass–Mass,MASS_84d2a98ca271,kakmilla._,7397336826161988357;7397336873327198982,7340938843190725893,https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z,Daviena,,False,True,False,False
EXACT_GROUP_00047,"ada yang mau maryame ku masih baru, murah aja kak mubazir gak kepake","ada yang mau maryame ku masih baru, murah aja kak mubazir gak kepake",2,1,2,1,1,Mass Actor,Mass–Mass,MASS_4db6303a3bd8,mataharidupu,7630494852803117845;7630494901119419156,7262186413284822277;7507827983269350661,https://www.tiktok.com/@deswitatata2/video/7262186413284822277?_r=1&_t=ZS-97027ztq3fT;https://www.tiktok.com/@dewihanijayanti/video/7507827983269350661?_r=1&_t=ZS-9702OSYYkz4,Maryame,,False,True,False,False
EXACT_GROUP_00048,ada yang mau pl ga ini aku ada sepaket udah dipake sedikit doang bayarin aja mayan soalnya ga cocok:(,ada yang mau PL ga ini aku ada sepaket udah dipake sedikit doang bayarin aja Mayan soalnya ga cocok:(,2,1,2,1,1,Mass Actor,Mass–Mass,MASS_9025ff0d5eb1,itsmeayamlvy,7468764155810792200;7468764433038164743,7262186413284822277;7430007251076697350,https://www.tiktok.com/@deswitatata2/video/7262186413284822277?_r=1&_t=ZS-97027ztq3fT;https://www.tiktok.com/@nooraabeautycreator/video/7430007251076697350?_r=1&_t=ZS-9702Cpl4Gl0,Maryame,,False,True,False,False
