exact_group_id,normalized_text,representative_comment_text,n_comments,n_unique_accounts,n_unique_videos,n_unique_brands,n_actor_types,actor_types,actor_pair_scope,accounts,platform_usernames,comment_ids,video_ids,video_urls,brands,hcc_ids,contains_community_actor,contains_mass_actor,contains_lcn_edge_account_pair,presentation_eligible
EXACT_GROUP_00634,pakai retinol kak,pakai retinol kak,2,1,1,1,1,Individual Actor,Individual–Individual,dicannnns,dicannnns,7226383683241001755;7227491406092223259,7194330759329631514,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz,The Originote,,False,False,False,False
EXACT_GROUP_00635,pakai serum glutathione dari inby skincare ka bagus banget buat mencerahkan wajah,pakai serum glutathione dari inby skincare ka bagus banget buat mencerahkan wajah,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_ce0f117bacad;MASS_f7dd09a4bc11,kaajeee12;namidaaa03,7171275339682054913;7171304633016124161,7145783136914296090,https://www.tiktok.com/@janeabys/video/7145783136914296090?_r=1&_t=ZS-9701M6biY9Y,The Originote,,False,True,False,True
EXACT_GROUP_00636,panas panas,PANAS PANAS,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_2045614cdd17;MASS_fd4b1ca11929,siswo1985;susan022444,7421856697922306822;7422444604383281926,7421104723333483782,https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,Daviena,,False,True,False,False
EXACT_GROUP_00637,panas panas panas,panas panas panas,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_a637a9b8bdcc;MASS_c58cd0611e95,mekaarsy22;sweni248,7421349289881846533;7421377547336385286,7421104723333483782,https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,Daviena,,False,True,False,True
EXACT_GROUP_00638,peluk jauh kak melvi,peluk jauh kak melvi,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_696ec11fd8b0;MASS_72641dac1f1a,lzz12;susan_mbem,7422232124055323398;7422312269084164871,7421104723333483782,https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,Daviena,,False,True,False,True
EXACT_GROUP_00639,"pemakaian rutin daviena retinol bikin kulit lebih lembab, seneng bgt","pemakaian rutin daviena retinol bikin kulit lebih lembab, seneng bgt",7,7,6,1,1,Community Actor,Community–Community,beautyfess_r3c05m00x6415;beautyfess_r3c05m01x4347;beautyfess_r3c05m03x8357;beautyfess_r3c05m04x3629;kulitkece_r3c01m02x7223;kulitkece_r3c01m03x9803;racikcantik_r3c08m04x3650,beautyfess_r3c05m00x6415;beautyfess_r3c05m01x4347;beautyfess_r3c05m03x8357;beautyfess_r3c05m04x3629;kulitkece_r3c01m02x7223;kulitkece_r3c01m03x9803;racikcantik_r3c08m04x3650,2138091680088486044;2911775397285997810;4013812030178004786;4554377775274212881;7761860321340514967;9746122066513399175;9894112686943325796,7284446766534102277;7313744314927041797;7319688011891936517;7340938843190725893;7376604456818920709;7418812570569641221,https://www.tiktok.com/@adilana.na/video/7313744314927041797?_r=1&_t=ZS-9707RUeyEm9;https://www.tiktok.com/@faniabsaa/video/7284446766534102277?_r=1&_t=ZS-9707DfFuSW1;https://www.tiktok.com/@iketiaaa/video/7418812570569641221?_r=1&_t=ZS-9707LeDmYUr;https://www.tiktok.com/@irnaayu27/video/7376604456818920709?_r=1&_t=ZS-977bv4gpWsb;https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z;...(+1),Daviena,169;182;40,True,False,False,True
EXACT_GROUP_00640,"pemakaian rutin maryame niacinamide bikin kulit lebih lembab, seneng bgt","pemakaian rutin maryame niacinamide bikin kulit lebih lembab, seneng bgt",3,3,3,1,1,Community Actor,Community–Community,glowcheck_r3c10m00x7594;glowcheck_r3c10m02x8990;glowdiary_r3c03m03x1823,glowcheck_r3c10m00x7594;glowcheck_r3c10m02x8990;glowdiary_r3c03m03x1823,2858394531625283483;8532195772060092819;9722267926546985345,7361323225038540037;7418514646698642693;7523137946246008069,https://www.tiktok.com/@maryame.official/video/7523137946246008069?_r=1&_t=ZS-97029nEoy2h;https://www.tiktok.com/@mayhapid2/video/7361323225038540037?_r=1&_t=ZS-977UlHToEGG;https://www.tiktok.com/@mimiaudmua/video/7418514646698642693?_r=1&_t=ZS-977UpdmV9X8,Maryame,112;113,True,False,False,True
EXACT_GROUP_00641,"pemakaian rutin originote niacinamide bikin kulit lebih lembab, seneng bgt","pemakaian rutin originote niacinamide bikin kulit lebih lembab, seneng bgt",4,4,3,1,1,Community Actor,Community–Community,cantiknyata_r3c06m04x5441;reviewpedas_r3c09m00x7495;reviewpedas_r3c09m02x6779;testiaman_r3c02m01x8585,cantiknyata_r3c06m04x5441;reviewpedas_r3c09m00x7495;reviewpedas_r3c09m02x6779;testiaman_r3c02m01x8585,3173609446958980701;6063602131951540892;6737168699924586190;8036776277680351545,7122773893844061466;7145783136914296090;7306081689422351622,https://www.tiktok.com/@dww.srtk/video/7306081689422351622?_r=1&_t=ZS-9701GJQuJW6;https://www.tiktok.com/@janeabys/video/7145783136914296090?_r=1&_t=ZS-9701M6biY9Y;https://www.tiktok.com/@soufberry/video/7122773893844061466?_r=1&_t=ZS-9701Dc5EXB4,The Originote,193;205;99,True,False,False,True
EXACT_GROUP_00642,pengen,pengen,3,3,3,3,2,Community Actor;Mass Actor,Community–Mass;Mass–Mass,MASS_49b2911b6c82;MASS_6a1b5328fea6;glowup_ct95907,april.girll_;cantik_ip3572;glowup_ct95907,7232108890261897990;7286688737395491590;7500395959520871176,7194330759329631514;7284446766534102277;7472351771025755410,https://www.tiktok.com/@dewihanijayanti/video/7472351771025755410?_r=1&_t=ZS-9702VldBrPj;https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz;https://www.tiktok.com/@faniabsaa/video/7284446766534102277?_r=1&_t=ZS-9707DfFuSW1,Daviena;Maryame;The Originote,20,True,True,False,True
EXACT_GROUP_00643,pengen sih,pengen sih,2,2,2,1,1,Mass Actor,Mass–Mass,MASS_2b7680848ca5;MASS_d2f24f8f10bf,beautyaddict_rp79642;tuanmudo716,7286083385822135046;7312485420319048453,7284446766534102277;7312025661835578629,https://www.tiktok.com/@faniabsaa/video/7284446766534102277?_r=1&_t=ZS-9707DfFuSW1;https://www.tiktok.com/@maharajasp8/video/7312025661835578629?_r=1&_t=ZS-9707B1CL1aS,Daviena,,False,True,False,False
EXACT_GROUP_00644,penipu,PENIPU,5,5,2,1,1,Mass Actor,Mass–Mass,MASS_16b4c20a4f32;MASS_4b5ce0b0adbf;MASS_9587aa1de189;MASS_d81cb45b81de;MASS_f07e767fc8d6,dna.pentolpremium_sby;glowhunter_cp8051;itsryn31;justinno300;lavendermue,7421392342731227909;7421401473840333574;7421462548825195270;7421829155228320530;7422891561086124805,7389110955214490886;7421104723333483782,https://www.tiktok.com/@daviena_dvn/video/7389110955214490886?_r=1&_t=ZS-9707GPqX4Ub;https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,Daviena,,False,True,False,True
EXACT_GROUP_00645,pinjem seratus,Pinjem seratus,5,5,1,1,2,Community Actor;Mass Actor,Community–Mass;Mass–Mass,MASS_30a58e8d9e6b;MASS_4f005c1d76b7;MASS_a97edcaa8ddd;MASS_f9d428d40e1b;testireal_ct35011,jelitapasaribu831;testireal_ct35011;tidaksukakeju2;user1841960565904;yummy_mei5,7428558567437583110;7428559233932706565;7429174346088252166;7432472110175912711;7461071967367889669,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,74,True,True,False,True
EXACT_GROUP_00646,pinjem seratus dok,Pinjem seratus dok,4,4,1,1,1,Mass Actor,Mass–Mass,MASS_8a3db4c4e0a7;MASS_9bce1fc159bf;MASS_9c7ef9af2d50;MASS_afb97f1f1657,12acunmu;juni3084;stehtawar_;urwahubb,7428457778862539536;7428477612438192902;7430295352946033414;7458845355582669573,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00647,plis bogota dok,Plis bogota dok,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_3f5985adcafc;MASS_e5ae28e426b9,jessyje44;linaabaharr,7429038743450862354;7430632931398271749,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00648,pm harga,pm harga,2,1,2,1,1,Mass Actor,Mass–Mass,MASS_c44b317ea684,samliana3,7388517266284888850;7388832202164863752,7363584993148357894;7385065641595653382,https://www.tiktok.com/@mayhapid2/video/7363584993148357894?_r=1&_t=ZS-977UjZATiFU;https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm,Maryame,,False,True,False,False
EXACT_GROUP_00649,preeeeet,preeeeet,2,2,2,1,1,Mass Actor,Mass–Mass,MASS_699c2d2ae3eb;MASS_84bbf8fd4f15,nurkholifah056;sripurwaningsih6979,7421864742778274566;7424484980753531653,7418812570569641221;7421104723333483782,https://www.tiktok.com/@iketiaaa/video/7418812570569641221?_r=1&_t=ZS-9707LeDmYUr;https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,Daviena,,False,True,False,False
EXACT_GROUP_00650,preeeeetttttt.,preeeeetttttt....,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_5aed0df7d392;MASS_e27b11a84100,ettyekoo;waode2014,7421317326065468165;7422938037292090117,7421104723333483782,https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,Daviena,,False,True,False,False
EXACT_GROUP_00651,preeet,preeet,3,3,1,1,1,Mass Actor,Mass–Mass,MASS_5b77033052c0;MASS_c64efb45a06e;MASS_cd577fd0606b,_rooney09;pemujamu_you;unique_bouquet25,7421464974947762950;7422412332019876613;7422993529310069510,7421104723333483782,https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,Daviena,,False,True,False,True
EXACT_GROUP_00652,preeett,preeett,2,2,2,1,1,Mass Actor,Mass–Mass,MASS_805c243aa64a;MASS_c5906ea0b2f3,heni2175;yosittaimout,7421897223866958598;7597637712359506696,7421104723333483782;7596239649517899016,https://www.tiktok.com/@melvinahusyanti96/photo/7596239649517899016?_r=1&_t=ZS-978hb5OS1Tz;https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,Daviena,,False,True,False,False
EXACT_GROUP_00653,preettt,Preettt,2,2,2,1,1,Mass Actor,Mass–Mass,MASS_0981e1f86f43;MASS_0dd2a59efc4f,dewimamahnyaaciua;tutekyusuf,7421341809518215942;7423024063184421637,7389110955214490886;7421104723333483782,https://www.tiktok.com/@daviena_dvn/video/7389110955214490886?_r=1&_t=ZS-9707GPqX4Ub;https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,Daviena,,False,True,False,False
EXACT_GROUP_00654,pret,pret,11,11,3,1,1,Mass Actor,Mass–Mass,MASS_33b0a38bf83e;MASS_3ae44871e443;MASS_4ab812a5d1b1;MASS_4fbd07f3e1b2;MASS_53418e3939b1;MASS_7515e05c4ce0;MASS_7f4b75e2706e;MASS_9787502b056d;MASS_a4f8aef0fb24;MASS_f1cbc27c7024;MASS_fc2a9fb2dc13,afifaungu;bolabolaubi93;dobleh4969;haloakuelisaa;ibunyabella11;liha5727;monikatrifenaa;penik_siweng;rinirianti416;sanggar_rapi;uni.tpwk,7345273773245252358;7421203059144114949;7421260278283813637;7421534829186794246;7421676499860013830;7421713699918742277;7421859547394392837;7422259764959380230;7422919004363490053;7596307306212786952;7596625898230973204,7340938843190725893;7421104723333483782;7596239649517899016,https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z;https://www.tiktok.com/@melvinahusyanti96/photo/7596239649517899016?_r=1&_t=ZS-978hb5OS1Tz;https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,Daviena,,False,True,False,True
EXACT_GROUP_00655,prm luxury dok,prm luxury dok,3,3,1,1,1,Mass Actor,Mass–Mass,MASS_067ee400769e;MASS_1477d87d7a1e;MASS_7e4594202e74,kylee24ntk;natasaoktaviani1;ryhndini,7429274949678629637;7434863917568574264;7450301518139605765,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00656,produk azarine menurutku worth it efeknya pelan tapi kerasa,produk azarine menurutku worth it efeknya pelan tapi kerasa,10,10,6,1,1,Mass Actor,Mass–Mass,MASS_56aa3688a2ba;MASS_5b90377ca9d6;MASS_6b5d7a6233c8;MASS_8c7371817ca8;MASS_97c3da2b40be;MASS_97d8eb32c08a;MASS_b0bd052e13ce;MASS_b8ed2b540bec;MASS_c02d3ea8509e;MASS_e8d3bd40f64c,skinlover_pa00002;skinlover_pa00012;skinlover_pa00022;skinlover_pa00032;skinlover_pa00042;skinlover_pa00052;skinlover_pa00062;skinlover_pa00072;skinlover_pa00082;skinlover_pa00092,9182736451827361112A;9182736451827361123A;9182736451827361134A;9182736451827361145A;9182736451827361156A;9182736451827361167A;9182736451827361178A;9182736451827361189A;9182736451827361211A;9182736451827361222A,7185096421220158747;7237379067773766917;7270117302614478086;7313383346447322373;7327630114282573061;7586827398084136200,https://www.tiktok.com/@afikarrhnur/video/7327630114282573061?_r=1&_t=ZS-977QMH6uaMn;https://www.tiktok.com/@ansyashine/video/7313383346447322373?_r=1&_t=ZS-97070Klua9J;https://www.tiktok.com/@asabelavvv/video/7270117302614478086?_r=1&_t=ZS-9706u4RZCe9;https://www.tiktok.com/@fvajar_/video/7185096421220158747?_r=1&_t=ZS-97075OonDV3;https://www.tiktok.com/@skinby_sindy/video/7586827398084136200?_r=1&_t=ZS-9706sCoYVV3;...(+1),Azarine,,False,True,False,True
EXACT_GROUP_00657,produk daviena menurutku worth it efeknya pelan tapi kerasa,produk daviena menurutku worth it efeknya pelan tapi kerasa,26,26,13,1,1,Mass Actor,Mass–Mass,MASS_07b6c281336f;MASS_09ef584ea11b;MASS_1e6a154953b4;MASS_337b6a53ed19;MASS_394be2af4c76;MASS_3d0e608e61cd;MASS_4a2a2d361b11;MASS_5a11a8a32896;MASS_5c1898ab1eb8;MASS_6b41e3b0296d;MASS_6bc9c3a3265b;MASS_6d3316e27e6c;...(+14),skinlover_pa00102;skinlover_pa00112;skinlover_pa00122;skinlover_pa00132;skinlover_pa00142;skinlover_pa00152;skinlover_pa00162;skinlover_pa00172;skinlover_pa00182;skinlover_pa00192;skinlover_pa00202;skinlover_pa00212;...(+14),9182736451827361233A;9182736451827361244A;9182736451827361255A;9182736451827361266A;9182736451827361277A;9182736451827361288A;9182736451827361299A;9182736451827361321A;9182736451827361332A;9182736451827361343A;9182736451827361354A;9182736451827361365A;...(+14),7284446766534102277;7289028668863663365;7291631421565832453;7312025661835578629;7313744314927041797;7319688011891936517;7340938843190725893;7357662447248968966;7359717817601543429;7376604456818920709;7378347819268082950;7389110955214490886;...(+1),https://www.tiktok.com/@adilana.na/video/7313744314927041797?_r=1&_t=ZS-9707RUeyEm9;https://www.tiktok.com/@adiliarizqa/video/7291631421565832453?_r=1&_t=ZS-977cAvZAxaj;https://www.tiktok.com/@daviena_dvn/video/7389110955214490886?_r=1&_t=ZS-9707GPqX4Ub;https://www.tiktok.com/@faniabsaa/video/7284446766534102277?_r=1&_t=ZS-9707DfFuSW1;https://www.tiktok.com/@iketiaaa/video/7418812570569641221?_r=1&_t=ZS-9707LeDmYUr;...(+8),Daviena,,False,True,False,True
EXACT_GROUP_00658,produk davina menurutku worth it efeknya pelan tapi kerasa,produk davina menurutku worth it efeknya pelan tapi kerasa,24,24,2,1,1,Mass Actor,Mass–Mass,MASS_053fa3d16f33;MASS_195dc7ed9841;MASS_1f0eb21ae747;MASS_24b634e1a466;MASS_3e7cea4f6568;MASS_45e3c2ba95a7;MASS_4667a87c077f;MASS_58993e22ad78;MASS_5bab4073be74;MASS_744dd944bbcc;MASS_7550ff843388;MASS_7717c861a856;...(+12),skinlover_pa00362;skinlover_pa00372;skinlover_pa00382;skinlover_pa00392;skinlover_pa00402;skinlover_pa00412;skinlover_pa00422;skinlover_pa00432;skinlover_pa00442;skinlover_pa00452;skinlover_pa00462;skinlover_pa00472;...(+12),9182736451827361552A;9182736451827361563A;9182736451827361574A;9182736451827361585A;9182736451827361596A;9182736451827361617A;9182736451827361628A;9182736451827361639A;9182736451827361651A;9182736451827361662A;9182736451827361673A;9182736451827361684A;...(+12),7421104723333483782;7596239649517899016,https://www.tiktok.com/@melvinahusyanti96/photo/7596239649517899016?_r=1&_t=ZS-978hb5OS1Tz;https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,Daviena,,False,True,False,True
EXACT_GROUP_00659,produk jestham dok,produk jestham dok,3,3,1,1,1,Mass Actor,Mass–Mass,MASS_41ede5083303;MASS_a4c594ccf022;MASS_e8feee5acaf7,aprilyasyahliza26;maidah120799;veertien.nov,7428514861690635014;7428575120518087429;7461259281826349840,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00660,produk maryame menurutku worth it efeknya pelan tapi kerasa,produk maryame menurutku worth it efeknya pelan tapi kerasa,70,70,15,1,1,Mass Actor,Mass–Mass,MASS_01c0ff407948;MASS_0bf2ae4c1174;MASS_0c5b5898cc31;MASS_10bc5cc0bca5;MASS_18b1ce38c98e;MASS_1c264b0f156a;MASS_23db0e94804f;MASS_25b8fa247a3c;MASS_26d96ed69c11;MASS_2bc95e1db355;MASS_2c7d5f6857af;MASS_3040c05733c4;...(+58),...lee77;.akuntidakditemukan028;.black_orchid;.fitri_25;.lala_85;.nakal147;.panggilsajahoney;.sapadulungana;.tiktok_paylater;.xyzraa_18;_0g1rls;__________ucaaaa;...(+58),9182736451827361848A;9182736451827361859A;9182736451827361871A;9182736451827361882A;9182736451827361893A;9182736451827361914A;9182736451827361925A;9182736451827361936A;9182736451827361947A;9182736451827361958A;9182736451827361969A;9182736451827361981A;...(+58),7182401543491128602;7262186413284822277;7279666593129434374;7312632181094894854;7385065641595653382;7401739344085585158;7418514646698642693;7421835937988070662;7424146834534239493;7428436533981613318;7429265515434036485;7429636271552728326;...(+3),https://www.tiktok.com/@deswitatata2/video/7262186413284822277?_r=1&_t=ZS-97027ztq3fT;https://www.tiktok.com/@deswitatata2/video/7279666593129434374?_r=1&_t=ZS-9702EZVUuGo;https://www.tiktok.com/@dewihanijayanti/video/7401739344085585158?_r=1&_t=ZS-977UnQIjZqs;https://www.tiktok.com/@dewihanijayanti/video/7472351771025755410?_r=1&_t=ZS-9702VldBrPj;https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh;...(+10),Maryame,,False,True,False,True
EXACT_GROUP_00661,produk originote menurutku worth it efeknya pelan tapi kerasa,produk originote menurutku worth it efeknya pelan tapi kerasa,19,19,10,1,1,Mass Actor,Mass–Mass,MASS_079f0b037e63;MASS_174e38163d4f;MASS_18c87633b94a;MASS_3606cd42365f;MASS_3afa4549aa47;MASS_4846c01dfe8c;MASS_4acf038e5c86;MASS_67abbf668ce6;MASS_6abd456eae93;MASS_7ccafe0ce892;MASS_7e16b1c8d1ca;MASS_9522af975dc5;...(+7),_aquarius.17;_ay944;_bbyriaa;_butterscotch88;_chronos20;_darksnow312;_dewiaisyahcantikk;_ekysyila01;_fbyokt;_gaeega;_halhat;_ilsnnnn;...(+7),9182736451827362816A;9182736451827362827A;9182736451827362838A;9182736451827362849A;9182736451827362861A;9182736451827362872A;9182736451827362883A;9182736451827362894A;9182736451827362915A;9182736451827362926A;9182736451827362937A;9182736451827362948A;...(+7),7122773893844061466;7129446710400601371;7145783136914296090;7194330759329631514;7222981366173011226;7235406683676167430;7242204399928593669;7306081689422351622;7314309007341063429;7459337971108515090,https://www.tiktok.com/@cellynstore_/video/7235406683676167430?_r=1&_t=ZS-9701gToMRNv;https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz;https://www.tiktok.com/@dww.srtk/video/7306081689422351622?_r=1&_t=ZS-9701GJQuJW6;https://www.tiktok.com/@janeabys/video/7145783136914296090?_r=1&_t=ZS-9701M6biY9Y;https://www.tiktok.com/@namicwn_/video/7242204399928593669?_r=1&_t=ZS-9701v2mMfZa;...(+5),The Originote,,False,True,False,True
EXACT_GROUP_00662,putri glow dok,putri glow dok,18,18,1,1,1,Mass Actor,Mass–Mass,MASS_0718d0eb2bc4;MASS_18936d4f0390;MASS_21627dfbdb7a;MASS_21fb20395998;MASS_41c44cb8810c;MASS_6289f25948a6;MASS_62b5ac9e1ba9;MASS_6822e5be45da;MASS_695e1bf1f33d;MASS_715476aa72c3;MASS_73583f863550;MASS_910896957d05;...(+6),ak5ara_;anaknya_paksupir;andiazfer;anjas2217371;ariyanti_0798;aykosahib_real;cahayamentari5517;chan_jsu;dianapriani20;fatih6_21;ikka_novianti;malya.aisyah;...(+6),7428440241550246662;7428454794857677573;7428456946355569414;7428460550415565575;7428485728247988998;7428519086352794384;7428566213205066501;7428583501940687621;7428639943226704647;7428777065883435796;7428797447784497925;7429128833212678932;...(+6),7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00663,putri glow dok.,putri glow Dok..,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_1fd9805d631d;MASS_7209876f2853,armancu39;januari160190,7428748714040574728;7430129088708379398,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00664,putri glow dong dok,Putri glow dong dok,4,4,1,1,1,Mass Actor,Mass–Mass,MASS_64437476eb86;MASS_ad7cf2aea71b;MASS_b6779954412c;MASS_be7cb89e819c,mila.0582;murnii588;nrfayyzah;wardasaripa15,7428960932744774406;7429131086150451976;7431041594377192210;7434088071262110520,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00665,putri glow kak,PUTRI GLOW KAK,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_c53c5bc0925c;MASS_e8552ea5731f,dapoer.inaa;slayy2523,7428443464474821397;7428794355299992325,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00666,putri glow kk,putri glow kk,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_740a5f9b370a;MASS_b7ba22e04e46,asmiranda003;namakusaja.122,7428462251663868690;7432288316865282821,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00667,putryglow dok,putryglow dok,2,1,1,1,1,Mass Actor,Mass–Mass,MASS_4a83ba0ba71e,amaliaputry26,7428441404488254214;7428441536179766022,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,False
EXACT_GROUP_00668,real sih ini beneran (160),real sih ini beneran (160),2,2,2,2,2,Community Actor;Mass Actor,Community–Mass,MASS_9f9182183e10;skinclub_rr74871,skinbestie_rr24258;skinclub_rr74871,7291827364518291916A;7291827364518291965A,7319688011891936517;7397028146429709573,https://www.tiktok.com/@orinagista13/video/7319688011891936517?_r=1&_t=ZS-977cBAtDHkH;https://www.tiktok.com/@skincarebyw/video/7397028146429709573?_r=1&_t=ZS-977QLwAWBLp,Azarine;Daviena,58,True,True,False,True
EXACT_GROUP_00669,real sih ini ✨ (160),real sih ini ✨ (160),2,2,2,2,1,Mass Actor,Mass–Mass,MASS_8a4b1ebf9b5d;MASS_cf4cda0cd060,cantik_rr10481;glowingid_rr28375,7291827364518291591A;7291827364518292138A,7262186413284822277;7397028146429709573,https://www.tiktok.com/@deswitatata2/video/7262186413284822277?_r=1&_t=ZS-97027ztq3fT;https://www.tiktok.com/@skincarebyw/video/7397028146429709573?_r=1&_t=ZS-977QLwAWBLp,Azarine;Maryame,,False,True,False,True
EXACT_GROUP_00670,real sih ini 🔥 (160),real sih ini 🔥 (160),3,3,3,2,1,Mass Actor,Mass–Mass,MASS_26722125cf75;MASS_9b31a91b482c;MASS_bc5a6bb15c04,beautyvibe_ip9378;glowhunter_ip1754;kulitsehat_rr29159,7291827364518291676A;7291827364518291718A;7291827364518291999A,7361323225038540037;7418812570569641221;7421364555957275910,https://www.tiktok.com/@iketiaaa/video/7418812570569641221?_r=1&_t=ZS-9707LeDmYUr;https://www.tiktok.com/@maryame.official/video/7421364555957275910?_r=1&_t=ZS-977UipTvK8V;https://www.tiktok.com/@mayhapid2/video/7361323225038540037?_r=1&_t=ZS-977UlHToEGG,Daviena;Maryame,,False,True,False,True
EXACT_GROUP_00671,real sih ini 😍 (160),real sih ini 😍 (160),2,2,2,2,1,Mass Actor,Mass–Mass,MASS_a490145ca87b;MASS_b317a68f271f,dearskin_rr95784;testireal_rr26338,7291827364518291723A;7291827364518291745A,7361323225038540037;7389110955214490886,https://www.tiktok.com/@daviena_dvn/video/7389110955214490886?_r=1&_t=ZS-9707GPqX4Ub;https://www.tiktok.com/@mayhapid2/video/7361323225038540037?_r=1&_t=ZS-977UlHToEGG,Daviena;Maryame,,False,True,False,True
EXACT_GROUP_00672,real sih ini 🙏 (160),real sih ini 🙏 (160),6,6,6,4,1,Mass Actor,Mass–Mass,MASS_1e3fb5303a92;MASS_68794e86a6f6;MASS_b5b8a9f80595;MASS_dae38427bad1;MASS_de4d7e4dbf1f;MASS_f3edc4d2c760,beautyaddict_rr98570;glowingid_rr81432;glowup_rr55768;kulitglowing_rr92858;skinlover_ct30407;testireal_rr47543,7291827364518291562A;7291827364518291695A;7291827364518291752A;7291827364518291939A;7291827364518292155A;7291827364518292169A,7235406683676167430;7359717817601543429;7401739344085585158;7421104723333483782;7424146834534239493;7586827398084136200,https://www.tiktok.com/@cellynstore_/video/7235406683676167430?_r=1&_t=ZS-9701gToMRNv;https://www.tiktok.com/@dewihanijayanti/video/7401739344085585158?_r=1&_t=ZS-977UnQIjZqs;https://www.tiktok.com/@jesyjeyn/video/7359717817601543429?_r=1&_t=ZS-977bsAkY5xJ;https://www.tiktok.com/@mputrizahro/video/7424146834534239493?_r=1&_t=ZS-977UpyoFBWq;https://www.tiktok.com/@skinby_sindy/video/7586827398084136200?_r=1&_t=ZS-9706sCoYVV3;...(+1),Azarine;Daviena;Maryame;The Originote,,False,True,False,True
