group_rank,cluster_id,n_comments,n_accounts,n_videos,n_brands,n_pair_edges_observed,possible_pair_count,edge_density,min_pair_similarity,mean_pair_similarity,max_pair_similarity,cluster_cohesion,cluster_quality_flag,generic_comment_share,very_short_comment_share,similarity_categories,primary_similarity_category,actor_pair_types,actor_types,network_positions,brands,video_ids,video_urls,hcc_ids,representative_comment_texts,dominant_normalized_texts,contains_community_actor,contains_mass_actor,contains_individual_actor,contains_community_mass_lcn_edge,contains_pre_lcn_multi_evidence,presentation_eligible,screenshot_eligible,screenshot_priority_score
165,SIM_CLUSTER_00407,4,4,4,2,6,6,1.0,0.9146372476311617,0.9573186238155809,1.0,0.9146372476311617,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,EXACT_DUPLICATE;HIGH_SIMILARITY,EXACT_DUPLICATE,Community–Mass;Mass–Mass,Community Actor;Mass Actor,HCC;Outside LCN,Maryame;The Originote,7208499827234131226;7235406683676167430;7242204399928593669;7507827983269350661,https://www.tiktok.com/@cellynstore_/video/7235406683676167430?_r=1&_t=ZS-9701gToMRNv;https://www.tiktok.com/@dewihanijayanti/video/7507827983269350661?_r=1&_t=ZS-9702OSYYkz4;https://www.tiktok.com/@glowupyuk34/video/7208499827234131226?_r=1&_t=ZS-9701i7ODr2A;https://www.tiktok.com/@namicwn_/video/7242204399928593669?_r=1&_t=ZS-9701v2mMfZa,46,bisa di pake dari umur berapa? || dari umur berapa?,bisa di pake dari umur berapa? || dari umur berapa?,True,True,False,False,False,True,True,7.414157
166,SIM_CLUSTER_00429,4,4,4,2,6,6,1.0,0.87913813374896,0.9395690668744799,1.0,0.87913813374896,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,EXACT_DUPLICATE;HIGH_SIMILARITY,EXACT_DUPLICATE,Mass–Mass,Mass Actor,LCN Non-HCC,Daviena;Maryame,7340938843190725893;7421364555957275910;7430007251076697350;7523137946246008069,https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z;https://www.tiktok.com/@maryame.official/video/7421364555957275910?_r=1&_t=ZS-977UipTvK8V;https://www.tiktok.com/@maryame.official/video/7523137946246008069?_r=1&_t=ZS-97029nEoy2h;https://www.tiktok.com/@nooraabeautycreator/video/7430007251076697350?_r=1&_t=ZS-9702Cpl4Gl0,,bener bgt kak setuju!! (160) || bener bgt kak setuju!!,bener bgt kak setuju! (160) || bener bgt kak setuju!,False,True,False,False,False,True,True,7.414157
167,SIM_CLUSTER_00430,4,4,4,3,6,6,1.0,0.8508729103395822,0.9254364551697911,1.0,0.8508729103395822,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,EXACT_DUPLICATE;HIGH_SIMILARITY,EXACT_DUPLICATE,Mass–Mass,Mass Actor,LCN Non-HCC,Daviena;Maryame;The Originote,7122773893844061466;7167562475641048347;7357662447248968966;7507827983269350661,https://www.tiktok.com/@dewihanijayanti/video/7507827983269350661?_r=1&_t=ZS-9702OSYYkz4;https://www.tiktok.com/@notforsheil/video/7167562475641048347?_r=1&_t=ZS-977Ufvqeo8w;https://www.tiktok.com/@soufberry/video/7122773893844061466?_r=1&_t=ZS-9701Dc5EXB4;https://www.tiktok.com/@thisisalulaa/photo/7357662447248968966?_r=1&_t=ZS-970En9Gwumu,,real sih ini!! (160) || real sih ini!!,real sih ini! (160) || real sih ini!,False,True,False,False,False,True,True,7.414157
168,SIM_CLUSTER_00431,4,4,4,2,6,6,1.0,0.8867267082435075,0.9433633541217538,1.0,0.8867267082435075,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,EXACT_DUPLICATE;HIGH_SIMILARITY,EXACT_DUPLICATE,Community–Mass;Mass–Mass,Community Actor;Mass Actor,HCC;LCN Non-HCC,Maryame;The Originote,7182401543491128602;7194330759329631514;7279666593129434374;7385065641595653382,https://www.tiktok.com/@deswitatata2/video/7279666593129434374?_r=1&_t=ZS-9702EZVUuGo;https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz;https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm;https://www.tiktok.com/@susiyuliani30/video/7182401543491128602?_r=1&_t=ZS-977UoX2jLJ2,86,aku jg gt awalnya!! (160) || aku jg gt awalnya!!,aku jg gt awalnya! (160) || aku jg gt awalnya!,True,True,False,False,False,True,True,7.414157
169,SIM_CLUSTER_00184,9,9,8,3,11,36,0.305556,0.858734568838259,0.896357286778814,0.9339658149440009,0.858734568838259,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,NEAR_EXACT;HIGH_SIMILARITY,NEAR_EXACT,Mass–Mass,Mass Actor,LCN Non-HCC;Outside LCN,Daviena;Maryame;The Originote,7122773893844061466;7145783136914296090;7313744314927041797;7385065641595653382;7421364555957275910;7429265515434036485;7429636271552728326;7507827983269350661,https://www.tiktok.com/@adilana.na/video/7313744314927041797?_r=1&_t=ZS-9707RUeyEm9;https://www.tiktok.com/@dewihanijayanti/video/7507827983269350661?_r=1&_t=ZS-9702OSYYkz4;https://www.tiktok.com/@janeabys/video/7145783136914296090?_r=1&_t=ZS-9701M6biY9Y;https://www.tiktok.com/@maryame.official/video/7421364555957275910?_r=1&_t=ZS-977UipTvK8V;https://www.tiktok.com/@maryame.official/video/7429636271552728326?_r=1&_t=ZS-977Uh8qlFYI;...(+3),,cocok ga untuk kulit berminyak || bisa buat kulit berminyak gak kk || bisa untuk kulit berminyak khh??? || buat kulit berminyak bisa gk kak,cocok ga untuk kulit berminyak || bisa buat kulit berminyak gak kk || bisa untuk kulit berminyak khh? || buat kulit berminyak bisa gk kak,False,True,False,False,False,True,True,7.401197
170,SIM_CLUSTER_00189,9,9,8,3,36,36,1.0,0.8533526036829158,0.9088186395180967,0.9853710425291008,0.8533526036829158,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,NEAR_EXACT;HIGH_SIMILARITY,NEAR_EXACT,Mass–Mass,Mass Actor,LCN Non-HCC,Daviena;Maryame;The Originote,7182401543491128602;7313744314927041797;7363584993148357894;7376604456818920709;7418812570569641221;7424146834534239493;7428436533981613318;7459337971108515090,https://www.tiktok.com/@adilana.na/video/7313744314927041797?_r=1&_t=ZS-9707RUeyEm9;https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh;https://www.tiktok.com/@iketiaaa/video/7418812570569641221?_r=1&_t=ZS-9707LeDmYUr;https://www.tiktok.com/@irnaayu27/video/7376604456818920709?_r=1&_t=ZS-977bv4gpWsb;https://www.tiktok.com/@mayhapid2/video/7363584993148357894?_r=1&_t=ZS-977UjZATiFU;...(+3),,"maryame worth it bgt sih menurutku, harga segitu hasil maksimal || originote worth it bgt sih menurutku, harga segitu hasil maksimal 😊 || daviena worth it bgt sih menurutku, harga segitu hasil maksimal 🔥 || originote worth it bgt sih menurutku, harga segitu hasil maksimal btw","maryame worth it bgt sih menurutku, harga segitu hasil maksimal || originote worth it bgt sih menurutku, harga segitu hasil maksimal 😊 || daviena worth it bgt sih menurutku, harga segitu hasil maksimal 🔥 || originote worth it bgt sih menurutku, harga segitu hasil maksimal btw",False,True,False,False,False,True,True,7.401197
171,SIM_CLUSTER_00400,4,4,3,2,6,6,1.0,0.9154145330174448,0.9573043660713947,1.0,0.9154145330174448,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,EXACT_DUPLICATE;NEAR_EXACT;HIGH_SIMILARITY,EXACT_DUPLICATE,Community–Mass;Mass–Mass,Community Actor;Mass Actor,HCC;Outside LCN,Daviena;The Originote,7194330759329631514;7242204399928593669;7357662447248968966,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz;https://www.tiktok.com/@namicwn_/video/7242204399928593669?_r=1&_t=ZS-9701v2mMfZa;https://www.tiktok.com/@thisisalulaa/photo/7357662447248968966?_r=1&_t=ZS-970En9Gwumu,18,cara pakenya gimana || cara pakenya gimana kak? || CARA PAKENYA GIMANA KAK,cara pakenya gimana || cara pakenya gimana kak? || cara pakenya gimana kak,True,True,False,False,False,True,True,7.302585
172,SIM_CLUSTER_00208,8,8,8,4,11,28,0.392857,0.8627281081198547,0.8946269323835085,0.9635910753357104,0.8627281081198547,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.25,NEAR_EXACT;HIGH_SIMILARITY,NEAR_EXACT,Mass–Mass,Mass Actor,LCN Non-HCC;Outside LCN,Azarine;Daviena;Maryame;The Originote,7185096421220158747;7222981366173011226;7312025661835578629;7313383346447322373;7314309007341063429;7340938843190725893;7378347819268082950;7421364555957275910,https://www.tiktok.com/@ansyashine/video/7313383346447322373?_r=1&_t=ZS-97070Klua9J;https://www.tiktok.com/@fvajar_/video/7185096421220158747?_r=1&_t=ZS-97075OonDV3;https://www.tiktok.com/@irnaayu27/video/7378347819268082950?_r=1&_t=ZS-977bzKce12X;https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z;https://www.tiktok.com/@maharajasp8/video/7312025661835578629?_r=1&_t=ZS-9707B1CL1aS;...(+3),,purging || ada purging ga kak? || purging ga ya? || itu purging 😁,purging || ada purging ga kak? || purging ga ya? || itu purging 😁,False,True,False,False,False,True,True,7.295837
173,SIM_CLUSTER_00211,8,8,8,4,18,28,0.642857,0.8569057499780377,0.8870176467147056,0.9422521194010036,0.8569057499780377,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,NEAR_EXACT;HIGH_SIMILARITY,NEAR_EXACT,Community–Community;Community–Mass;Mass–Mass,Community Actor;Mass Actor,HCC;LCN Non-HCC,Azarine;Daviena;Maryame;The Originote,7129446710400601371;7194330759329631514;7270117302614478086;7319688011891936517;7357662447248968966;7385065641595653382;7421104723333483782;7430007251076697350,https://www.tiktok.com/@asabelavvv/video/7270117302614478086?_r=1&_t=ZS-9706u4RZCe9;https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz;https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm;https://www.tiktok.com/@nooraabeautycreator/video/7430007251076697350?_r=1&_t=ZS-9702Cpl4Gl0;https://www.tiktok.com/@orinagista13/video/7319688011891936517?_r=1&_t=ZS-977cBAtDHkH;...(+3),184;47,wkwk sama kak🤣 btw || wkwk sama kak🤣 🙏 || wkwk sama kak🤣 🔥 || wkwk sama kak🤣 ✨,wkwk sama kak🤣 btw || wkwk sama kak🤣 🙏 || wkwk sama kak🤣 🔥 || wkwk sama kak🤣 ✨,True,True,False,False,False,True,True,7.295837
174,SIM_CLUSTER_00163,10,10,5,2,14,45,0.311111,0.8500022329510094,0.8912927312534318,0.9606724924969094,0.8500022329510094,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,NEAR_EXACT;HIGH_SIMILARITY,NEAR_EXACT,Mass–Mass,Mass Actor,LCN Non-HCC;Outside LCN,Daviena;Maryame,7357662447248968966;7361323225038540037;7363584993148357894;7385065641595653382;7430007251076697350,https://www.tiktok.com/@mayhapid2/video/7361323225038540037?_r=1&_t=ZS-977UlHToEGG;https://www.tiktok.com/@mayhapid2/video/7363584993148357894?_r=1&_t=ZS-977UjZATiFU;https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm;https://www.tiktok.com/@nooraabeautycreator/video/7430007251076697350?_r=1&_t=ZS-9702Cpl4Gl0;https://www.tiktok.com/@thisisalulaa/photo/7357662447248968966?_r=1&_t=ZS-970En9Gwumu,,satu paketnya berapa ya kak || berapa sepaketnya mba || sepaketnya berapa teteh || satu paketnya berapa teh,satu paketnya berapa ya kak || berapa sepaketnya mba || sepaketnya berapa teteh || satu paketnya berapa teh,False,True,False,False,False,True,True,7.293775
175,SIM_CLUSTER_00293,6,6,1,1,15,15,1.0,0.9950155354732966,0.9983385118244322,1.0,0.9950155354732966,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.333333,EXACT_DUPLICATE;NEAR_EXACT,EXACT_DUPLICATE,Mass–Mass,Mass Actor,LCN Non-HCC;Outside LCN,Daviena,7421104723333483782,https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,,panas panas panas || panas panas panas😂 || panas panas panas panas || panas panas,panas panas || panas panas panas || panas panas panas panas || panas panas panas😂,False,True,False,False,False,True,True,7.292484
176,SIM_CLUSTER_00295,6,6,1,1,15,15,1.0,0.8827586482845444,0.9600136533117359,1.0,0.8827586482845444,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,EXACT_DUPLICATE;NEAR_EXACT;HIGH_SIMILARITY,EXACT_DUPLICATE,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,dok PRM luxury aman gak dok || dok prm luxury || prm luxury dong dok || prm Luxury dok,prm luxury dok || dok prm luxury aman gak dok || dok prm luxury || prm luxury dong dok,False,True,False,False,False,True,True,7.292484
177,SIM_CLUSTER_00298,6,6,1,1,9,15,0.6,0.8717921183986852,0.9284457049434293,1.0,0.8717921183986852,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.333333,EXACT_DUPLICATE;NEAR_EXACT;HIGH_SIMILARITY,EXACT_DUPLICATE,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,"reglow dong dok || reglow dok || REGLOW dok || dok , Reglow dong ,,","reglow dok || reglow dong dok || dok , reglow dong , || dok cek reglow",False,True,False,False,False,True,True,7.292484
178,SIM_CLUSTER_00299,6,6,1,1,13,15,0.866667,0.8959168518055336,0.9283914074540245,1.0,0.8959168518055336,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,EXACT_DUPLICATE;NEAR_EXACT;HIGH_SIMILARITY,EXACT_DUPLICATE,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,Ss glow up dok || Dok SS GLOW UP || dok coba Ss glow up || ss glow up dong dok,ss glow up dok || dok coba ss glow up || dok ss glow up || ss glow up dong dok,False,True,False,False,False,True,True,7.292484
179,SIM_CLUSTER_00304,6,6,1,1,14,15,0.933333,0.888675388205688,0.9369735470751709,1.0,0.888675388205688,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,EXACT_DUPLICATE;HIGH_SIMILARITY,EXACT_DUPLICATE,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,sav glow dok || Sav glow dok || dok sav glow dong || sav glow coba dok,sav glow dok || dok sav glow dong || sav glow coba dok,False,True,False,False,False,True,True,7.292484
180,SIM_CLUSTER_00305,6,6,1,1,9,15,0.6,0.8921484948700039,0.952806012629828,1.0,0.8921484948700039,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,EXACT_DUPLICATE;NEAR_EXACT;HIGH_SIMILARITY,EXACT_DUPLICATE,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,the face dok || dok coba cek the face || THE FACE dok || coba the face dok,the face dok || dok coba cek the face || coba the face dok,False,True,False,False,False,True,True,7.292484
181,SIM_CLUSTER_00160,10,10,4,3,27,45,0.6,0.8509119292983852,0.892974780992419,1.0,0.8509119292983852,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.3,NEAR_EXACT;HIGH_SIMILARITY,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Azarine;Daviena;Maryame,7185096421220158747;7421104723333483782;7428436533981613318;7429265515434036485,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh;https://www.tiktok.com/@fvajar_/video/7185096421220158747?_r=1&_t=ZS-97075OonDV3;https://www.tiktok.com/@rikut02/video/7429265515434036485?_r=1&_t=ZS-97026zwQb3A;https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,,kok gak pake yg skintific || sama skintific || Coba skintific dok || gimana SKINTIFIC dok,kok gak pake yg skintific || sama skintific || coba skintific dok || gimana skintific dok,False,True,False,False,False,True,True,7.202614
182,SIM_CLUSTER_00319,5,3,4,2,10,10,1.0,0.8959221031071102,0.9583688412428442,1.0,0.8959221031071102,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,EXACT_DUPLICATE;HIGH_SIMILARITY,EXACT_DUPLICATE,Community–Community,Community Actor,HCC,Azarine;Daviena,7313383346447322373;7327630114282573061;7376604456818920709;7397028146429709573,https://www.tiktok.com/@afikarrhnur/video/7327630114282573061?_r=1&_t=ZS-977QMH6uaMn;https://www.tiktok.com/@ansyashine/video/7313383346447322373?_r=1&_t=ZS-97070Klua9J;https://www.tiktok.com/@irnaayu27/video/7376604456818920709?_r=1&_t=ZS-977bv4gpWsb;https://www.tiktok.com/@skincarebyw/video/7397028146429709573?_r=1&_t=ZS-977QLwAWBLp,169;204,ini azarine retinol wangi bgt sih dan teksturnya enak dipakai tiap hari || ini daviena retinol wangi bgt sih dan teksturnya enak dipakai tiap hari,ini azarine retinol wangi bgt sih dan teksturnya enak dipakai tiap hari || ini daviena retinol wangi bgt sih dan teksturnya enak dipakai tiap hari,True,False,False,False,False,True,True,7.191013
183,SIM_CLUSTER_00403,4,4,2,1,6,6,1.0,0.8657244487181777,0.9066840360250089,1.0,0.8657244487181777,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,EXACT_DUPLICATE;HIGH_SIMILARITY,EXACT_DUPLICATE,Mass–Mass,Mass Actor,Outside LCN,The Originote,7194330759329631514;7306081689422351622,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz;https://www.tiktok.com/@dww.srtk/video/7306081689422351622?_r=1&_t=ZS-9701GJQuJW6,,😁😁😁 @USER tolong dijawab ya || di gw 54 @USER tolong dijawab ya || pls slh bli😭 @USER tolong dijawab ya,😁😁😁 @theoriginote tolong dijawab ya || di gw 54 @theoriginote tolong dijawab ya || pls slh bli😭 @theoriginote tolong dijawab ya,False,True,False,False,False,True,True,7.158744
184,SIM_CLUSTER_00436,4,4,2,2,6,6,1.0,0.946005423083714,0.973002711541857,1.0,0.946005423083714,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,EXACT_DUPLICATE;NEAR_EXACT,EXACT_DUPLICATE,Mass–Mass,Mass Actor,Outside LCN,Daviena;Maryame,7312025661835578629;7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh;https://www.tiktok.com/@maharajasp8/video/7312025661835578629?_r=1&_t=ZS-9707B1CL1aS,,dyn skincare dok || Dyn skincare kak || Dyn skincare dok,dyn skincare dok || dyn skincare kak,False,True,False,False,False,True,True,7.158744
185,SIM_CLUSTER_00361,5,5,1,1,7,10,0.7,0.8587147931725672,0.9196252352178605,1.0,0.8587147931725672,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,EXACT_DUPLICATE;NEAR_EXACT;HIGH_SIMILARITY,EXACT_DUPLICATE,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,cream LS dok || Dok cream LS dok || Dok coba cream LS || cream ls dok,cream ls dok || dok cream ls dok || dok coba cream ls || kak coba cream ls kak,False,True,False,False,False,True,True,7.138333
186,SIM_CLUSTER_00363,5,5,1,1,6,10,0.6,0.8790629561112819,0.9281954783943859,1.0,0.8790629561112819,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.4,EXACT_DUPLICATE;NEAR_EXACT;HIGH_SIMILARITY,EXACT_DUPLICATE,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,layna dok || layna skincare dok || layna dong dok || Coba kak skincare Layna,layna dok || layna skincare dok || layna dong dok || coba kak skincare layna,False,True,False,False,False,True,True,7.138333
187,SIM_CLUSTER_00364,5,5,1,1,9,10,0.9,0.8847549689018321,0.9351248050858515,1.0,0.8847549689018321,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,EXACT_DUPLICATE;NEAR_EXACT;HIGH_SIMILARITY,EXACT_DUPLICATE,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,starlite umi alfatih dok || starlite dok dr umi alfatih || dok review starlite by umi alfatih || skincare starlite punya umi alfatih dong dok,starlite umi alfatih dok || starlite dok dr umi alfatih || dok review starlite by umi alfatih || skincare starlite punya umi alfatih dong dok,False,True,False,False,False,True,True,7.138333
188,SIM_CLUSTER_00365,5,5,1,1,9,10,0.9,0.8794458609004105,0.9298620952378589,1.0,0.8794458609004105,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.2,EXACT_DUPLICATE;HIGH_SIMILARITY,EXACT_DUPLICATE,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,BG skin dokk || Coba bg skin dokk || Bg skin dokk || bg dokk,bg skin dokk || coba bg skin dokk || bg dokk,False,True,False,False,False,True,True,7.138333
189,SIM_CLUSTER_00366,5,5,1,1,10,10,1.0,0.8566895228172458,0.9283243058278787,1.0,0.8566895228172458,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,EXACT_DUPLICATE;NEAR_EXACT;HIGH_SIMILARITY,EXACT_DUPLICATE,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,Mandela beauty care dok || Mandela beauty care dokk || mandela beauty care dok || coba dok mandela beauty care,mandela beauty care dok || mandela beauty care dokk || coba dok mandela beauty care || dok mandela beauty care dok.,False,True,False,False,False,True,True,7.138333
190,SIM_CLUSTER_00375,5,5,1,1,9,10,0.9,0.8774478834592729,0.9397119936995941,1.0,0.8774478834592729,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.4,EXACT_DUPLICATE;NEAR_EXACT;HIGH_SIMILARITY,EXACT_DUPLICATE,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,yesica dong dok || yesica dok || yesica dong || Produk yesica dong,yesica dong dok || yesica dok || yesica dong || produk yesica dong,False,True,False,False,False,True,True,7.138333
191,SIM_CLUSTER_00377,5,5,1,1,6,10,0.6,0.8830547627143873,0.9222700775561536,1.0,0.8830547627143873,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,EXACT_DUPLICATE;NEAR_EXACT;HIGH_SIMILARITY,EXACT_DUPLICATE,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,review ls skincare dok || dok review skincare g2g dok || coba review LS skincare dok || review Ls skincare dok,review ls skincare dok || dok review skincare g2g dok || coba review ls skincare dok || review rna skincare dok,False,True,False,False,False,True,True,7.138333
192,SIM_CLUSTER_00215,8,8,5,1,16,28,0.571429,0.8559680302954497,0.9145615833601934,0.9650272725194106,0.8559680302954497,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,NEAR_EXACT;HIGH_SIMILARITY,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7312632181094894854;7385065641595653382;7421364555957275910;7421835937988070662;7507827983269350661,https://www.tiktok.com/@dewihanijayanti/video/7507827983269350661?_r=1&_t=ZS-9702OSYYkz4;https://www.tiktok.com/@maryame.official/video/7312632181094894854?_r=1&_t=ZS-9702LpeW22k;https://www.tiktok.com/@maryame.official/video/7421364555957275910?_r=1&_t=ZS-977UipTvK8V;https://www.tiktok.com/@maryame.official/video/7421835937988070662?_r=1&_t=ZS-9702TytN66E;https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm,,bisa buat bumil gak || buat bumil bisa kk || bumil bisa ga || bisa buat bumil ga ka ?,bisa buat bumil gak || buat bumil bisa kk || bumil bisa ga || bisa buat bumil ga ka ?,False,True,False,False,False,True,True,7.093104
193,SIM_CLUSTER_00558,3,3,3,3,3,3,1.0,0.8808927462541281,0.9205951641694187,1.0,0.8808927462541281,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.666667,EXACT_DUPLICATE;HIGH_SIMILARITY,EXACT_DUPLICATE,Mass–Mass,Mass Actor,Outside LCN,Daviena;Maryame;The Originote,7194330759329631514;7312025661835578629;7385065641595653382,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz;https://www.tiktok.com/@maharajasp8/video/7312025661835578629?_r=1&_t=ZS-9707B1CL1aS;https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm,,BPOM kah? || bpom kah? || ber-BPOM kah?,bpom kah? || ber-bpom kah?,False,True,False,False,False,True,True,7.079442
194,SIM_CLUSTER_00572,3,3,3,3,3,3,1.0,0.8992783388605232,0.9328522259070154,1.0,0.8992783388605232,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.0,EXACT_DUPLICATE;HIGH_SIMILARITY,EXACT_DUPLICATE,Mass–Mass,Mass Actor,LCN Non-HCC,Daviena;Maryame;The Originote,7319688011891936517;7459337971108515090;7472351771025755410,https://www.tiktok.com/@dewihanijayanti/video/7472351771025755410?_r=1&_t=ZS-9702VldBrPj;https://www.tiktok.com/@orinagista13/video/7319688011891936517?_r=1&_t=ZS-977cBAtDHkH;https://www.tiktok.com/@theoriginote/video/7459337971108515090?_r=1&_t=ZS-977U9ZHP2SG,,sama2 kak semangat!! (160) || sama2 kak semangat!!,sama2 kak semangat! (160) || sama2 kak semangat!,False,True,False,False,False,True,True,7.079442
