macro_f1,weighted_f1,accuracy,balanced_accuracy,mcc,ece,brier_score,model_id,fold,preprocessing,feature_kind,classifier_kind,class_weight,C,coverage,abstention_rate,class_collapse,precision_Negative,recall_Negative,f1_Negative,support_Negative,precision_Neutral,recall_Neutral,f1_Neutral,support_Neutral,precision_Positive,recall_Positive,f1_Positive,support_Positive
0.6525457582376508,0.7029471129399066,0.7080745341614907,0.6416144265951546,0.5023664392556954,0.15824543109315112,0.1504806809467998,tfidf_word_linearsvc_social_C1_balanced,7,social_normalized,word,linearsvc,balanced,1.0,1.0,0.0,False,0.5581395348837209,0.5581395348837209,0.5581395348837209,43,0.7872340425531915,0.8505747126436781,0.8176795580110497,87,0.6666666666666666,0.5161290322580645,0.5818181818181818,31
0.6303802643740049,0.6868341512380004,0.7080745341614907,0.607927844029973,0.48999178856011144,0.17484418417707862,0.15199401360854778,tfidf_word_linearsvc_social_C1_balanced,8,social_normalized,word,linearsvc,balanced,1.0,1.0,0.0,False,0.6666666666666666,0.6046511627906976,0.6341463414634146,43,0.7090909090909091,0.896551724137931,0.7918781725888325,87,0.8333333333333334,0.3225806451612903,0.46511627906976744,31
0.6712454212454212,0.7307180397242509,0.7391304347826086,0.6616313169201392,0.5562700647160354,0.19336639946020498,0.1453016786749924,tfidf_word_linearsvc_social_C1_balanced,9,social_normalized,word,linearsvc,balanced,1.0,1.0,0.0,False,0.75,0.6818181818181818,0.7142857142857143,44,0.7916666666666666,0.8837209302325582,0.8351648351648352,86,0.52,0.41935483870967744,0.4642857142857143,31
0.6820868487535154,0.7191468309480732,0.7267080745341615,0.6642441860465116,0.5331943482664913,0.23329323028270565,0.14448018119240869,tfidf_word_linearsvc_social_C1_balanced,10,social_normalized,word,linearsvc,balanced,1.0,1.0,0.0,False,0.631578947368421,0.5581395348837209,0.5925925925925926,43,0.7575757575757576,0.872093023255814,0.8108108108108109,86,0.75,0.5625,0.6428571428571429,32
0.6073737856346552,0.6833238956427362,0.6975308641975309,0.6046567317116636,0.4861940349892455,0.17081497034539445,0.14916227019406011,tfidf_word_linearsvc_social_C1_balanced,11,social_normalized,word,linearsvc,balanced,1.0,1.0,0.0,False,0.5510204081632653,0.627906976744186,0.5869565217391305,43,0.8,0.8735632183908046,0.8351648351648352,87,0.5555555555555556,0.3125,0.4,32
0.6336262367445925,0.6954287508319493,0.7080745341614907,0.6217703851250169,0.49586348068510017,0.16465751773548346,0.14680688819325657,tfidf_word_linearsvc_social_C1_balanced,12,social_normalized,word,linearsvc,balanced,1.0,1.0,0.0,False,0.65,0.6046511627906976,0.6265060240963856,43,0.76,0.8735632183908046,0.8128342245989305,87,0.5714285714285714,0.3870967741935484,0.46153846153846156,31
0.6096598165563684,0.6603905839288149,0.6645962732919255,0.6000321919560351,0.42915751866220225,0.14269705370935573,0.15037949742950574,tfidf_word_linearsvc_social_C1_balanced,13,social_normalized,word,linearsvc,balanced,1.0,1.0,0.0,False,0.5,0.5116279069767442,0.5057471264367817,43,0.7526881720430108,0.8045977011494253,0.7777777777777778,87,0.625,0.4838709677419355,0.5454545454545454,31
0.6530090932433749,0.7187409619302685,0.7391304347826086,0.6410011593807542,0.5531075154902888,0.19485630788816377,0.14584009723173488,tfidf_word_linearsvc_social_C1_balanced,14,social_normalized,word,linearsvc,balanced,1.0,1.0,0.0,False,0.6666666666666666,0.6818181818181818,0.6741573033707865,44,0.7745098039215687,0.9186046511627907,0.8404255319148937,86,0.7142857142857143,0.3225806451612903,0.4444444444444444,31
0.7139097744360902,0.7477513659926214,0.7577639751552795,0.6901647286821705,0.5868080142678346,0.21161655344844055,0.1444388020155667,tfidf_word_linearsvc_social_C1_balanced,15,social_normalized,word,linearsvc,balanced,1.0,1.0,0.0,False,0.7272727272727273,0.5581395348837209,0.631578947368421,43,0.7596153846153846,0.9186046511627907,0.8315789473684211,86,0.7916666666666666,0.59375,0.6785714285714286,32
0.6402918069584737,0.7021345138629089,0.7222222222222222,0.6201355475363094,0.5206478667209506,0.2067249627896877,0.15287665354175609,tfidf_char_logreg_social_C1_balanced,1,social_normalized,char,logreg,balanced,1.0,1.0,0.0,False,0.7586206896551724,0.5116279069767442,0.6111111111111112,43,0.7387387387387387,0.9425287356321839,0.8282828282828283,87,0.5909090909090909,0.40625,0.48148148148148145,32
0.6535427194609693,0.7101101627271185,0.7267080745341615,0.6332646379985801,0.5253727199471809,0.21196211781314145,0.15208052135167505,tfidf_char_logreg_social_C1_balanced,2,social_normalized,char,logreg,balanced,1.0,1.0,0.0,False,0.6842105263157895,0.6046511627906976,0.6419753086419753,43,0.7452830188679245,0.9080459770114943,0.8186528497409327,87,0.7058823529411765,0.3870967741935484,0.5,31
