created_at_utc,selected_trial_id,model_id,hyperparameters,n_seeds,mean_macro_f1,std_macro_f1,mean_selection_score,mean_accuracy,mean_balanced_accuracy,mean_min_class_recall,negative_f1,neutral_f1,positive_f1,median_best_epoch,fold_macro_f1_min,fold_macro_f1_max,reason_for_selection,locked_test_used
2026-07-28T08:26:06.576374+00:00,indobenchmark__indobert-base-p2__context_sep_comment__len256__lr3p0em05__warm0p06__wd0p05__drop0p3__focal_loss__ls0p05,indobenchmark/indobert-base-p2,"{""text_mode"": ""context_sep_comment"", ""max_length"": 256, ""learning_rate"": 3e-05, ""warmup_ratio"": 0.06, ""weight_decay"": 0.05, ""classifier_dropout"": 0.3, ""loss"": ""focal_loss"", ""label_smoothing"": 0.05, ""focal_gamma"": 2.0}",3,0.8793080026199229,0.0044350819799333,0.8796612825019942,0.8832236842105264,0.8825816182923792,0.8645465253239104,0.8476207343750821,0.9027844565154192,0.8875188169692677,6.0,0.7841508438818566,0.9350884298468376,Highest mean macro-F1 among IndoBERT-base candidates using 3-seed development OOF; also highest overall development ranking by requested tie-breakers at verification time.,False
