trial_id,seed,negative_f1,neutral_f1,positive_f1,all_oof_min_class_recall
indobenchmark__indobert-base-p2__context_sep_comment__len256__lr3p0em05__warm0p06__wd0p05__drop0p3__focal_loss__ls0p05,42,0.8530901722391084,0.9062901155327344,0.8939256572982774,0.8710247349823321
indobenchmark__indobert-large-p2__context_sep_comment__len128__lr8p0em06__warm0p06__wd0p01__drop0p1__cross_entropy__ls0p0,42,0.8249744114636642,0.8622448979591837,0.8449682683590208,0.823321554770318
indobenchmark__indobert-large-p2__context_sep_comment__len192__lr1p0em05__warm0p1__wd0p05__drop0p2__weighted_cross_entropy__ls0p03,42,0.8430583501006036,0.8600379987333756,0.8316279069767442,0.7897526501766784
