model_id,model_family,text_mode,max_length,learning_rate,warmup_ratio,weight_decay,classifier_dropout,loss,label_smoothing,focal_gamma,trial_id,model_revision,seed,fold,training_mode,device,mixed_precision,n,accuracy,macro_f1,weighted_f1,balanced_accuracy,min_class_recall,selection_score,negative_precision,negative_recall,negative_f1,negative_support,neutral_precision,neutral_recall,neutral_f1,neutral_support,positive_precision,positive_recall,positive_f1,positive_support,ece,brier_score,mean_confidence,best_epoch,max_epochs,early_stopping_patience,per_device_batch_size,gradient_accumulation_steps,effective_batch_size,optimizer_steps,best_state_restored,best_state_restore_note,best_selection_score,checkpoint_path,best_checkpoint_saved,best_checkpoint_restored,checkpoint_cleanup_status
indobenchmark/indobert-base-p2,base,context_sep_comment,192,2e-05,0.1,0.05,0.2,weighted_cross_entropy,0.03,2.0,indobenchmark__indobert-base-p2__context_sep_comment__len192__lr2p0em05__warm0p1__wd0p05__drop0p2__weighted_cross_entropy__ls0p03,94b4e0a82081fa57f227fcc2024d1ea89b57ac1f,42,3,full_fine_tuning,cuda,bf16,339,0.887905604719764,0.8801508807600307,0.8875799227283715,0.8782411799250124,0.8297872340425532,0.8770589931091992,0.896551724137931,0.8297872340425532,0.861878453038674,94,0.906832298136646,0.9299363057324841,0.9182389937106918,157,0.8461538461538461,0.875,0.8603351955307262,88,0.028604383050164647,0.18186606051605064,0.8957544565200806,4,15,3,8,8,64,168,True,best_validation_state_restored,,,,,
indobenchmark/indobert-base-p2,base,context_sep_comment,192,2e-05,0.1,0.05,0.2,weighted_cross_entropy,0.03,2.0,indobenchmark__indobert-base-p2__context_sep_comment__len192__lr2p0em05__warm0p1__wd0p05__drop0p2__weighted_cross_entropy__ls0p03,94b4e0a82081fa57f227fcc2024d1ea89b57ac1f,42,4,full_fine_tuning,cuda,bf16,339,0.8348082595870207,0.8223119045842587,0.8353086903161983,0.8276078766434182,0.7241379310344828,0.8173026081419417,0.7391304347826086,0.9042553191489362,0.8133971291866029,94,0.9183673469387755,0.8544303797468354,0.8852459016393442,158,0.8181818181818182,0.7241379310344828,0.7682926829268293,87,0.10137216847906422,0.28069437575041284,0.9325314164161682,6,15,3,8,8,64,216,True,best_validation_state_restored,,,,,
indobenchmark/indobert-base-p2,base,context_sep_comment,192,2e-05,0.1,0.05,0.2,weighted_cross_entropy,0.03,2.0,indobenchmark__indobert-base-p2__context_sep_comment__len192__lr2p0em05__warm0p1__wd0p05__drop0p2__weighted_cross_entropy__ls0p03,94b4e0a82081fa57f227fcc2024d1ea89b57ac1f,42,5,full_fine_tuning,cuda,bf16,468,0.938034188034188,0.9234077469371588,0.9374387413603099,0.9213533902516149,0.8723404255319149,0.9222780757886344,0.8817204301075269,0.8723404255319149,0.8770053475935828,94,0.9271523178807947,0.89171974522293,0.9090909090909091,157,0.96875,1.0,0.9841269841269841,217,0.021636312333946566,0.09796716487082838,0.9595800042152405,6,15,3,8,8,64,198,True,best_validation_state_restored,,,,,
indobenchmark/indobert-base-p2,base,context_sep_comment,192,2e-05,0.1,0.05,0.2,weighted_cross_entropy,0.03,2.0,indobenchmark__indobert-base-p2__context_sep_comment__len192__lr2p0em05__warm0p1__wd0p05__drop0p2__weighted_cross_entropy__ls0p03,94b4e0a82081fa57f227fcc2024d1ea89b57ac1f,42,ALL_OOF,full_fine_tuning,cuda,bf16,1824,0.8804824561403509,0.8754625299536828,0.8810266392020982,0.8780925470153447,0.8680851063829788,0.8767567688649451,0.8095238095238095,0.8680851063829788,0.837782340862423,470,0.9166666666666666,0.8934010152284264,0.9048843187660668,788,0.894927536231884,0.872791519434629,0.8837209302325582,566,0.061673883822534206,0.20060596721658885,0.9376763451288928,6,,,,,,,,,,,,,
indobenchmark/indobert-base-p2,base,context_sep_comment,192,2e-05,0.1,0.05,0.2,weighted_cross_entropy,0.03,2.0,indobenchmark__indobert-base-p2__context_sep_comment__len192__lr2p0em05__warm0p1__wd0p05__drop0p2__weighted_cross_entropy__ls0p03,94b4e0a82081fa57f227fcc2024d1ea89b57ac1f,52,1,full_fine_tuning,cuda,bf16,339,0.8849557522123894,0.8758169934640523,0.8853317138064666,0.8812704250262874,0.8045977011494253,0.8725273781695378,0.8090909090909091,0.9468085106382979,0.8725490196078431,94,0.9527027027027027,0.8924050632911392,0.9215686274509803,158,0.8641975308641975,0.8045977011494253,0.8333333333333334,87,0.07435084989288912,0.20144481597176309,0.949169397354126,9,15,3,8,8,64,288,True,best_validation_state_restored,,,,,
indobenchmark/indobert-base-p2,base,context_sep_comment,192,2e-05,0.1,0.05,0.2,weighted_cross_entropy,0.03,2.0,indobenchmark__indobert-base-p2__context_sep_comment__len192__lr2p0em05__warm0p1__wd0p05__drop0p2__weighted_cross_entropy__ls0p03,94b4e0a82081fa57f227fcc2024d1ea89b57ac1f,52,2,full_fine_tuning,cuda,bf16,339,0.8289085545722714,0.817175986400459,0.8278077133359325,0.8179220720554236,0.7045454545454546,0.8095819207974952,0.7685185185185185,0.8829787234042553,0.8217821782178217,94,0.8717948717948718,0.8662420382165605,0.8690095846645367,157,0.8266666666666667,0.7045454545454546,0.7607361963190185,88,0.11623386032110114,0.29427235940495977,0.9377561807632446,8,15,3,8,8,64,264,True,best_validation_state_restored,,,,,
indobenchmark/indobert-base-p2,base,context_sep_comment,192,2e-05,0.1,0.05,0.2,weighted_cross_entropy,0.03,2.0,indobenchmark__indobert-base-p2__context_sep_comment__len192__lr2p0em05__warm0p1__wd0p05__drop0p2__weighted_cross_entropy__ls0p03,94b4e0a82081fa57f227fcc2024d1ea89b57ac1f,52,3,full_fine_tuning,cuda,bf16,339,0.8436578171091446,0.8382216096778353,0.8447776206077653,0.8474155731183695,0.8291139240506329,0.8407804960326147,0.8080808080808081,0.851063829787234,0.8290155440414507,94,0.916083916083916,0.8291139240506329,0.8704318936877077,158,0.7731958762886598,0.8620689655172413,0.8152173913043478,87,0.08132090874477824,0.2351390201172144,0.9160147309303284,6,15,3,8,8,64,216,True,best_validation_state_restored,,,,,
indobenchmark/indobert-base-p2,base,context_sep_comment,192,2e-05,0.1,0.05,0.2,weighted_cross_entropy,0.03,2.0,indobenchmark__indobert-base-p2__context_sep_comment__len192__lr2p0em05__warm0p1__wd0p05__drop0p2__weighted_cross_entropy__ls0p03,94b4e0a82081fa57f227fcc2024d1ea89b57ac1f,52,4,full_fine_tuning,cuda,bf16,339,0.8790560471976401,0.8709906951286261,0.881551748356753,0.8787629257460328,0.8735632183908046,0.8752219991990295,0.7614678899082569,0.8829787234042553,0.8177339901477833,94,0.9788732394366197,0.879746835443038,0.9266666666666666,158,0.8636363636363636,0.8735632183908046,0.8685714285714285,87,0.04121734777734694,0.1865379128456024,0.9095646142959595,5,15,3,8,8,64,192,True,best_validation_state_restored,,,,,
indobenchmark/indobert-base-p2,base,context_sep_comment,192,2e-05,0.1,0.05,0.2,weighted_cross_entropy,0.03,2.0,indobenchmark__indobert-base-p2__context_sep_comment__len192__lr2p0em05__warm0p1__wd0p05__drop0p2__weighted_cross_entropy__ls0p03,94b4e0a82081fa57f227fcc2024d1ea89b57ac1f,52,5,full_fine_tuning,cuda,bf16,468,0.9188034188034188,0.903292221030596,0.9175597238926538,0.8979762388760898,0.8404255319148937,0.9005957150199713,0.8586956521739131,0.8404255319148937,0.8494623655913979,94,0.9571428571428572,0.8535031847133758,0.9023569023569024,157,0.9194915254237288,1.0,0.9580573951434879,217,0.03399494984465791,0.12959111560097897,0.9526504278182983,6,15,3,8,8,64,198,True,best_validation_state_restored,,,,,
indobenchmark/indobert-base-p2,base,context_sep_comment,192,2e-05,0.1,0.05,0.2,weighted_cross_entropy,0.03,2.0,indobenchmark__indobert-base-p2__context_sep_comment__len192__lr2p0em05__warm0p1__wd0p05__drop0p2__weighted_cross_entropy__ls0p03,94b4e0a82081fa57f227fcc2024d1ea89b57ac1f,52,ALL_OOF,full_fine_tuning,cuda,bf16,1824,0.8744517543859649,0.8702573242514414,0.8753073291963447,0.8761521626492468,0.8642131979695431,0.8720902083431697,0.7992277992277992,0.8808510638297873,0.8380566801619433,470,0.934156378600823,0.8642131979695431,0.8978246539222149,788,0.8665511265164645,0.8833922261484098,0.8748906386701663,566,0.06116300554978741,0.20375287545414586,0.9344186290216289,6,,,,,,,,,,,,,
indobenchmark/indobert-base-p2,base,context_sep_comment,192,2e-05,0.1,0.05,0.2,weighted_cross_entropy,0.03,2.0,indobenchmark__indobert-base-p2__context_sep_comment__len192__lr2p0em05__warm0p1__wd0p05__drop0p2__weighted_cross_entropy__ls0p03,94b4e0a82081fa57f227fcc2024d1ea89b57ac1f,62,1,full_fine_tuning,cuda,bf16,339,0.8141592920353983,0.8006038812370745,0.8133578838632257,0.8027957101849229,0.6931818181818182,0.7943666639606157,0.7788461538461539,0.8617021276595744,0.8181818181818182,94,0.8701298701298701,0.8535031847133758,0.8617363344051447,157,0.7530864197530864,0.6931818181818182,0.7218934911242604,88,0.11277304330406641,0.30137310534830686,0.9126341342926025,5,15,3,8,8,64,192,True,best_validation_state_restored,,,,,
indobenchmark/indobert-base-p2,base,context_sep_comment,192,2e-05,0.1,0.05,0.2,weighted_cross_entropy,0.03,2.0,indobenchmark__indobert-base-p2__context_sep_comment__len192__lr2p0em05__warm0p1__wd0p05__drop0p2__weighted_cross_entropy__ls0p03,94b4e0a82081fa57f227fcc2024d1ea89b57ac1f,62,2,full_fine_tuning,cuda,bf16,339,0.8820058997050148,0.8745011086474501,0.8818188358874739,0.8788754020511963,0.7931034482758621,0.86948763860831,0.8108108108108109,0.9574468085106383,0.8780487804878049,94,0.9333333333333333,0.8860759493670886,0.9090909090909091,158,0.8846153846153846,0.7931034482758621,0.8363636363636363,87,0.08108191504239332,0.2125937052820394,0.9517869353294373,12,15,3,8,8,64,360,True,best_validation_state_restored,,,,,
indobenchmark/indobert-base-p2,base,context_sep_comment,192,2e-05,0.1,0.05,0.2,weighted_cross_entropy,0.03,2.0,indobenchmark__indobert-base-p2__context_sep_comment__len192__lr2p0em05__warm0p1__wd0p05__drop0p2__weighted_cross_entropy__ls0p03,94b4e0a82081fa57f227fcc2024d1ea89b57ac1f,62,3,full_fine_tuning,cuda,bf16,339,0.9144542772861357,0.9092316196793808,0.9142018520964498,0.9086836867049911,0.8275862068965517,0.9025242890882466,0.8504672897196262,0.9680851063829787,0.9054726368159204,94,0.9363057324840764,0.930379746835443,0.9333333333333333,158,0.96,0.8275862068965517,0.8888888888888888,87,0.04444308917431,0.13680893555319038,0.9408134818077087,6,15,3,8,8,64,216,True,best_validation_state_restored,,,,,
indobenchmark/indobert-base-p2,base,context_sep_comment,192,2e-05,0.1,0.05,0.2,weighted_cross_entropy,0.03,2.0,indobenchmark__indobert-base-p2__context_sep_comment__len192__lr2p0em05__warm0p1__wd0p05__drop0p2__weighted_cross_entropy__ls0p03,94b4e0a82081fa57f227fcc2024d1ea89b57ac1f,62,4,full_fine_tuning,cuda,bf16,339,0.8407079646017699,0.8301992609054233,0.8418941997149757,0.8335391959285641,0.7931034482758621,0.8303102777559994,0.7523809523809524,0.8404255319148937,0.7939698492462312,94,0.9133333333333333,0.8670886075949367,0.8896103896103896,158,0.8214285714285714,0.7931034482758621,0.8070175438596491,87,0.09538940491929522,0.2637689366958291,0.9325280785560608,6,15,3,8,8,64,216,True,best_validation_state_restored,,,,,
