brand,weekday_number,weekday_name_id,hour_local,n_active_hcc,n_community_actors,n_comments,n_unique_videos,hcc_ids
The Originote,6,Sabtu,7,2,2,2,2,5;150
The Originote,6,Sabtu,8,2,6,6,2,52;150
The Originote,6,Sabtu,9,0,0,0,0,
The Originote,6,Sabtu,10,1,4,4,1,17
The Originote,6,Sabtu,11,3,12,12,3,5;45;46
The Originote,6,Sabtu,12,3,3,3,3,5;17;150
The Originote,6,Sabtu,13,1,1,1,1,5
The Originote,6,Sabtu,14,1,1,1,1,150
The Originote,6,Sabtu,15,2,2,2,2,5;150
The Originote,6,Sabtu,16,2,7,7,3,52;150
The Originote,6,Sabtu,17,4,7,7,4,5;45;134;150
The Originote,6,Sabtu,18,2,2,2,2,5;63
The Originote,6,Sabtu,19,0,0,0,0,
The Originote,6,Sabtu,20,2,4,4,3,63;134
The Originote,6,Sabtu,21,2,10,10,2,48;183
The Originote,6,Sabtu,22,3,8,8,3,63;117;183
The Originote,6,Sabtu,23,1,1,1,1,5
The Originote,7,Minggu,0,1,1,1,1,183
The Originote,7,Minggu,1,1,1,1,1,134
The Originote,7,Minggu,2,0,0,0,0,
The Originote,7,Minggu,3,1,1,1,1,134
The Originote,7,Minggu,4,0,0,0,0,
The Originote,7,Minggu,5,0,0,0,0,
The Originote,7,Minggu,6,1,5,5,1,16
The Originote,7,Minggu,7,0,0,0,0,
The Originote,7,Minggu,8,2,6,10,2,5;205
The Originote,7,Minggu,9,1,1,1,1,63
The Originote,7,Minggu,10,1,2,2,2,5
The Originote,7,Minggu,11,1,1,1,1,150
The Originote,7,Minggu,12,0,0,0,0,
The Originote,7,Minggu,13,0,0,0,0,
The Originote,7,Minggu,14,1,1,1,1,150
The Originote,7,Minggu,15,1,5,5,1,49
The Originote,7,Minggu,16,0,0,0,0,
The Originote,7,Minggu,17,2,2,2,2,34;49
The Originote,7,Minggu,18,2,2,2,2,5;34
The Originote,7,Minggu,19,1,6,6,1,15
The Originote,7,Minggu,20,2,8,8,2,5;17
The Originote,7,Minggu,21,1,1,1,1,5
The Originote,7,Minggu,22,0,0,0,0,
The Originote,7,Minggu,23,0,0,0,0,
