username,n_comments,n_valid_text_comments,positive_count,neutral_count,negative_count,positive_ratio,neutral_ratio,negative_ratio,dominant_sentiment,avg_sentiment_confidence,is_hcc_member,community,primary_brand,brand_label_auto,brand_combo,brand_confidence,degree,weighted_degree,betweenness,narrative_similarity_level
reviewjujur_cp600,3,3,0,3,0,0.0,1.0,0.0,Neutral,0.860235313574473,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ajie.wardhana,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9560804963111877,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
sisisinta498,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9882099628448486,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
eryy622,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.6550856828689575,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
skintok_ct62066,11,11,4,3,4,0.36363636363636365,0.2727272727272727,0.36363636363636365,Mixed,0.8754705353216692,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
rchrnnsy,1,1,0,0,1,0.0,0.0,1.0,Negative,0.5157994031906128,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ilhamaunard,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9769457578659058,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
sinsin3224,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.8403546214103699,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
hushush11,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.6721432209014893,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
vivianmarguerre,62,62,21,33,8,0.3387096774193548,0.532258064516129,0.12903225806451613,Neutral,0.8502949231093929,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
i.frdaaa,3,3,0,3,0,0.0,1.0,0.0,Neutral,0.909230093161265,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
nurhikmah_ar,4,4,0,3,1,0.0,0.75,0.25,Neutral,0.8818730413913727,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
xwayyy.1,3,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,Negative,0.8648355007171631,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
tyeline2,3,3,0,3,0,0.0,1.0,0.0,Neutral,0.9935040871302286,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
dakwajrah,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9962204098701477,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
puteeweww_,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.8907950520515442,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
juni26_6,5,5,0,4,1,0.0,0.8,0.2,Neutral,0.9505091786384583,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
kulitglowing_ip7028,5,5,2,3,0,0.4,0.6,0.0,Neutral,0.9821355700492859,True,54,Azarine,Azarine,Azarine + Daviena,High,14.0,8.875,0.0,Low
d.hndra,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9383479356765747,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
mojik86,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9917647242546082,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ceufirdha,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.5868753790855408,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
akur528,2,2,2,0,0,1.0,0.0,0.0,Positive,0.9766038954257965,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
n_mila2,6,6,0,6,0,0.0,1.0,0.0,Neutral,0.9510792791843414,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
peachyyberry22,2,2,0,2,0,0.0,1.0,0.0,Neutral,0.9514054656028748,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
skinclub_cp8238,3,3,0,3,0,0.0,1.0,0.0,Neutral,0.9426755507787069,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
destarini12,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9369724988937378,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
fia.aristianti,2,2,0,2,0,0.0,1.0,0.0,Neutral,0.9769878387451172,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
bestieku_ct66053,4,4,3,1,0,0.75,0.25,0.0,Positive,0.9475265592336655,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
amix_2420,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9896570444107056,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
halloiniaku101,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9942942261695862,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
caprdn,2,2,1,1,0,0.5,0.5,0.0,Mixed,0.9013167917728424,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
fayy193,3,3,0,3,0,0.0,1.0,0.0,Neutral,0.8879455725351969,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
callmeputtttt0,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9410515427589417,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
sky_whispers24,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9897129535675049,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
dearskin_cp3788,2,2,1,1,0,0.5,0.5,0.0,Mixed,0.952688068151474,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
sychotika,1,1,1,0,0,1.0,0.0,0.0,Positive,0.7496412992477417,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
beautyaddict_ct30004,4,4,2,2,0,0.5,0.5,0.0,Mixed,0.976012796163559,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
arifander_ys,1,1,1,0,0,1.0,0.0,0.0,Positive,0.6385988593101501,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
reviewjujur_ip9284,7,7,0,3,4,0.0,0.42857142857142855,0.5714285714285714,Negative,0.8218812601906913,True,54,Azarine,Azarine,Azarine + Daviena,High,14.0,10.5,0.0,Low
ibnu.qusyairi,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.8329432606697083,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
kulitcerah_ct74535,4,4,1,2,1,0.25,0.5,0.25,Neutral,0.9652021527290344,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ayu_arf,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9915618300437927,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
glowingid_ct92516,7,7,2,5,0,0.2857142857142857,0.7142857142857143,0.0,Neutral,0.8857760344232831,True,1,Daviena,Mixed_3plus_Brands,Daviena + Maryame + Azarine,Low,2.0,3.5,0.0,Low
glowhunter_ip2869,7,7,0,5,2,0.0,0.7142857142857143,0.2857142857142857,Neutral,0.85643242086683,True,54,Azarine,Azarine,Azarine + Daviena,High,14.0,10.5,0.0,Low
kylaaa0102,1,1,1,0,0,1.0,0.0,0.0,Positive,0.6053580045700073,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
skinclub_ip8582,12,12,7,3,2,0.5833333333333334,0.25,0.16666666666666666,Positive,0.8814444144566854,True,54,Azarine,Azarine,Azarine + Daviena,High,16.0,12.5,0.0001386957238039,Low
glowhunter_ip7849,7,7,2,4,1,0.2857142857142857,0.5714285714285714,0.14285714285714285,Neutral,0.9083435961178371,True,54,Azarine,Azarine,Azarine + Daviena,High,15.0,11.035714285714285,9.986092113883748e-05,Low
skinbestie_ip9676,5,5,2,3,0,0.4,0.6,0.0,Neutral,0.9720318078994751,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
atiew7,3,3,0,3,0,0.0,1.0,0.0,Neutral,0.9759227832158407,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
beautyvibe_rp82732,5,5,2,3,0,0.4,0.6,0.0,Neutral,0.9031357526779175,True,54,Azarine,Azarine,Azarine + Daviena,High,1.0,1.4642857142857144,0.0,Low
racun_rp21029,2,2,1,1,0,0.5,0.5,0.0,Mixed,0.9616374373435974,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
catterrina_,1,1,0,0,1,0.0,0.0,1.0,Negative,0.8237255811691284,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
racun_ip2774,7,7,0,4,3,0.0,0.5714285714285714,0.42857142857142855,Neutral,0.7658219507762364,True,54,Azarine,Azarine,Azarine + Daviena,High,15.0,11.428571428571429,9.708700666275866e-05,Low
skincare_ip2565,7,7,2,4,1,0.2857142857142857,0.5714285714285714,0.14285714285714285,Neutral,0.8987148915018354,True,54,Azarine,Azarine,Azarine + Daviena,High,15.0,11.035714285714286,9.708700666275866e-05,Low
demi7028,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9910815954208374,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
racunbychanss,1,1,1,0,0,1.0,0.0,0.0,Positive,0.6111282706260681,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
racun_ct5624,3,3,0,3,0,0.0,1.0,0.0,Neutral,0.9646486242612203,True,90,Azarine,Mixed_3plus_Brands,Azarine + Daviena + Maryame,Low,3.0,2.25,0.0,Low
vanila.8meow,2,2,0,2,0,0.0,1.0,0.0,Neutral,0.9937315583229065,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
glowhunter_rp10498,7,7,3,4,0,0.42857142857142855,0.5714285714285714,0.0,Neutral,0.7834243944713047,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
skincare_rp99622,4,4,0,2,2,0.0,0.5,0.5,Mixed,0.8633648604154587,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
skinlover_ip4018,7,7,1,5,1,0.14285714285714285,0.7142857142857143,0.14285714285714285,Neutral,0.8752858979361398,True,54,Azarine,Azarine,Azarine + Daviena,High,14.0,10.5,0.0,Low
cicanncyy,7,7,0,7,0,0.0,1.0,0.0,Neutral,0.927913853100368,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
dearskin_rp81618,3,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,Neutral,0.968592643737793,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
gem1n1ee,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.8728767037391663,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
beautyaddict_ct95316,7,7,0,5,2,0.0,0.7142857142857143,0.2857142857142857,Neutral,0.9328751393726894,True,1,Daviena,Mixed_3plus_Brands,Daviena + Maryame + Azarine,Low,2.0,3.5,0.0,Low
glowhunter_rp64732,3,3,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,Mixed,0.8610072533289591,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
kulitglowing_ip4389,5,5,1,3,1,0.2,0.6,0.2,Neutral,0.7370079457759857,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
mamaceuceu,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9938520193099976,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
beautyvibe_ip9313,5,5,1,4,0,0.2,0.8,0.0,Neutral,0.9876372337341308,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
beauty_ct61338,7,7,4,2,1,0.5714285714285714,0.2857142857142857,0.14285714285714285,Positive,0.9242959192820958,True,1,Daviena,Mixed_3plus_Brands,Daviena + Maryame + Azarine,Low,2.0,3.5,0.0,Low
bestieku_rp85723,5,5,2,2,1,0.4,0.4,0.2,Mixed,0.9378811120986938,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
glowhunter_ip4395,7,7,0,6,1,0.0,0.8571428571428571,0.14285714285714285,Neutral,0.8655060955456325,True,54,Azarine,Azarine,Azarine + Daviena,High,14.0,10.5,0.0,Low
fkryz_3,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9874312877655029,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
racun_rp41671,6,6,2,3,1,0.3333333333333333,0.5,0.16666666666666666,Neutral,0.9734341104825338,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
yuukirin98,2,2,0,2,0,0.0,1.0,0.0,Neutral,0.9536890685558319,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
kulitcerah_rp31113,4,4,2,2,0,0.5,0.5,0.0,Mixed,0.8918817043304443,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
cantik_ip6901,5,5,2,3,0,0.4,0.6,0.0,Neutral,0.8011149048805237,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
tmyscyy,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9956845045089722,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
kulitsehat_cp4388,3,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,Neutral,0.958592971165975,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
skinlover_ct47678,4,4,1,1,2,0.25,0.25,0.5,Negative,0.9406309425830841,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
cantik_ct6414,3,3,0,3,0,0.0,1.0,0.0,Neutral,0.9910601377487183,True,90,Azarine,Mixed_3plus_Brands,Azarine + Daviena + Maryame,Low,3.0,2.25,0.0,Low
reviewjujur_ip6156,5,5,1,2,2,0.2,0.4,0.4,Mixed,0.9264029622077942,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
nawangmega330,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.990990400314331,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
beautyvibe_ip6117,5,5,2,3,0,0.4,0.6,0.0,Neutral,0.7800242841243744,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
kulitglowing_ct4137,3,3,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,Mixed,0.920921802520752,True,90,Azarine,Mixed_3plus_Brands,Azarine + Daviena + Maryame,Low,3.0,2.25,0.0,Low
mamah_aqmarr,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9257436990737915,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
skinlover_ct7606,3,3,0,3,0,0.0,1.0,0.0,Neutral,0.8206693530082703,True,90,Azarine,Mixed_3plus_Brands,Azarine + Daviena + Maryame,Low,4.0,2.7857142857142856,1.6643486856472912e-05,Low
glowup_ct95695,4,4,2,2,0,0.5,0.5,0.0,Mixed,0.9795127958059311,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
bibilcansszjdkd,2,2,0,2,0,0.0,1.0,0.0,Neutral,0.9964590072631836,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ventidueeeeeeee,2,2,1,1,0,0.5,0.5,0.0,Mixed,0.970925897359848,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
skinby_sindy,67,67,11,45,11,0.16417910447761194,0.6716417910447762,0.16417910447761194,Neutral,0.8790053120299951,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
skinbestie_ct9146,3,3,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,Mixed,0.9730168779691061,True,182,Not identified,Not identified,,,6.0,4.285714285714286,2.773914476078819e-05,Low
floriebell81,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.7853833436965942,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
testireal_rp23884,4,4,3,0,1,0.75,0.0,0.25,Positive,0.9565644860267639,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
azhl_042,2,2,1,0,1,0.5,0.0,0.5,Mixed,0.85233074426651,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
kulitcerah_ct92565,6,6,3,2,1,0.5,0.3333333333333333,0.16666666666666666,Positive,0.7777304550011953,True,48,The Originote,Mixed_3plus_Brands,The Originote + Azarine + Maryame,Medium,4.0,6.0,0.0,Low
beautyvibe_ct53672,6,6,2,4,0,0.3333333333333333,0.6666666666666666,0.0,Neutral,0.9044029116630554,True,48,The Originote,Mixed_3plus_Brands,The Originote + Azarine + Maryame,Medium,4.0,6.0,0.0,Low
a2_4r.m,2,2,1,1,0,0.5,0.5,0.0,Mixed,0.9642066657543182,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
zaramisu.ae,6,6,2,4,0,0.3333333333333333,0.6666666666666666,0.0,Neutral,0.7548988660176595,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
shuyy__,1,1,1,0,0,1.0,0.0,0.0,Positive,0.7606374621391296,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
rarasla01,1,0,0,0,0,0.0,0.0,0.0,No text,,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ccipabella,3,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,Positive,0.7788644631703695,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
irba4,2,2,0,2,0,0.0,1.0,0.0,Neutral,0.9064218103885651,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
mell_mellyy1,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.6859896779060364,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
onlyf3rl1,1,1,0,0,1,0.0,0.0,1.0,Negative,0.6570053100585938,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
reviewjujur_cp7303,3,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333,Neutral,0.8340883453687032,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
y4r4_19_0923,1,1,0,0,1,0.0,0.0,1.0,Negative,0.7612535953521729,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
racun_ct2554,3,3,1,0,2,0.3333333333333333,0.0,0.6666666666666666,Negative,0.9224088986714681,True,182,Not identified,Not identified,,,5.0,3.75,0.0,Low
keyy080818,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9047145247459412,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
glowhunter_rp15009,6,6,2,3,1,0.3333333333333333,0.5,0.16666666666666666,Neutral,0.8910541733105978,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
iinaalah,1,1,1,0,0,1.0,0.0,0.0,Positive,0.8090170621871948,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
reviewjujur_ct8615,3,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333,Neutral,0.9299347996711731,True,182,Not identified,Not identified,,,5.0,3.75,0.0,Low
vinaalvin647,2,2,1,0,1,0.5,0.0,0.5,Mixed,0.6695383787155151,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
caaaancerrr,2,2,0,0,2,0.0,0.0,1.0,Negative,0.735823780298233,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
asyifa.3006,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9891501069068909,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
bestieku_rp83038,4,4,2,1,1,0.5,0.25,0.25,Positive,0.9239901900291443,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ch0coluvvv_,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9501510262489319,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
tataokt.a,1,1,0,0,1,0.0,0.0,1.0,Negative,0.712527871131897,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
bestieku_rp31438,6,6,3,1,2,0.5,0.16666666666666666,0.3333333333333333,Positive,0.8789124687512716,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
produkjujur_r3c00m01x6024,5,5,5,0,0,1.0,0.0,0.0,Positive,0.9769825577735901,True,180,Azarine,Azarine,Azarine,High,3.0,2.1607142857142856,0.0,Low
miitha246,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.6594868898391724,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
elllzio_,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.7738802433013916,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
feb_1909,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9439541697502136,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ms.edithwithflower,2,2,0,2,0,0.0,1.0,0.0,Neutral,0.6860311031341553,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
labalab4sunda,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.8077037930488586,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
bestieku_ct63653,6,6,1,1,4,0.16666666666666666,0.16666666666666666,0.6666666666666666,Negative,0.7363641957441965,True,48,The Originote,Mixed_3plus_Brands,The Originote + Azarine + Maryame,Medium,4.0,6.0,0.0,Low
arabellarissa,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9770604372024536,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
anngfst,2,2,0,0,2,0.0,0.0,1.0,Negative,0.9384452104568481,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
racun_ct5875,3,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333,Neutral,0.8588256438573202,True,182,Not identified,Not identified,,,5.0,3.75,0.0,Low
araaa0102,2,2,1,1,0,0.5,0.5,0.0,Mixed,0.8143039643764496,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
testireal_ct48546,6,6,2,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,Mixed,0.8929004669189453,True,48,The Originote,Mixed_3plus_Brands,The Originote + Azarine + Maryame,Medium,4.0,6.0,0.0,Low
kucing_lemontea,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.7965345978736877,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
haa_xyz,4,4,1,1,2,0.25,0.25,0.5,Negative,0.7796504646539688,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
produkjujur_r3c00m02x8296,5,5,5,0,0,1.0,0.0,0.0,Positive,0.977714204788208,True,180,Azarine,Azarine,Azarine,High,3.0,2.1607142857142856,0.0,Low
skincare_cp8043,3,3,0,2,1,0.0,0.6666666666666666,0.3333333333333333,Neutral,0.8104826807975769,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
sitikoriah24,2,2,1,1,0,0.5,0.5,0.0,Mixed,0.8401374816894531,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
skinclub_cp7746,3,3,3,0,0,1.0,0.0,0.0,Positive,0.7892131408055624,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
iyanaz26,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.5539833903312683,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
kulitsehat_cp3811,5,5,0,5,0,0.0,1.0,0.0,Neutral,0.8314796328544617,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
rvnzzm,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9755975008010864,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
user59817856905105,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9328150749206543,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ex.jandafirau93,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.8860227465629578,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
acnefighter070,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9419506192207336,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
beautyaddict_rp845,2,2,0,1,1,0.0,0.5,0.5,Mixed,0.7041929960250854,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
glowhunter_cp2175,2,2,1,1,0,0.5,0.5,0.0,Mixed,0.9197593331336975,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
reviewjujur_rp60551,6,6,3,2,1,0.5,0.3333333333333333,0.16666666666666666,Positive,0.8558513720830282,True,63,Maryame,Mixed_3plus_Brands,Maryame + Daviena + The Originote,Medium,1.0,1.6071428571428572,0.0,Low
