username,n_comments,n_valid_text_comments,positive_count,neutral_count,negative_count,positive_ratio,neutral_ratio,negative_ratio,dominant_sentiment,avg_sentiment_confidence,is_hcc_member,community,primary_brand,brand_label_auto,brand_combo,brand_confidence,degree,weighted_degree,betweenness,narrative_similarity_level
asma70_wati,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9749819040298462,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
hi_jho,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.7813484072685242,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
yupiansyah_tasli,1,1,1,0,0,1.0,0.0,0.0,Positive,0.6275818347930908,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
hasanpratama01_,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9349061250686646,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ansraaa4,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.5256648063659668,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
penik_siweng,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9523776173591614,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
gwan_official,1,1,0,0,1,0.0,0.0,1.0,Negative,0.5747966766357422,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ariirmawati1,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9647286534309387,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
anaoppo713,1,1,0,0,1,0.0,0.0,1.0,Negative,0.8808434009552002,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
idhacedelia,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9449154734611511,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
dawiiyahh07,1,1,1,0,0,1.0,0.0,0.0,Positive,0.8705655932426453,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
madavashop,1,1,0,0,1,0.0,0.0,1.0,Negative,0.7818600535392761,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ocean_2190,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9820292592048645,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
justumbies,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9701169729232788,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
hanhans1991,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.47267603874206543,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
bungajelittaputri,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9762259721755981,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
anggitooh,1,1,1,0,0,1.0,0.0,0.0,Positive,0.7123957276344299,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
hanouf879,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9629805088043213,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
updates507new,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9349061250686646,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
siscabukansiska24,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.8299112319946289,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
dearskin_cp6009,2,2,1,0,1,0.5,0.0,0.5,Mixed,0.9151039123535156,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
kurupati17,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9251049160957336,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
habibahre,1,1,1,0,0,1.0,0.0,0.0,Positive,0.8117935657501221,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
nyonyaa.vii,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9807680249214172,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
eka18here,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9973185658454895,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
emah.ashila,1,1,0,0,1,0.0,0.0,1.0,Negative,0.415290504693985,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
terlalucinta788,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9949555993080139,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
xanakaranu,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9888041615486145,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
wanti7031,2,2,0,1,1,0.0,0.5,0.5,Mixed,0.7123483121395111,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
cintya.bella935,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9982525706291199,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
real.adyra,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9803246855735779,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
4nd4n4r1,1,1,0,0,1,0.0,0.0,1.0,Negative,0.5472127795219421,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
adri.syach,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.5432002544403076,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
user6390631776003,1,1,1,0,0,1.0,0.0,0.0,Positive,0.8428398370742798,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
zudyan.toro,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9439920783042908,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
akis_putri05,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9895238280296326,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ernioernie,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9514555931091309,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
farijos,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9906030893325806,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
azizzzzzzzz88,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9972297549247742,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ayu_aidil30,2,2,2,0,0,1.0,0.0,0.0,Positive,0.9722902774810791,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
beauty_cp4995,2,2,1,0,1,0.5,0.0,0.5,Mixed,0.9201828241348267,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
pemakan_lohan,1,1,0,0,1,0.0,0.0,1.0,Negative,0.506867527961731,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
psikologlinda,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9713510274887085,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
pakclennyosepsitumorang,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9978556036949158,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
pian_zai_99,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9827495813369751,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ingoong12,1,1,1,0,0,1.0,0.0,0.0,Positive,0.41868239641189575,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ziozea20,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9349061250686646,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
shakaevofebrian,1,1,0,0,1,0.0,0.0,1.0,Negative,0.993523120880127,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
jakaridwan3,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9599854350090027,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
lia472126,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9951049089431763,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
maria.yasmine88,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9793164134025574,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
vinasubang91,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9945322275161743,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
dindaluthfiyah,2,2,0,0,2,0.0,0.0,1.0,Negative,0.6352199912071228,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ummi_ica,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9705851078033447,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
i.kirei,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9693039059638977,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
nna.kixenya18,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.7676782011985779,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
barrrrrrr1614,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.5805671811103821,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
tetejeje_,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9349061250686646,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
taufik_pratama86,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9349061250686646,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
rayes0912,1,1,0,0,1,0.0,0.0,1.0,Negative,0.5497828125953674,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
aldaidrus02_,1,1,0,0,1,0.0,0.0,1.0,Negative,0.5359350442886353,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
yaniebeautyok,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9780646562576294,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ratna_puspita03,1,1,0,0,1,0.0,0.0,1.0,Negative,0.5346829295158386,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ladiez.cancer,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.5694195032119751,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
anjani030304,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9969608187675476,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
kisstantixx,1,1,0,0,1,0.0,0.0,1.0,Negative,0.6900874376296997,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
wm8902_,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9963816404342651,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
dewidewichui,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9710754156112671,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
baim4542,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9979143738746643,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
septariana.wulan,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9723572731018066,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
namnam208_,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9631890654563904,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
yestianalaatahzan,1,1,0,0,1,0.0,0.0,1.0,Negative,0.5038028955459595,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
i4mlyabolly_21,1,1,1,0,0,1.0,0.0,0.0,Positive,0.8452866673469543,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
endangamirah,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9963750243186951,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
feri_iraone1,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9969973564147949,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ryani458,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9918171763420105,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
gyennnntt33,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9563717246055603,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
bimaputra8986,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9784406423568726,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ikhaly_.ch4niag01,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9432368278503418,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
shantiecaroliane,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9569393396377563,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
sukasuka06tcyvhcuf,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9690707921981812,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
user4197339498907,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9579765796661377,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
tiiiaaaa29,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.49143368005752563,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
jihanilmi27,1,1,1,0,0,1.0,0.0,0.0,Positive,0.771075963973999,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
nonayori28,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9970007538795471,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
collection4490,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9924835562705994,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
fibriyanti78,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9349061250686646,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
tantiputr,1,1,0,0,1,0.0,0.0,1.0,Negative,0.46791160106658936,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
alifia.ndr,1,1,0,0,1,0.0,0.0,1.0,Negative,0.5768930315971375,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
kekekekeey,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9974462985992432,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
adel3118,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9958115816116333,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
lafemmejava,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9748620390892029,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
sarrah_nurazz,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9589347839355469,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
siya080814,1,1,0,0,1,0.0,0.0,1.0,Negative,0.992134690284729,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
username106463289,1,1,1,0,0,1.0,0.0,0.0,Positive,0.8720441460609436,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ratusexi25,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9635530710220337,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
viviliana70,1,1,0,0,1,0.0,0.0,1.0,Negative,0.972083568572998,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
dewiningsih1620,1,1,0,0,1,0.0,0.0,1.0,Negative,0.8708047270774841,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
unnaisya,1,1,0,0,1,0.0,0.0,1.0,Negative,0.8271535038948059,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ulfafaaa,1,1,0,0,1,0.0,0.0,1.0,Negative,0.6996561288833618,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
hamdan5116,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.39983534812927246,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
idaroyaniyani326,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9910009503364563,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
sikhagura,1,1,0,0,1,0.0,0.0,1.0,Negative,0.550763726234436,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
you_lyza.herza,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9338842630386353,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
jeliate,2,2,0,0,2,0.0,0.0,1.0,Negative,0.9145012497901917,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
memeymuanies,1,1,0,0,1,0.0,0.0,1.0,Negative,0.902020275592804,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
khildaafs,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9477015733718872,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
hantusyantikmyamanja4223,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9601407647132874,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
subakmilk_,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9966533780097961,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
susanreneee,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9959607720375061,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
syakira1233646,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9092459678649902,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
miet0130,1,1,1,0,0,1.0,0.0,0.0,Positive,0.5111071467399597,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
sweetlygirl276,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9928285479545593,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
oliviavhayye,1,1,0,0,1,0.0,0.0,1.0,Negative,0.996724545955658,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
elalexsa,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.5175950527191162,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
sherlynaharianty,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.8415703773498535,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
sabalb21,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9902605414390564,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
kinantish80,3,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,Negative,0.9106118679046631,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
pacarmark_01,1,1,1,0,0,1.0,0.0,0.0,Positive,0.4823886752128601,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
nana.vievi,1,1,0,0,1,0.0,0.0,1.0,Negative,0.6998375058174133,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
30625419993,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9325746893882751,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ikhwansetengahanzo,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9837090969085693,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
biudiwumen,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9349061250686646,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
anaksoleha187,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9474707841873169,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
yustriani1234,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.9723644852638245,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
lin199.1,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9343595504760742,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
nshenurrrrrrrrrrrrr,1,1,0,0,1,0.0,0.0,1.0,Negative,0.7260102033615112,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
bilanjokam,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9313842058181763,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
dianakristanti,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.560371994972229,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
gelis753,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9349061250686646,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
fagilnapon1,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9349061250686646,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
puu_je,1,1,1,0,0,1.0,0.0,0.0,Positive,0.6202623248100281,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
kosongsatuduatiga0,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9909251928329468,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
renasafitri45,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9872952103614807,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
rifqi_ainul_mubarok,1,1,1,0,0,1.0,0.0,0.0,Positive,0.7172306776046753,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
asmafatina21,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9971889853477478,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
cherrybell62,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9968926310539246,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
dora_emon.2,1,1,1,0,0,1.0,0.0,0.0,Positive,0.4958217442035675,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ta__10180,1,1,0,0,1,0.0,0.0,1.0,Negative,0.986443042755127,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
siskalisna0120,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9349061250686646,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
nadira14maret23,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.954247772693634,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
luzeininwa,1,1,0,0,1,0.0,0.0,1.0,Negative,0.42501407861709595,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ghea.alena.azalia,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.5100591778755188,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
sheilamei03,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9349061250686646,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
dikyee896,1,1,1,0,0,1.0,0.0,0.0,Positive,0.8348999619483948,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
panggilsajaya7,1,1,0,1,0,0.0,1.0,0.0,Neutral,0.6134369969367981,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
anakkedelapan1994,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9826763868331909,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
dwiyul76,1,1,0,0,1,0.0,0.0,1.0,Negative,0.985949695110321,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
ranyparni,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9349061250686646,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
koso.ng,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9859916567802429,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
florinafashion1,1,1,1,0,0,1.0,0.0,0.0,Positive,0.7582470774650574,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
azkarosa98,1,1,0,0,1,0.0,0.0,1.0,Negative,0.9958899617195129,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
pitaanis4,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9770817160606384,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
cintaaaaaaaaa212,1,1,1,0,0,1.0,0.0,0.0,Positive,0.9071087837219238,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,,,,Non-HCC
