selected_candidate,selected_preprocessing_variant,validation_mode,final_validation_status,human_validation_completed,reference_label_source,selection_rule,confidence_threshold,coverage_floor,ensemble_weights,model_revisions,tokenizer_revisions,allow_rule_based_final,locked_test_not_used_for_selection,previous_validation_ids_excluded_from_locked_test,model_c_status,library_versions
ensemble_human_A0.00_B0.25_C0.75,social_normalized,HUMAN_VALIDATED,VALIDATED,True,human_adjudicated_label,"HUMAN_VALIDATED mode: choose among Model A, Model B, Model C, and soft-voting ensembles using development human-adjudicated labels; locked test is evaluated once after selection.",0.43,0.9,"{'model_A': 0.0, 'model_B': 0.25, 'model_C': 0.75}","{'model_A': '80ccb4c2817cf976534ac491020a9572e5dae54f', 'model_B': 'ac452dcb0f4966130bba44f4ee0013bb5d52c282'}","{'model_A': '80ccb4c2817cf976534ac491020a9572e5dae54f', 'model_B': 'ac452dcb0f4966130bba44f4ee0013bb5d52c282'}",False,True,600,eligible human-supervised baseline,"{'python': '3.12.2', 'pandas': '2.2.3', 'numpy': '2.1.1', 'sklearn': '1.5.2', 'torch': '2.13.0+cpu', 'transformers': '5.14.1'}"
