candidate,sample_set,preprocessing_variant,threshold,n_reference_labeled,n_evaluated,coverage,macro_f1,weighted_f1,accuracy,balanced_accuracy,mcc,negative_recall,neutral_recall,min_per_class_recall,min_per_class_f1,log_loss,brier_score,ece,uncertain_or_no_text_labels_excluded,positive_precision,positive_recall,positive_f1,positive_support,neutral_precision,neutral_f1,neutral_support,negative_precision,negative_f1,negative_support,repeat,fold,reference_label_source,modeling_mode,notes
model_A,development_cv,minimal_raw,,93,93,1.0,0.5528767761472163,0.5578623866308995,0.5591397849462365,0.5582171893147503,0.32526764539763814,0.4642857142857143,0.5853658536585366,0.4642857142857143,0.5,1.97976511110239,0.6170213502384664,0.12719615773721582,0,0.5172413793103449,0.625,0.5660377358490566,24,0.6,0.5925925925925926,41,0.5416666666666666,0.5,28,2,1,human_adjudicated_label,HUMAN_VALIDATED,Repeated CV over human_adjudicated_label.
model_B,development_cv,minimal_raw,,93,93,1.0,0.48505172448834416,0.4519826682480022,0.5053763440860215,0.572783584978707,0.3467518460288166,0.7142857142857143,0.17073170731707318,0.17073170731707318,0.2857142857142857,2.553579131608394,0.726742397357921,0.29657637649319896,0,0.47619047619047616,0.8333333333333334,0.6060606060606061,24,0.875,0.2857142857142857,41,0.46511627906976744,0.5633802816901409,28,2,1,human_adjudicated_label,HUMAN_VALIDATED,Repeated CV over human_adjudicated_label.
ensemble_transformer_A0.50_B0.50,development_cv,minimal_raw,,93,93,1.0,0.5338474576748403,0.5202682935978231,0.5376344086021505,0.5858497870692992,0.365660679035843,0.6071428571428571,0.3170731707317073,0.3170731707317073,0.45614035087719296,1.9487741893353836,0.5753908622676556,0.10961272331363146,0,0.46511627906976744,0.8333333333333334,0.5970149253731343,24,0.8125,0.45614035087719296,41,0.5,0.5483870967741935,28,2,1,human_adjudicated_label,HUMAN_VALIDATED,Repeated CV over human_adjudicated_label.
model_C_pseudo_label_experiment,development_cv,minimal_raw,,93,93,1.0,0.7468992248062015,0.7528882220555139,0.7526881720430108,0.7347560975609756,0.6183316057060031,0.75,0.8292682926829268,0.625,0.7,1.1677090283205367,0.3975851962648488,0.11586656734138645,0,0.9375,0.625,0.75,24,0.7555555555555555,0.7906976744186046,41,0.65625,0.7,28,2,1,human_adjudicated_label,HUMAN_VALIDATED,Model C is trained inside each fold on human_adjudicated_label.
model_A,development_cv,minimal_raw,,92,92,1.0,0.4007506050896121,0.41605412127695746,0.42391304347826086,0.40712265818310356,0.10347857944107441,0.25,0.5365853658536586,0.25,0.30434782608695654,1.874467949715092,0.6482905541120062,0.22005196514708023,0,0.35714285714285715,0.43478260869565216,0.39215686274509803,23,0.4782608695652174,0.5057471264367817,41,0.3888888888888889,0.30434782608695654,28,2,2,human_adjudicated_label,HUMAN_VALIDATED,Repeated CV over human_adjudicated_label.
model_B,development_cv,minimal_raw,,92,92,1.0,0.5002717504912413,0.463073743449359,0.5217391304347826,0.5993536332878856,0.379208797415023,0.7142857142857143,0.17073170731707318,0.17073170731707318,0.2857142857142857,2.553836132330622,0.7228761273925568,0.30705433222725137,0,0.4772727272727273,0.9130434782608695,0.6268656716417911,23,0.875,0.2857142857142857,41,0.5,0.5882352941176471,28,2,2,human_adjudicated_label,HUMAN_VALIDATED,Repeated CV over human_adjudicated_label.
ensemble_transformer_A0.50_B0.50,development_cv,minimal_raw,,92,92,1.0,0.5018185774225892,0.4799985886545467,0.5108695652173914,0.5735368378528506,0.346732887542956,0.6071428571428571,0.24390243902439024,0.24390243902439024,0.37735849056603776,1.8906992140213728,0.5884759224419404,0.14009492244271562,0,0.43478260869565216,0.8695652173913043,0.5797101449275363,23,0.8333333333333334,0.37735849056603776,41,0.5,0.5483870967741935,28,2,2,human_adjudicated_label,HUMAN_VALIDATED,Repeated CV over human_adjudicated_label.
model_C_pseudo_label_experiment,development_cv,minimal_raw,,92,92,1.0,0.6493477794818516,0.6707880636439312,0.6739130434782609,0.6445866787860425,0.49124078759294715,0.6071428571428571,0.8048780487804879,0.5217391304347826,0.5853658536585366,1.1318398556592626,0.4305639089584702,0.05849561169175804,0,0.6666666666666666,0.5217391304347826,0.5853658536585366,23,0.75,0.7764705882352941,41,0.5666666666666667,0.5862068965517241,28,2,2,human_adjudicated_label,HUMAN_VALIDATED,Model C is trained inside each fold on human_adjudicated_label.
model_A,development_cv,minimal_raw,,92,92,1.0,0.47108927108927107,0.48279030018160457,0.4782608695652174,0.4793718123516639,0.2169334602043988,0.42857142857142855,0.4878048780487805,0.42857142857142855,0.43636363636363634,1.9101414494847153,0.6288022042258558,0.15243978616988685,0,0.375,0.5217391304347826,0.43636363636363634,23,0.6060606060606061,0.5405405405405406,41,0.4444444444444444,0.43636363636363634,28,2,3,human_adjudicated_label,HUMAN_VALIDATED,Repeated CV over human_adjudicated_label.
model_B,development_cv,minimal_raw,,92,92,1.0,0.46806207976420744,0.43535627185025894,0.4782608695652174,0.5336186436398526,0.30956176436449107,0.8214285714285714,0.17073170731707318,0.17073170731707318,0.2857142857142857,2.434120175567857,0.686591304947848,0.29648303594250436,0,0.5833333333333334,0.6086956521739131,0.5957446808510638,23,0.875,0.2857142857142857,41,0.38333333333333336,0.5227272727272727,28,2,3,human_adjudicated_label,HUMAN_VALIDATED,Repeated CV over human_adjudicated_label.
ensemble_transformer_A0.50_B0.50,development_cv,minimal_raw,,92,92,1.0,0.5163053556448408,0.5070845819087895,0.5217391304347826,0.5585896076352068,0.33034095746628583,0.75,0.3170731707317073,0.3170731707317073,0.4482758620689655,1.8326912228060377,0.5707592045121844,0.14461676686785865,0,0.4375,0.6086956521739131,0.509090909090909,23,0.7647058823529411,0.4482758620689655,41,0.4883720930232558,0.5915492957746479,28,2,3,human_adjudicated_label,HUMAN_VALIDATED,Repeated CV over human_adjudicated_label.
model_C_pseudo_label_experiment,development_cv,minimal_raw,,92,92,1.0,0.620102990691226,0.6439697486372677,0.6521739130434783,0.6195904660909962,0.4562273275360043,0.4642857142857143,0.8292682926829268,0.4642857142857143,0.5098039215686274,1.1397190499140608,0.40687958642401234,0.11357399671890667,0,0.5909090909090909,0.5652173913043478,0.5777777777777777,23,0.723404255319149,0.7727272727272727,41,0.5652173913043478,0.5098039215686274,28,2,3,human_adjudicated_label,HUMAN_VALIDATED,Model C is trained inside each fold on human_adjudicated_label.
