username,actor_id_anonymous,display_name,actor_type_primary,individual_subtype,is_video_creator,is_verified_registry_actor,individual_identification_source,individual_verification_level,is_hcc_member,individual_in_hcc,community,is_lcn_member,mass_position_secondary,n_comments,n_valid_text_comments,positive_count,neutral_count,negative_count,positive_ratio,neutral_ratio,negative_ratio,dominant_sentiment,avg_sentiment_confidence,target_brand_primary,target_brand_label,target_scope,target_source,target_confidence,creator_target_brand_primary,creator_target_brand_label,creator_target_scope,creator_product_category_primary,creator_video_count,creator_target_confidence,creator_target_source,account_goal_orientation,account_goal_confidence,is_goal_evaluable,goal_evaluation_reason,exposure_level,hcc_association_status,primary_associated_hcc,associated_hcc_ids,n_associated_hcc,primary_association_basis,is_ambiguous_hcc_association,shared_video_context_count,verified_direct_interaction_count,temporal_mass_comment_count,temporal_hcc_comment_pair_count,strong_association_score,contextual_association_score,sentiment_alignment,hcc_dominant_sentiment
MASS_3be5a89f4c1c,MASS_3be5a89f4c1c,nisakhaa,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.8452307384413222,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,133;14;150;34;74,5.0,Multiple shared-video contexts only,True,5.0,0.0,0.0,0.0,0.0,5.0,Ambiguous HCC Association,
MASS_082ba0e69d5c,MASS_082ba0e69d5c,nisalubis492,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.7516822989954767,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Temporal Association,Multiple / Ambiguous HCC,,133;14;150;34;74,5.0,Temporal association tie,True,5.0,0.0,2.0,4.0,4.0,9.0,Ambiguous HCC Association,
MASS_751771ba2335,MASS_751771ba2335,nisamahesty,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.864589677432302,Maryame,Maryame,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Temporal Association,Unique Temporal Association,150,133;14;150;34;74,5.0,Unique temporal mass comment count,False,5.0,0.0,1.0,1.0,2.0,7.0,Insufficient Text,Neutral
MASS_0007ddc34ae6,MASS_0007ddc34ae6,nisanis257,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.8478456224761992,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,206;43;73,3.0,Multiple shared-video contexts only,True,3.0,0.0,0.0,0.0,0.0,3.0,Ambiguous HCC Association,
MASS_ee096c3f5923,MASS_ee096c3f5923,nisanugra,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.6075548060874305,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,17;2;20;48,4.0,Multiple shared-video contexts only,True,4.0,0.0,0.0,0.0,0.0,4.0,Ambiguous HCC Association,
MASS_29fcd22c06ca,MASS_29fcd22c06ca,nisaptrx_,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.6269138299813495,Daviena,Daviena,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Single Shared-Video Context,20,20,1.0,Single shared-video context only,False,1.0,0.0,0.0,0.0,0.0,1.0,Context Only,Neutral
MASS_79997e40cb00,MASS_79997e40cb00,nisaputriminabari18,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.7007201707638806,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,133;14;150;34;74,5.0,Multiple shared-video contexts only,True,5.0,0.0,0.0,0.0,0.0,5.0,Ambiguous HCC Association,
MASS_ae0dfa3de2b2,MASS_ae0dfa3de2b2,nisaputrys,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.5079277142236559,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,133;15;16;182;184;86,6.0,Multiple shared-video contexts only,True,6.0,0.0,0.0,0.0,0.0,6.0,Ambiguous HCC Association,
MASS_acc6b79befef,MASS_acc6b79befef,nisarantaw,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.6218209223681694,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,1;150;86;90,4.0,Multiple shared-video contexts only,True,4.0,0.0,0.0,0.0,0.0,4.0,Ambiguous HCC Association,
MASS_7e62fdab70e0,MASS_7e62fdab70e0,nisaznsa,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Negative,0.4922966295149324,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,133;15;16;182;184;86,6.0,Multiple shared-video contexts only,True,6.0,0.0,0.0,0.0,0.0,6.0,Ambiguous HCC Association,
MASS_3614be8db1f6,MASS_3614be8db1f6,nisca2902,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.937782556776774,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,17;206;34,3.0,Multiple shared-video contexts only,True,3.0,0.0,0.0,0.0,0.0,3.0,Ambiguous HCC Association,
MASS_392a446eb341,MASS_392a446eb341,nisey586,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.85096434437772,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,133;14;150;34;74,5.0,Multiple shared-video contexts only,True,5.0,0.0,0.0,0.0,0.0,5.0,Ambiguous HCC Association,
MASS_e46e91db1aa5,MASS_e46e91db1aa5,nisfihanni,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.5922453416476922,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,48;52;53;62,4.0,Multiple shared-video contexts only,True,4.0,0.0,0.0,0.0,0.0,4.0,Ambiguous HCC Association,
MASS_7d9d1cb07fee,MASS_7d9d1cb07fee,nisha.gehenna,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Negative,0.5309978896410016,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,150;16;99,3.0,Multiple shared-video contexts only,True,3.0,0.0,0.0,0.0,0.0,3.0,Ambiguous HCC Association,
MASS_6e94678ae9a0,MASS_6e94678ae9a0,nishalubis123,Mass Actor,,False,False,,,False,False,,False,Outside LCN,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,Negative,0.5848641560486847,Daviena,Daviena,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Temporal Association,Unique Temporal Association,34,14;20;34,3.0,Unique temporal mass comment count,False,3.0,0.0,2.0,2.0,4.0,7.0,Insufficient Text,Neutral
MASS_8ebca5fd6b0f,MASS_8ebca5fd6b0f,nisloro2,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.4916534406706548,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,133;15;16;182;184;86,6.0,Multiple shared-video contexts only,True,6.0,0.0,0.0,0.0,0.0,6.0,Ambiguous HCC Association,
MASS_b7592b4d68ba,MASS_b7592b4d68ba,nismass148,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.7877365338703128,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,133;14;150;34;74,5.0,Multiple shared-video contexts only,True,5.0,0.0,0.0,0.0,0.0,5.0,Ambiguous HCC Association,
MASS_316aea502ad6,MASS_316aea502ad6,nispunnuril0,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.933555831364949,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,48;52;53;62,4.0,Multiple shared-video contexts only,True,4.0,0.0,0.0,0.0,0.0,4.0,Ambiguous HCC Association,
MASS_064f27905fbe,MASS_064f27905fbe,nisrinaslwa,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.4876759566900857,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,205;5,2.0,Multiple shared-video contexts only,True,2.0,0.0,0.0,0.0,0.0,2.0,Ambiguous HCC Association,
MASS_b588a3765b3b,MASS_b588a3765b3b,nissa_baim,Mass Actor,,False,False,,,False,False,,False,Outside LCN,5.0,4.0,0.0,3.0,1.0,0.0,0.75,0.25,Neutral,0.5425318527765732,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Neutral Engagement,Low,True,Sufficient comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,14;20;34,3.0,Multiple shared-video contexts only,True,3.0,0.0,0.0,0.0,0.0,3.0,Ambiguous HCC Association,
MASS_0a3a6f5e03c4,MASS_0a3a6f5e03c4,nissaa_l,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.8038196303894659,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,116;205;46;5,4.0,Multiple shared-video contexts only,True,4.0,0.0,0.0,0.0,0.0,4.0,Ambiguous HCC Association,
MASS_21323301b092,MASS_21323301b092,nissaak08,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.4720294794410793,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,133;14;150;34;74,5.0,Multiple shared-video contexts only,True,5.0,0.0,0.0,0.0,0.0,5.0,Ambiguous HCC Association,
MASS_070df33f9e81,MASS_070df33f9e81,nissaanissa49,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.642250304082395,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,1;150;86;90,4.0,Multiple shared-video contexts only,True,4.0,0.0,0.0,0.0,0.0,4.0,Ambiguous HCC Association,
MASS_211a3ff05b12,MASS_211a3ff05b12,nissafuji9,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Negative,0.8926075087979228,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,14;20;34,3.0,Multiple shared-video contexts only,True,3.0,0.0,0.0,0.0,0.0,3.0,Ambiguous HCC Association,
MASS_5023060b73c0,MASS_5023060b73c0,nisya0107,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.738881496005836,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,133;14;150;34;74,5.0,Multiple shared-video contexts only,True,5.0,0.0,0.0,0.0,0.0,5.0,Ambiguous HCC Association,
MASS_5954c1b22a97,MASS_5954c1b22a97,nisya_169,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.7813642150179734,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,133;14;150;34;74,5.0,Multiple shared-video contexts only,True,5.0,0.0,0.0,0.0,0.0,5.0,Ambiguous HCC Association,
MASS_94106032b49d,MASS_94106032b49d,nit_dump,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.4876759566900857,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,150;16;99,3.0,Multiple shared-video contexts only,True,3.0,0.0,0.0,0.0,0.0,3.0,Ambiguous HCC Association,
MASS_0f4f98ebd200,MASS_0f4f98ebd200,nita.cynk,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.8012610621495108,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,133;14;150;34;74,5.0,Multiple shared-video contexts only,True,5.0,0.0,0.0,0.0,0.0,5.0,Ambiguous HCC Association,
MASS_c1913ac200aa,MASS_c1913ac200aa,nita.lestari28,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.7706414162417485,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,133;14;150;34;74,5.0,Multiple shared-video contexts only,True,5.0,0.0,0.0,0.0,0.0,5.0,Ambiguous HCC Association,
MASS_5ce2ed410317,MASS_5ce2ed410317,nita.nyitt,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Negative,0.5040669187293727,Daviena,Daviena,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Single Shared-Video Context,20,20,1.0,Single shared-video context only,False,1.0,0.0,0.0,0.0,0.0,1.0,Context Only,Neutral
MASS_5264adc7f5dc,MASS_5264adc7f5dc,nita.sitohang,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.6027416694654741,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,14;20;34,3.0,Multiple shared-video contexts only,True,3.0,0.0,0.0,0.0,0.0,3.0,Ambiguous HCC Association,
MASS_3d796623e286,MASS_3d796623e286,nita.ziza,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.4546295931244238,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,14;20;40,3.0,Multiple shared-video contexts only,True,3.0,0.0,0.0,0.0,0.0,3.0,Ambiguous HCC Association,
MASS_396166ac4b67,MASS_396166ac4b67,nita14082,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Negative,0.5215809108826266,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,14;20;34,3.0,Multiple shared-video contexts only,True,3.0,0.0,0.0,0.0,0.0,3.0,Ambiguous HCC Association,
MASS_62003760b4b7,MASS_62003760b4b7,nita17562,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Negative,0.446805370612421,Daviena,Daviena,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Temporal Association,Unique Temporal Association,34,14;20;34,3.0,Unique temporal mass comment count,False,3.0,0.0,1.0,1.0,2.0,5.0,Insufficient Text,Neutral
MASS_064b7a4ed922,MASS_064b7a4ed922,nita18079124361897,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Positive,0.6195030653193294,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,14;20;34,3.0,Multiple shared-video contexts only,True,3.0,0.0,0.0,0.0,0.0,3.0,Ambiguous HCC Association,
MASS_4e395406c40d,MASS_4e395406c40d,nita24628,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.5248270544561616,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,14;20;34,3.0,Multiple shared-video contexts only,True,3.0,0.0,0.0,0.0,0.0,3.0,Ambiguous HCC Association,
MASS_5fd3f6b56007,MASS_5fd3f6b56007,nita26654,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.778725402234197,Daviena,Daviena,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Single Shared-Video Context,20,20,1.0,Single shared-video context only,False,1.0,0.0,0.0,0.0,0.0,1.0,Context Only,Neutral
MASS_0f3c5d0db9bf,MASS_0f3c5d0db9bf,nita87405,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Negative,0.7115182464753358,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,112;150;43;46,4.0,Multiple shared-video contexts only,True,4.0,0.0,0.0,0.0,0.0,4.0,Ambiguous HCC Association,
MASS_b9c70e350a05,MASS_b9c70e350a05,nita_rosalina06,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Negative,0.5609015278203668,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,17;206;34,3.0,Multiple shared-video contexts only,True,3.0,0.0,0.0,0.0,0.0,3.0,Ambiguous HCC Association,
MASS_a3b3474dd4b7,MASS_a3b3474dd4b7,nitaa69__,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.848275114362508,Maryame,Maryame,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Temporal Association,Unique Temporal Association,150,133;14;150;34;74,5.0,Unique temporal mass comment count,False,5.0,0.0,1.0,2.0,2.0,7.0,Insufficient Text,Neutral
MASS_a834c198e2f9,MASS_a834c198e2f9,nitaaaa191100,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,0.0,0.0,0.0,0.0,,,,No evaluable sentiment,0.377597848911639,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,No valid text,Shared-Video Context Only,Multiple / Ambiguous HCC,,48;52;53;62,4.0,Multiple shared-video contexts only,True,4.0,0.0,0.0,0.0,0.0,4.0,Ambiguous HCC Association,
MASS_1aca0525b47d,MASS_1aca0525b47d,nitaaaa_369,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.7900209477842279,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,133;14;150;34;74,5.0,Multiple shared-video contexts only,True,5.0,0.0,0.0,0.0,0.0,5.0,Ambiguous HCC Association,
MASS_8875d5815a26,MASS_8875d5815a26,nitaanjani123,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.7675506376647171,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,17;18;181;52;86,5.0,Multiple shared-video contexts only,True,5.0,0.0,0.0,0.0,0.0,5.0,Ambiguous HCC Association,
MASS_811b87b9b2e7,MASS_811b87b9b2e7,nitaarnita21,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.6938310567050807,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,130;17,2.0,Multiple shared-video contexts only,True,2.0,0.0,0.0,0.0,0.0,2.0,Ambiguous HCC Association,
MASS_1dc09810c23e,MASS_1dc09810c23e,nitaarsitasihombing,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Negative,0.5988631810397469,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,1;50;58,3.0,Multiple shared-video contexts only,True,3.0,0.0,0.0,0.0,0.0,3.0,Ambiguous HCC Association,
MASS_75c93e4e12c1,MASS_75c93e4e12c1,nitadiana6,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Negative,0.7069631720176031,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,14;20;34,3.0,Multiple shared-video contexts only,True,3.0,0.0,0.0,0.0,0.0,3.0,Ambiguous HCC Association,
MASS_cce6d18d484b,MASS_cce6d18d484b,nitaelfitri,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.7163043624265917,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,113;20;62,3.0,Multiple shared-video contexts only,True,3.0,0.0,0.0,0.0,0.0,3.0,Ambiguous HCC Association,
MASS_3d7253e0c103,MASS_3d7253e0c103,nitamha,Mass Actor,,False,False,,,False,False,,False,Outside LCN,2.0,2.0,1.0,0.0,1.0,0.5,0.0,0.5,Negative,0.5032642352827439,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,17;2;20;48,4.0,Multiple shared-video contexts only,True,4.0,0.0,0.0,0.0,0.0,4.0,Ambiguous HCC Association,
MASS_4579d368c7f6,MASS_4579d368c7f6,nitanita9171,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.6039471011324469,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,18;62,2.0,Multiple shared-video contexts only,True,2.0,0.0,0.0,0.0,0.0,2.0,Ambiguous HCC Association,
MASS_c95f8984422e,MASS_c95f8984422e,nitanitnot_11,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,Positive,0.8877600959308796,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Temporal Association,Multiple / Ambiguous HCC,,133;14;150;34;74,5.0,Temporal association tie,True,5.0,0.0,2.0,5.0,4.0,9.0,Ambiguous HCC Association,
MASS_d63070e46047,MASS_d63070e46047,nitaradensurya,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.6728463330560764,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,133;14;150;34;74,5.0,Multiple shared-video contexts only,True,5.0,0.0,0.0,0.0,0.0,5.0,Ambiguous HCC Association,
MASS_0a1e8c636454,MASS_0a1e8c636454,nitasari_11,Mass Actor,,False,False,,,False,False,,False,Outside LCN,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Neutral,0.8616255398093221,,,Associated HCC Brand Context,primary associated HCC brand context,Medium,,,,,0,None,,Insufficient Text,None,False,Fewer than 3 valid comments,Shared-Video Context Only,Multiple / Ambiguous HCC,,133;14;150;34;74,5.0,Multiple shared-video contexts only,True,5.0,0.0,0.0,0.0,0.0,5.0,Ambiguous HCC Association,
