Id,Label,Source,Target,Type,Weight,edge_weight_raw,edge_visual_weight,edge_confidence_rank,edge_visual_opacity,edge_type,original_edge_type,is_ambiguous_assignment,is_ambiguous_association,raw_account_count,fractional_account_count,shared_video_count,shared_video_context_count,verified_direct_interaction_count,temporal_mass_comment_count,temporal_pair_count,hcc_account_count,hcc_comment_count
E000175,Observed: HCC_47 -> MASS_HCC_47_Observed_Community_Mass_Temporal_Association_Neutral,HCC_47,MASS_HCC_47_Observed_Community_Mass_Temporal_Association_Neutral,Directed,3.0,3.0,1.3862943611198906,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,3,3.0,3,3.0,0,3,10,0.0,0.0
E000176,Ambiguous: HCC_48 -> MASS_HCC_48_Ambiguous_Community_Mass_Association_Negative,HCC_48,MASS_HCC_48_Ambiguous_Community_Mass_Association_Negative,Directed,28.989657564657563,28.989657564657563,3.4008525743782076,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,123,28.989657564657563,123,123.0,0,0,0,0.0,0.0
E000177,Ambiguous: HCC_48 -> MASS_HCC_48_Ambiguous_Community_Mass_Association_Neutral,HCC_48,MASS_HCC_48_Ambiguous_Community_Mass_Association_Neutral,Directed,201.2107331394096,201.2107331394096,5.30931038697486,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,832,201.2107331394096,833,833.0,0,0,0,0.0,0.0
E000178,Ambiguous: HCC_48 -> MASS_HCC_48_Ambiguous_Community_Mass_Association_No_text,HCC_48,MASS_HCC_48_Ambiguous_Community_Mass_Association_No_text,Directed,16.433333333333334,16.433333333333334,2.8583840824027678,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,64,16.433333333333334,64,64.0,0,0,0,0.0,0.0
E000179,Ambiguous: HCC_48 -> MASS_HCC_48_Ambiguous_Community_Mass_Association_Positive,HCC_48,MASS_HCC_48_Ambiguous_Community_Mass_Association_Positive,Directed,19.128968253968253,19.128968253968253,3.0021599841885465,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,75,19.128968253968253,75,75.0,0,0,0,0.0,0.0
E000180,Observed: HCC_48 -> MASS_HCC_48_Observed_Community_Mass_Temporal_Association_Negative,HCC_48,MASS_HCC_48_Observed_Community_Mass_Temporal_Association_Negative,Directed,1.0,1.0,0.6931471805599453,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,1,1.0,1,1.0,0,1,1,0.0,0.0
E000181,Observed: HCC_48 -> MASS_HCC_48_Observed_Community_Mass_Temporal_Association_Neutral,HCC_48,MASS_HCC_48_Observed_Community_Mass_Temporal_Association_Neutral,Directed,8.0,8.0,2.1972245773362196,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,8,8.0,9,9.0,0,8,38,0.0,0.0
E000182,Ambiguous: HCC_5 -> MASS_HCC_5_Ambiguous_Community_Mass_Association_Negative,HCC_5,MASS_HCC_5_Ambiguous_Community_Mass_Association_Negative,Directed,26.311818736818736,26.311818736818736,3.307319529270349,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,95,26.311818736818736,100,100.0,0,0,0,0.0,0.0
E000183,Ambiguous: HCC_5 -> MASS_HCC_5_Ambiguous_Community_Mass_Association_Neutral,HCC_5,MASS_HCC_5_Ambiguous_Community_Mass_Association_Neutral,Directed,303.1780847008169,303.1780847008169,5.717613334826388,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,1168,303.1780847008169,1279,1279.0,0,0,0,0.0,0.0
E000184,Ambiguous: HCC_5 -> MASS_HCC_5_Ambiguous_Community_Mass_Association_No_text,HCC_5,MASS_HCC_5_Ambiguous_Community_Mass_Association_No_text,Directed,11.95,11.95,2.5610957881455465,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,38,11.95,38,38.0,0,0,0,0.0,0.0
