mass_username,hcc_id,shared_video_count,direct_reply_count,temporal_after_count,min_minutes_after_hcc,association_score,is_primary_association,mass_replies_to_hcc_count,hcc_replies_to_mass_count,median_minutes_after_hcc
cendolsegoro,14,1,0,0,,1,True,0,0,
wien15246,14,1,0,0,,1,True,0,0,
rhobydhani88,14,1,0,0,,1,True,0,0,
yulianatuaboro,14,1,0,0,,1,True,0,0,
senengpecel,14,1,0,0,,1,True,0,0,
star_kinoy,14,1,0,0,,1,True,0,0,
roxy9595,14,1,0,0,,1,True,0,0,
mamamia3705,14,1,0,0,,1,True,0,0,
hkmhnrhsnh,14,1,0,0,,1,True,0,0,
mastio89,14,1,0,0,,1,True,0,0,
nanangchannelmain,14,1,0,0,,1,True,0,0,
anditenriritarita,14,1,0,0,,1,True,0,0,
cut_030,14,1,0,0,,1,True,0,0,
keyytta,14,1,0,0,,1,True,0,0,
abcdfyou008,14,1,0,0,,1,True,0,0,
akuwongmbolang,14,1,0,0,,1,True,0,0,
yohana84_,14,1,0,0,,1,True,0,0,
puspa_saragih,14,1,0,0,,1,True,0,0,
zhapride94,14,1,0,0,,1,True,0,0,
vayana.rise,14,1,0,0,,1,True,0,0,
kikyzubir,14,1,0,0,,1,True,0,0,
limga03,14,1,0,0,,1,True,0,0,
insanilaufa,14,1,0,0,,1,True,0,0,
ebhyhamdani,14,1,0,0,,1,True,0,0,
thikarustandi,14,1,0,0,,1,True,0,0,
mayyaja86,14,1,0,0,,1,True,0,0,
tanjungtvshop,14,1,0,0,,1,True,0,0,
tutdelmairo1422,14,1,0,0,,1,True,0,0,
wanitatangguh972,14,1,0,0,,1,True,0,0,
29nonaaa,14,1,0,0,,1,True,0,0,
sarilenggono,14,1,0,0,,1,True,0,0,
chenyuanthing88,14,1,0,0,,1,True,0,0,
ayay711,14,1,0,0,,1,True,0,0,
valentinedindaa,14,1,0,0,,1,True,0,0,
agisselin,14,1,0,0,,1,True,0,0,
wiethove,14,1,0,0,,1,True,0,0,
anah38633,14,1,0,0,,1,True,0,0,
bmw.white28,14,1,0,0,,1,True,0,0,
ricobambang0,14,1,0,0,,1,True,0,0,
tiwitiwi696,14,1,0,0,,1,True,0,0,
zodiakleo406,14,1,0,0,,1,True,0,0,
angelflower_1984,14,1,0,0,,1,True,0,0,
abang_jono25,14,1,0,0,,1,True,0,0,
rorona779,14,1,0,0,,1,True,0,0,
sitimuzayyanah38,14,1,0,0,,1,True,0,0,
loreal095,14,1,0,0,,1,True,0,0,
abby.gk5,14,1,0,0,,1,True,0,0,
life_boy111,14,1,0,0,,1,True,0,0,
2rt_maxxboy,14,1,0,0,,1,True,0,0,
andre.rdv,14,1,0,0,,1,True,0,0,
rinijweh,14,1,0,0,,1,True,0,0,
mayasaribakti67,14,1,0,0,,1,True,0,0,
sabila_muliadi,14,1,0,0,,1,True,0,0,
hiiiitsmeeh,14,1,0,0,,1,True,0,0,
mealfi_78,14,1,0,0,,1,True,0,0,
chefthedy,14,1,0,0,,1,True,0,0,
ayla.furnihome,14,1,0,0,,1,True,0,0,
ranty_86,14,1,0,0,,1,True,0,0,
upiwpiww,14,1,0,0,,1,True,0,0,
ddddd_617,14,1,0,0,,1,True,0,0,
santisrim,14,1,0,0,,1,True,0,0,
1ccccoc,14,1,0,0,,1,True,0,0,
kiandratama,14,1,0,0,,1,True,0,0,
ndraaa465,14,1,0,0,,1,True,0,0,
rosspolan,14,1,0,0,,1,True,0,0,
surya_fatih,14,1,0,0,,1,True,0,0,
cacacacaca825,14,1,0,0,,1,True,0,0,
nadyayustiany.56,14,1,0,0,,1,True,0,0,
kuota_unlimited80,14,1,0,0,,1,True,0,0,
anotherhellsky,14,1,0,0,,1,True,0,0,
mie4yambakso7,14,1,0,0,,1,True,0,0,
firstlilyyyyy,14,1,0,0,,1,True,0,0,
oktoberofficial4263,14,1,0,0,,1,True,0,0,
coffeelate24,14,1,0,0,,1,True,0,0,
_halfofmee,14,1,0,0,,1,True,0,0,
windarti33,14,1,0,0,,1,True,0,0,
wiwin.azkanuha,14,1,0,0,,1,True,0,0,
doyok_422,14,1,0,0,,1,True,0,0,
juni_068,14,1,0,0,,1,True,0,0,
afika_wulandari8,14,1,0,0,,1,True,0,0,
kosliydiavee,14,1,0,0,,1,True,0,0,
edithraharjo,14,1,0,0,,1,True,0,0,
capricorngirls._0,14,1,0,0,,1,True,0,0,
din.lois,14,1,0,0,,1,True,0,0,
nurjannah5435,14,1,0,0,,1,True,0,0,
achabars,14,1,0,0,,1,True,0,0,
momy_zulfa,14,1,0,0,,1,True,0,0,
phafiyya,14,1,0,0,,1,True,0,0,
ghydhjjmvghfsz7,14,1,0,0,,1,True,0,0,
meity16yd,14,1,0,0,,1,True,0,0,
cancer.03818,14,1,0,0,,1,True,0,0,
ernalistyawati6,14,1,0,0,,1,True,0,0,
ramadhannur00,14,1,0,0,,1,True,0,0,
user3614455496106,14,1,0,0,,1,True,0,0,
waty_angger,14,1,0,0,,1,True,0,0,
yaho_com123,14,1,0,0,,1,True,0,0,
queenvictoriainsosusi,14,1,0,0,,1,True,0,0,
asyifado,14,1,0,0,,1,True,0,0,
user9384311361,14,1,0,0,,1,True,0,0,
mesya03903,14,1,0,0,,1,True,0,0,
qahtan_gk5,14,1,0,0,,1,True,0,0,
farizadham3101,14,1,0,0,,1,True,0,0,
lukman5068,14,1,0,0,,1,True,0,0,
tiominarsimanjuntak,14,1,0,0,,1,True,0,0,
putridwiya20,14,1,0,0,,1,True,0,0,
glowhunter_cp3982,14,1,0,0,,1,False,0,0,
bang_jak4,14,1,0,0,,1,True,0,0,
arvndk,14,1,0,0,,1,True,0,0,
rosalina280423,14,1,0,0,,1,True,0,0,
suki.sakana,14,1,0,0,,1,True,0,0,
rosaliyagustina,14,1,0,0,,1,True,0,0,
rohdaan,14,1,0,0,,1,True,0,0,
auuliasuci,14,1,0,0,,1,True,0,0,
amih.safaraz.shanum,14,1,0,0,,1,True,0,0,
arkarama67,14,1,0,0,,1,True,0,0,
miaayu97,14,1,0,0,,1,True,0,0,
esaaaaa213,14,1,0,0,,1,True,0,0,
thomy_saputra7,14,1,0,0,,1,True,0,0,
elfisyulincepasal,14,1,0,0,,1,True,0,0,
220718la,14,1,0,0,,1,True,0,0,
rara77128,14,1,0,0,,1,True,0,0,
cellio20,14,1,0,0,,1,True,0,0,
syg_allah,14,1,0,0,,1,True,0,0,
mila78665,14,1,0,0,,1,True,0,0,
juniapratiwi06,14,1,0,0,,1,True,0,0,
moms_una,14,1,0,0,,1,True,0,0,
mifndut0,14,1,0,0,,1,True,0,0,
zulfaidaasyifa,14,1,0,0,,1,True,0,0,
kailanmiu3,14,1,0,0,,1,True,0,0,
ria.alimuddin0205,14,1,0,0,,1,True,0,0,
baking.cooking88,14,1,0,0,,1,True,0,0,
sahrul1886.com,14,1,0,0,,1,True,0,0,
viee_rahayu,14,1,0,0,,1,True,0,0,
chagiyya2,14,1,0,0,,1,True,0,0,
_wardanidita02,14,1,0,0,,1,True,0,0,
susan022444,14,1,0,0,,1,True,0,0,
anandamt1,14,1,0,0,,1,True,0,0,
zihanfatimah952,14,1,0,0,,1,True,0,0,
azlynazlyn,14,1,0,0,,1,True,0,0,
gessyya1,14,1,0,0,,1,True,0,0,
dito_putra02,14,1,0,0,,1,True,0,0,
user2458666232030,14,1,0,0,,1,True,0,0,
wan20836,14,1,0,0,,1,True,0,0,
_gemoyy5,14,1,0,0,,1,True,0,0,
bgp503,14,1,0,0,,1,True,0,0,
tiaraafrr_,14,1,0,0,,1,True,0,0,
mamh.setya10,14,1,0,0,,1,True,0,0,
amymalivalaya,14,1,0,0,,1,False,0,0,
husaen0512,14,1,0,0,,1,True,0,0,
hasnah42,14,1,0,0,,1,True,0,0,
donirahmadi0,14,1,0,0,,1,True,0,0,
tiktoksecurity264,14,1,0,0,,1,True,0,0,
queenbeecrazy32,14,1,0,0,,1,True,0,0,
devi_yuliant26,14,1,0,0,,1,True,0,0,
riskasariyanti5,14,1,0,0,,1,True,0,0,
erentsaja08,14,1,0,0,,1,True,0,0,
buecaca885,14,1,0,0,,1,True,0,0,
daniseseptiadi,14,1,0,0,,1,True,0,0,
iffapfo,14,1,0,0,,1,True,0,0,
athdiefabri,14,1,0,0,,1,True,0,0,
gujiku_mandirideveloper,14,1,0,0,,1,True,0,0,
ragusaltare,14,1,0,0,,1,True,0,0,
kynara_anjani,14,1,0,0,,1,True,0,0,
rizkiabaas,14,1,0,0,,1,True,0,0,
ykiahmr,14,1,0,0,,1,True,0,0,
d.dinchaaa,14,1,0,0,,1,True,0,0,
notname8924,14,2,0,0,,2,True,0,0,
seganmonday,14,1,0,0,,1,True,0,0,
pandablue95,14,1,0,0,,1,True,0,0,
miasanthi,14,1,0,0,,1,True,0,0,
skinclub_cp2088,14,1,0,0,,1,False,0,0,
anton.hari.wibowo,14,1,0,0,,1,True,0,0,
ferdys4mb0,14,1,0,0,,1,True,0,0,
imran_ganteng777,14,1,0,0,,1,True,0,0,
nenktikaheriani,14,1,0,0,,1,True,0,0,
fdstress,14,1,0,0,,1,True,0,0,
febri.ristiawan,14,1,0,0,,1,True,0,0,
farahlovly_87,14,1,0,0,,1,True,0,0,
takal1002,14,1,0,0,,1,True,0,0,
keok1236,14,1,0,0,,1,True,0,0,
akun_jualbeli,14,1,0,0,,1,True,0,0,
ayusman_surya,14,1,0,0,,1,True,0,0,
stepanolopulalang,14,1,0,0,,1,True,0,0,
jalurlangit.149,14,1,0,0,,1,True,0,0,
luislisa0306,14,1,0,0,,1,True,0,0,
plumhazell,14,1,0,0,,1,True,0,0,
805580y5,14,1,0,0,,1,True,0,0,
merisaolin,14,1,0,0,,1,True,0,0,
syifaarsyilla92,14,1,0,0,,1,True,0,0,
hii_shfgg,14,1,0,0,,1,True,0,0,
merpati_putih353,14,1,0,0,,1,True,0,0,
sugarc0mbs_,14,1,0,0,,1,True,0,0,
nita14082,14,1,0,0,,1,True,0,0,
bonntoss,14,1,0,0,,1,True,0,0,
anscuaja,14,1,0,0,,1,True,0,0,
bunisaa,14,1,0,0,,1,True,0,0,
salman_marzuki,14,1,0,0,,1,True,0,0,
bitjhme,14,1,0,0,,1,True,0,0,
aguarius.user82,14,1,0,0,,1,True,0,0,
selvia19712,14,1,0,0,,1,True,0,0,
hagihendardi_1999,14,1,0,0,,1,True,0,0,
ceritanimong,14,1,0,0,,1,True,0,0,
tami.hira,14,1,0,0,,1,True,0,0,
pacarpapahmudek,14,1,0,0,,1,True,0,0,
mrs.arnisaa,14,1,0,0,,1,True,0,0,
biluttt8,14,1,0,0,,1,True,0,0,
belokkirigais,14,1,0,0,,1,True,0,0,
katamu787,14,1,0,0,,1,True,0,0,
dinda.mim,14,1,0,0,,1,True,0,0,
watcher348,14,1,0,0,,1,True,0,0,
denyy.95,14,1,0,0,,1,True,0,0,
qeyori30,14,1,0,0,,1,True,0,0,
king_jazz81,14,1,0,0,,1,True,0,0,
juliaandriani416,14,1,0,0,,1,True,0,0,
halosayangku23,14,1,0,0,,1,True,0,0,
yef9484,14,1,0,0,,1,True,0,0,
aisyahputri.putri3,14,1,0,0,,1,True,0,0,
annamargarethagin,14,1,0,0,,1,True,0,0,
dodcareyy,14,1,0,0,,1,True,0,0,
reviewjujur_cp3956,14,1,0,0,,1,False,0,0,
nadia28l8,14,1,0,0,,1,True,0,0,
nur.hasni44,14,1,0,0,,1,True,0,0,
susan_mbem,14,1,0,0,,1,True,0,0,
bgh013,14,1,0,0,,1,True,0,0,
cantik_ip6260,14,1,0,0,,1,False,0,0,
user2859806797378,14,1,0,0,,1,True,0,0,
peppiilimaameii,14,1,0,0,,1,True,0,0,
1212_tiktok,14,1,0,0,,1,True,0,0,
yyhmdn,14,1,0,0,,1,True,0,0,
yulyana_1893,14,1,0,0,,1,True,0,0,
wienda212,14,1,0,0,,1,True,0,0,
desiasma20,14,1,0,0,,1,True,0,0,
indah08permatasari,14,1,0,0,,1,True,0,0,
valenara42,14,1,0,0,,1,True,0,0,
bmsmusicstore,14,1,0,0,,1,True,0,0,
maretaa_33,14,1,0,0,,1,True,0,0,
pohonkapuk3,14,1,0,0,,1,True,0,0,
pujiastati3,14,1,0,0,,1,True,0,0,
pinkgirlsweet4,14,1,0,0,,1,True,0,0,
indrabanten,14,1,0,0,,1,True,0,0,
tiiakus,14,1,0,0,,1,True,0,0,
melon_labu,14,1,0,0,,1,True,0,0,
koboy_97,14,1,0,0,,1,True,0,0,
delixouf47a,14,1,0,0,,1,True,0,0,
anugrahbanyusetyaa,14,1,0,0,,1,True,0,0,
hahahihiia_,14,1,0,0,,1,True,0,0,
tyna.muksir,14,1,0,0,,1,True,0,0,
anita.ashila12,14,1,0,0,,1,True,0,0,
yulissd2,14,1,0,0,,1,True,0,0,
c.comdekyou,14,1,0,0,,1,True,0,0,
bolukukus357,14,1,0,0,,1,True,0,0,
nazwasalsabila381,14,1,0,0,,1,True,0,0,
revalina1784,14,1,0,0,,1,True,0,0,
septikasitumeang,14,1,0,0,,1,True,0,0,
yantijayanti24,14,1,0,0,,1,True,0,0,
laundrykirananew,14,1,0,0,,1,True,0,0,
..ftr8,14,1,0,0,,1,True,0,0,
sakha25haikal1,14,1,0,0,,1,True,0,0,
monica919,14,1,0,0,,1,True,0,0,
ritaagustina235,14,1,0,0,,1,True,0,0,
ifawidiyaningsih1,14,1,0,0,,1,True,0,0,
jibhsinglemom,14,1,0,0,,1,True,0,0,
aries23037,14,1,0,0,,1,True,0,0,
cahayadewi_86,14,1,0,0,,1,True,0,0,
yunie_o,14,1,0,0,,1,True,0,0,
bocillnatamu,14,1,0,0,,1,True,0,0,
leokitty84,14,1,0,0,,1,True,0,0,
gagakmerah32,14,1,0,0,,1,True,0,0,
ania13665,14,1,0,0,,1,True,0,0,
nanakristina06,14,1,0,0,,1,True,0,0,
ndarialjabari,14,1,0,0,,1,True,0,0,
donaturutama1,14,1,0,0,,1,True,0,0,
fanysftrrr,14,1,0,0,,1,True,0,0,
raya68193,14,1,0,0,,1,True,0,0,
miracleeeeee96,14,1,0,0,,1,True,0,0,
bintangsagitarius11,14,1,0,0,,1,True,0,0,
user6368610577811,14,1,0,0,,1,True,0,0,
halo.me.ai,14,1,0,0,,1,True,0,0,
aahhaaayyy,14,1,0,0,,1,True,0,0,
mydiana28,14,1,0,0,,1,True,0,0,
sanggar_rapi,14,1,0,0,,1,True,0,0,
indraajja659,14,1,0,0,,1,True,0,0,
gandhaalvaro,14,1,0,0,,1,True,0,0,
0cta222,14,1,0,0,,1,True,0,0,
jio.tasya,14,1,0,0,,1,True,0,0,
mrs.tyas09,14,1,0,0,,1,True,0,0,
darmarowgan,14,1,0,0,,1,True,0,0,
wonkdxen9su,14,1,0,0,,1,True,0,0,
cucun77,14,1,0,0,,1,True,0,0,
nonem16.02,14,1,0,0,,1,True,0,0,
hetynya,14,1,0,0,,1,True,0,0,
megauarmyhope,14,1,0,0,,1,True,0,0,
lisa.gym06,14,1,0,0,,1,True,0,0,
28paintingcustom,14,1,0,0,,1,True,0,0,
_ririnastika98,14,1,0,0,,1,True,0,0,
krirkak,14,1,0,0,,1,True,0,0,
dena.2510,14,1,0,0,,1,True,0,0,
bamzjr01,14,1,0,0,,1,True,0,0,
may.sr30,14,1,0,0,,1,True,0,0,
diannvtasr7,14,1,0,0,,1,True,0,0,
agustinanadalestari,14,1,0,0,,1,True,0,0,
abubilqisazmi123,14,1,0,0,,1,True,0,0,
ay_ay.59,14,1,0,0,,1,True,0,0,
renita6057,14,1,0,0,,1,True,0,0,
nacitasaripardede6,14,1,0,0,,1,True,0,0,
tanialim_88,14,1,0,0,,1,True,0,0,
aierni123,14,1,0,0,,1,True,0,0,
karang_samudro,14,1,0,0,,1,True,0,0,
desysilfana,14,1,0,0,,1,True,0,0,
srikandhingapak,14,1,0,0,,1,True,0,0,
12dsbj,14,1,0,0,,1,True,0,0,
ciaqu8,14,1,0,0,,1,True,0,0,
whindi547,14,1,0,0,,1,True,0,0,
mr.punel,14,1,0,0,,1,True,0,0,
andiwijaya107,14,1,0,0,,1,True,0,0,
mafsweet,14,1,0,0,,1,True,0,0,
meyy190821,14,1,0,0,,1,True,0,0,
ppunkk97,14,1,0,0,,1,True,0,0,
imma_ratu,14,1,0,0,,1,True,0,0,
q4nn_queen,14,1,0,0,,1,True,0,0,
ambarawa_21,14,1,0,0,,1,True,0,0,
tari_kusuma99,14,1,0,0,,1,True,0,0,
sakura12075,14,1,0,0,,1,True,0,0,
bumber_angintimur,14,1,0,0,,1,True,0,0,
velyn_aninditta,14,1,0,0,,1,True,0,0,
cahaya.saajida,14,1,0,0,,1,True,0,0,
upik_atty1,14,1,0,0,,1,True,0,0,
matchalatteeee277,14,1,0,0,,1,True,0,0,
put1zzi,14,1,0,0,,1,True,0,0,
userlyybbb,14,1,0,0,,1,True,0,0,
arti_shei,14,1,0,0,,1,True,0,0,
tsuraya284,14,1,0,0,,1,True,0,0,
riirirnnn,14,1,0,0,,1,True,0,0,
ysugiarto75,14,1,0,0,,1,True,0,0,
zikry_yu,14,1,0,0,,1,True,0,0,
rina.melati20,14,1,0,0,,1,True,0,0,
sitorusaquarius1,14,1,0,0,,1,True,0,0,
jeny0694,14,1,0,0,,1,True,0,0,
zhulian..kentung.98,14,1,0,0,,1,True,0,0,
dp_1832,14,1,0,0,,1,True,0,0,
erinnsari,14,1,0,0,,1,True,0,0,
dewizerine,14,1,0,0,,1,True,0,0,
meypput,14,1,0,0,,1,True,0,0,
helmyyantisyah,14,1,0,0,,1,True,0,0,
miss.julie724,14,1,0,0,,1,True,0,0,
abrisamzidan02,14,1,0,0,,1,True,0,0,
znrswriii,14,1,0,0,,1,True,0,0,
mylilianaakoh,14,1,0,0,,1,True,0,0,
meyindriani20,14,1,0,0,,1,True,0,0,
immajhie07,14,1,0,0,,1,True,0,0,
iam_sara63,14,1,0,0,,1,True,0,0,
adzka.pratama79,14,1,0,0,,1,True,0,0,
user2280004568011,14,1,0,0,,1,True,0,0,
ftretw,14,1,0,0,,1,True,0,0,
pengembara.tiktok566,14,1,0,0,,1,True,0,0,
yiransayang,14,1,0,0,,1,True,0,0,
leennaaa._3,14,1,0,0,,1,True,0,0,
weduusssss,14,1,0,0,,1,True,0,0,
ayen23877,14,1,0,0,,1,True,0,0,
sellycicasonia,14,1,0,0,,1,True,0,0,
mitha8466,14,1,0,0,,1,True,0,0,
bq.sansan,14,1,0,0,,1,True,0,0,
oo.yank.feng.xia,14,1,0,0,,1,True,0,0,
coky21179,14,1,0,0,,1,True,0,0,
ulahana7,14,1,0,0,,1,True,0,0,
loraaaaaaaaaa4,14,1,0,0,,1,True,0,0,
mdnptr444_,14,1,0,0,,1,True,0,0,
wandiali1,14,1,0,0,,1,True,0,0,
re_swety,14,1,0,0,,1,True,0,0,
astutik1975_,14,1,0,0,,1,True,0,0,
mns9398,14,1,0,0,,1,True,0,0,
alex_tikurede,14,1,0,0,,1,True,0,0,
p1nkeukya_,14,1,0,0,,1,True,0,0,
betty.yulia3,14,1,0,0,,1,True,0,0,
opahop0,14,1,0,0,,1,True,0,0,
lusi.chii,14,1,0,0,,1,True,0,0,
alexabilowo2,14,1,0,0,,1,True,0,0,
ndry2280,14,1,0,0,,1,True,0,0,
skinclub_ip3840,14,1,0,0,,1,False,0,0,
rhaaa.5,14,1,0,0,,1,True,0,0,
emikohoshimi,14,1,0,0,,1,True,0,0,
goldapple1688,14,1,0,0,,1,True,0,0,
rianti1630,14,1,0,0,,1,True,0,0,
benzema.r.i,14,1,0,0,,1,True,0,0,
mami.phony,14,1,0,0,,1,True,0,0,
mirnadyah,14,1,0,0,,1,True,0,0,
enchan07a,14,1,0,0,,1,True,0,0,
sussie337,14,1,0,0,,1,True,0,0,
exebiahou,14,1,0,0,,1,True,0,0,
ayam_gagah,14,1,0,0,,1,True,0,0,
ainatul026,14,1,0,0,,1,True,0,0,
_menyot_11,14,1,0,0,,1,True,0,0,
veroow01,14,1,0,0,,1,True,0,0,
emizidi,14,1,0,0,,1,True,0,0,
19ye.o,14,1,0,0,,1,True,0,0,
momsrefanrezky,14,1,0,0,,1,True,0,0,
kkgho_,14,1,0,0,,1,True,0,0,
_bn.sj1985,14,1,0,0,,1,True,0,0,
sail_perdanna,14,1,0,0,,1,True,0,0,
suha0937,14,1,0,0,,1,True,0,0,
s.killa.pandy,14,1,0,0,,1,False,0,0,
liedareza02,14,1,0,0,,1,False,0,0,
aurapratiwi36,14,1,0,0,,1,False,0,0,
fera9205,14,1,0,0,,1,False,0,0,
dinifazry,14,1,0,0,,1,False,0,0,
imyaaa.05,14,1,0,0,,1,False,0,0,
bellasaputri_12345,14,1,0,0,,1,False,0,0,
deajengkenes,14,1,0,0,,1,False,0,0,
terserah_485,14,1,0,0,,1,False,0,0,
azizah.mungil,14,1,0,0,,1,False,0,0,
giizthaseptianisa,14,1,0,0,,1,False,0,0,
andreiazqieeattaulani,14,1,0,0,,1,True,0,0,
riskaelinda1812,14,1,0,0,,1,True,0,0,
jejejuly1,14,1,0,0,,1,True,0,0,
arka26556,14,1,0,0,,1,True,0,0,
yunidiopurwa,14,1,0,0,,1,True,0,0,
gempiiy22,14,1,0,0,,1,False,0,0,
haneefa.raa,14,1,0,0,,1,True,0,0,
putri_ayra2009,14,1,0,0,,1,True,0,0,
skinclub_ip7219,14,1,0,0,,1,False,0,0,
keongracun999,14,1,0,0,,1,True,0,0,
softexganjelmen_77,14,1,0,0,,1,True,0,0,
ekapadang83,14,1,0,0,,1,True,0,0,
nanikdwi633,14,1,0,0,,1,True,0,0,
vanianath_,14,1,0,0,,1,True,0,0,
silviawulandari36,14,1,0,0,,1,True,0,0,
wooojacukkk21,14,1,0,0,,1,True,0,0,
lisnawidya8,14,1,0,0,,1,True,0,0,
user6551600348850,14,1,0,0,,1,True,0,0,
rindianitaa,14,1,0,0,,1,True,0,0,
user3610970433091,14,1,0,0,,1,True,0,0,
priethel.azahra,14,1,0,0,,1,True,0,0,
litlesmal,14,1,0,0,,1,True,0,0,
nlatipah791,14,1,0,0,,1,True,0,0,
aurelcinta78h56.m,14,1,0,0,,1,True,0,0,
mimisafitrifuad,14,1,0,0,,1,True,0,0,
mama.difa338,14,1,0,0,,1,True,0,0,
tika58839,14,1,0,0,,1,True,0,0,
rinimuliatiandry,14,1,0,0,,1,True,0,0,
dinadicta858,14,1,0,0,,1,True,0,0,
mentaya,14,1,0,0,,1,True,0,0,
racunfashion95,14,1,0,0,,1,True,0,0,
yensiulandari25,14,1,0,0,,1,True,0,0,
kanggabutz2912,14,1,0,0,,1,True,0,0,
mamabagasangga,14,1,0,0,,1,True,0,0,
meuttiaa,14,1,0,0,,1,True,0,0,
minars_142618,14,1,0,0,,1,True,0,0,
sapalatudosan,14,1,0,0,,1,True,0,0,
aisya251628,14,1,0,0,,1,True,0,0,
beautyaddict_ip8469,14,1,0,0,,1,True,0,0,
user2204968267698,14,1,0,0,,1,True,0,0,
ahid_miftah,14,1,0,0,,1,True,0,0,
leonuyy7,14,1,0,0,,1,True,0,0,
wongnyetrum,14,1,0,0,,1,True,0,0,
hety.zahra,14,1,0,0,,1,True,0,0,
mum123_one,14,1,0,0,,1,True,0,0,
_lindahutagalung74,14,1,0,0,,1,True,0,0,
syahputriyf,14,1,0,0,,1,True,0,0,
yuni18781,14,1,0,0,,1,True,0,0,
maydinapincessase,14,1,0,0,,1,True,0,0,
bunda.selvi26,14,1,0,0,,1,True,0,0,
aykoca1,14,1,0,0,,1,True,0,0,
iefa.latifah7,14,1,0,0,,1,True,0,0,
wulan.lp,14,1,0,0,,1,True,0,0,
borpasww,14,1,0,0,,1,True,0,0,
ibumilah8,14,1,0,0,,1,True,0,0,
riniashirayasmin,14,1,0,0,,1,True,0,0,
uushasanah04,14,1,0,0,,1,True,0,0,
chaliqulfi,14,1,0,0,,1,True,0,0,
mirnawatila,14,1,0,0,,1,True,0,0,
coomells,14,1,0,0,,1,True,0,0,
ayouzl,14,1,0,0,,1,True,0,0,
mimahope,14,1,0,0,,1,True,0,0,
nitta_nurmalla,14,1,0,0,,1,True,0,0,
ida_ari04,14,1,0,0,,1,True,0,0,
ariantysja,14,1,0,0,,1,True,0,0,
andriyaniz70,14,1,0,0,,1,True,0,0,
octanel067,14,1,0,0,,1,True,0,0,
user6322187974696,14,1,0,0,,1,True,0,0,
huan.nandar,14,1,0,0,,1,True,0,0,
cifera89,14,1,0,0,,1,True,0,0,
ramonsefriansya,14,1,0,0,,1,True,0,0,
alfaridwijaya,14,1,0,0,,1,True,0,0,
segotiwul2526,14,1,0,0,,1,True,0,0,
mutiara01_.khadijah,14,1,0,0,,1,True,0,0,
sorayaamira975,14,1,0,0,,1,True,0,0,
hpclorous,14,1,0,0,,1,True,0,0,
.machalatte_1212,14,1,0,0,,1,True,0,0,
indah.ajaah,14,1,0,0,,1,True,0,0,
yuliatin723,14,1,0,0,,1,True,0,0,
bidara05ayunda,14,1,0,0,,1,True,0,0,
qqtopan88,14,1,0,0,,1,True,0,0,
story.keela,14,1,0,0,,1,True,0,0,
cacaimoeth,14,1,0,0,,1,True,0,0,
entin0504,14,1,0,0,,1,True,0,0,
naira.shop1,14,1,0,0,,1,True,0,0,
skinclub_rp6181,14,3,0,0,,3,True,0,0,
liyaalan,14,1,0,0,,1,True,0,0,
febrikaltaratarakan,14,1,0,0,,1,True,0,0,
zelene221,14,1,0,0,,1,True,0,0,
dessyrosiyanti,14,1,0,0,,1,True,0,0,
djefri.hutapea,14,1,0,0,,1,True,0,0,
user5138884563869,14,1,0,0,,1,True,0,0,
kulitsehat_cp4388,14,1,0,0,,1,False,0,0,
idamankamu.nih,14,1,0,0,,1,True,0,0,
wiskaskuching,14,1,0,0,,1,True,0,0,
syabil4848,14,1,0,0,,1,True,0,0,
equitalupi,14,1,0,0,,1,True,0,0,
irmanurjnh_,14,1,0,0,,1,True,0,0,
wiwikumay,14,1,0,0,,1,True,0,0,
alam_824,14,1,0,0,,1,True,0,0,
happybless77,14,1,0,0,,1,True,0,0,
esdurensodap_,14,1,0,0,,1,True,0,0,
_bbe17__,14,1,0,0,,1,True,0,0,
orangsusahdek,14,1,0,0,,1,True,0,0,
mamiwzayn,14,1,0,0,,1,True,0,0,
itsyuni_____,14,1,0,0,,1,True,0,0,
user8310678081053,14,1,0,0,,1,True,0,0,
ebieaxis,14,1,0,0,,1,True,0,0,
aris.man677,14,1,0,0,,1,True,0,0,
mellsyaa08,14,1,0,0,,1,True,0,0,
sdm_m2,14,1,0,0,,1,True,0,0,
deasynataliany,14,1,0,0,,1,True,0,0,
hi911imonfire_,14,1,0,0,,1,True,0,0,
haerul.umam60,14,1,0,0,,1,True,0,0,
ulppamanukan,14,1,0,0,,1,True,0,0,
fitri_yuliana04,14,1,0,0,,1,True,0,0,
diyahcozyhaven,14,1,0,0,,1,True,0,0,
c3riwiz,14,1,0,0,,1,True,0,0,
widyaasmjtk,14,1,0,0,,1,True,0,0,
uchuermawati,14,1,0,0,,1,True,0,0,
ahmad_aminudin82,14,1,0,0,,1,True,0,0,
imriipa,14,1,0,0,,1,True,0,0,
firmanxqf,14,1,0,0,,1,True,0,0,
kiriokirei,14,1,0,0,,1,True,0,0,
irmaughi,14,1,0,0,,1,True,0,0,
citraanggrasilvia,14,1,0,0,,1,True,0,0,
noonadalgona,14,1,0,0,,1,True,0,0,
adriandmw,14,1,0,0,,1,True,0,0,
pinochio999,14,1,0,0,,1,True,0,0,
ani1212_lhokseumawe,14,1,0,0,,1,True,0,0,
daily.emelie,14,1,0,0,,1,True,0,0,
merahjambu940,14,1,0,0,,1,True,0,0,
qiply_7,14,1,0,0,,1,True,0,0,
nurhasanah24066,14,1,0,0,,1,True,0,0,
vidfiie_tttietass,14,1,0,0,,1,True,0,0,
