username_norm,username,mass_network_position,shared_hcc_video_count,n_hcc_accounts_shared_video,direct_reply_with_hcc_count,mass_replies_to_hcc_count,hcc_replies_to_mass_count,temporal_after_hcc_count,associated_hcc_count,mass_exposure_score,min_minutes_after_hcc,median_minutes_after_hcc,associated_hcc_ids,primary_associated_hcc,association_basis,mass_exposure_level,associated_hcc_brand_context
fourladiesss,fourladiesss,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
fourshez,fourshez,Outside LCN,1,19,0,0,0,0,4,1,,,17;52;132;205,17,Shared video context,Shared-Video Exposure,Maryame
fpiyyaaa,fpiyyaaa,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fprzkk,fprzkk,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
framdincantikkk,framdincantikkk,Outside LCN,1,15,0,0,0,1,4,3,5.533333333333333,5.533333333333333,50;54;63;103,103,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
franchi_67,franchi_67,Outside LCN,1,12,0,0,0,0,4,1,,,14;20;42;63,14,Shared video context,Shared-Video Exposure,Daviena
frank.oceanzz,frank.oceanzz,Outside LCN,1,24,0,0,0,0,6,1,,,14;15;17;18;49;191,14,Shared video context,Shared-Video Exposure,Daviena
fransisca.hutagal,fransisca.hutagal,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
fransiscafitri31,fransiscafitri31,Outside LCN,1,25,0,0,0,0,4,1,,,17;54;132;180,17,Shared video context,Shared-Video Exposure,Maryame
fransiska_0709,fransiska_0709,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
fransiskabhekti,fransiskabhekti,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
fransiskahemi,fransiskahemi,Outside LCN,3,40,0,0,0,0,10,3,,,1;14;20;34;45;48;52;60;113;150,1,Shared video context,Shared-Video Exposure,Daviena
fransiskusrintochang,fransiskusrintochang,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
frappuccino25,frappuccino25,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
frappuccinosbux,frappuccinosbux,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
frd_fajrianti,frd_fajrianti,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
frd_faridaa,frd_faridaa,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
frdzhfz,frdzhfz,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fre3dom3,fre3dom3,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
fredikavn,fredikavn,Outside LCN,1,21,0,0,0,0,4,1,,,45;48;113;150,45,Shared video context,Shared-Video Exposure,Maryame
fredy_athar08,fredy_athar08,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
freefiremaxx..01,freefiremaxx..01,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
freestrawberry3,freestrawberry3,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
freisckameilandar7,freisckameilandar7,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
frela81,frela81,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
frendilim8gmail.com,frendilim8gmail.com,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
freya0229,freya0229,Outside LCN,1,23,0,0,0,0,4,1,,,45;48;54;204,45,Shared video context,Shared-Video Exposure,Maryame
freya_tiktok06,freya_tiktok06,Outside LCN,1,11,0,0,0,0,2,1,,,17;132,17,Shared video context,Shared-Video Exposure,Maryame
frezahhhh_,frezahhhh_,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
frhma_ni,frhma_ni,Outside LCN,1,25,0,0,0,0,4,1,,,5;46;48;191,5,Shared video context,Shared-Video Exposure,The Originote
frida.kirana,frida.kirana,Outside LCN,1,9,0,0,0,0,3,1,,,17;34;206,17,Shared video context,Shared-Video Exposure,Maryame
fridayaks212,fridayaks212,Outside LCN,1,18,0,0,0,1,5,3,11.783333333333333,11.783333333333333,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
fridayy_00,fridayy_00,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
frilladista12_,frilladista12_,Outside LCN,1,19,0,0,0,0,4,1,,,1;17;52;113,1,Shared video context,Shared-Video Exposure,Daviena
frindaagustin_,frindaagustin_,Outside LCN,1,15,0,0,0,0,3,1,,,42;52;103,42,Shared video context,Shared-Video Exposure,Daviena
friscafrancilia,friscafrancilia,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
friscyl,friscyl,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
friska_318,friska_318,Outside LCN,1,18,0,0,0,1,5,3,0.3333333333333333,0.3333333333333333,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
friska_lubis,friska_lubis,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
friskaaiinfheroni,friskaaiinfheroni,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
friskabarusss,friskabarusss,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
friskakusdiana,friskakusdiana,Outside LCN,1,10,0,0,0,0,2,1,,,20;183,20,Shared video context,Shared-Video Exposure,Daviena
friskasitepu7,friskasitepu7,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
frismawati208,frismawati208,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fristika_mildya22,fristika_mildya22,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
fristycwekull,fristycwekull,Outside LCN,1,16,0,0,0,0,4,1,,,50;63;75;206,50,Shared video context,Shared-Video Exposure,Maryame
friyanti305,friyanti305,Outside LCN,1,21,0,0,0,0,4,1,,,45;48;113;150,45,Shared video context,Shared-Video Exposure,Maryame
frniyss,frniyss,Outside LCN,1,19,0,0,0,0,4,1,,,17;52;132;205,17,Shared video context,Shared-Video Exposure,Maryame
frogsxcn,frogsxcn,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
frommetoy0u,frommetoy0u,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
froxilatte_,froxilatte_,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
frozen_slime,frozen_slime,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
frshdwehy,frshdwehy,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
frskayu,frskayu,Outside LCN,1,21,0,0,0,0,5,1,,,52;60;75;103;168,52,Shared video context,Shared-Video Exposure,Daviena
frskjjj,frskjjj,Outside LCN,1,15,0,0,0,0,4,1,,,50;54;63;103,50,Shared video context,Shared-Video Exposure,Maryame
frssss12,frssss12,Outside LCN,1,18,0,0,0,0,4,1,,,5;17;99;134,5,Shared video context,Shared-Video Exposure,The Originote
fruitandnut_,fruitandnut_,Outside LCN,1,18,0,0,0,2,5,5,0.2833333333333333,1.6833333333333333,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
fryz.aini01,fryz.aini01,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
frzskay,frzskay,Outside LCN,1,22,0,0,0,0,5,1,,,16;52;63;103;181,16,Shared video context,Shared-Video Exposure,Daviena
fs12_gmail.com2,fs12_gmail.com2,Outside LCN,2,33,0,0,0,0,8,2,,,14;34;45;48;75;113;134;150,150,Shared video context,Shared-Video Exposure,Maryame
fsandi488,fsandi488,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fshevj,fshevj,Outside LCN,1,28,0,0,0,0,5,1,,,5;34;99;117;150,5,Shared video context,Shared-Video Exposure,The Originote
fssfffssss,fssfffssss,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
ft151215,ft151215,Outside LCN,1,18,0,0,0,4,5,9,5.616666666666666,6.75,14;34;75;134;150,75,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
fthna35,fthna35,Outside LCN,1,15,0,0,0,0,4,1,,,50;54;63;103,50,Shared video context,Shared-Video Exposure,Maryame
ftlanyy,ftlanyy,Outside LCN,1,18,0,0,0,0,4,1,,,5;17;99;134,5,Shared video context,Shared-Video Exposure,The Originote
ftmhaz.zhra,ftmhaz.zhra,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
ftmhazahra_,ftmhazahra_,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
ftn_pinky,ftn_pinky,Outside LCN,1,21,0,0,0,0,4,1,,,45;48;113;150,45,Shared video context,Shared-Video Exposure,Maryame
ftr_nrf,ftr_nrf,Outside LCN,1,14,0,0,0,0,4,1,,,1;14;63;150,1,Shared video context,Shared-Video Exposure,Daviena
ftretw,ftretw,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
ftrhy98,ftrhy98,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
ftriih5,ftriih5,Outside LCN,1,18,0,0,0,6,5,13,1.05,45.725,14;34;75;134;150,14,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
ftrks_,ftrks_,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
ftrnald_3,ftrnald_3,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
ftrpw_21,ftrpw_21,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
ftrya615,ftrya615,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
ftrysch,ftrysch,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
fuad.kurnia0,fuad.kurnia0,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fuahfa13,fuahfa13,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fucckings,fucckings,Outside LCN,1,3,0,0,0,1,1,3,0.43333333333333335,0.43333333333333335,20,20,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
fuckingl00ser,fuckingl00ser,Outside LCN,1,28,0,0,0,0,5,1,,,5;34;99;117;150,5,Shared video context,Shared-Video Exposure,The Originote
fufugufugufugu20,fufugufugufugu20,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fujicutez,fujicutez,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
fujiiikuini,fujiiikuini,Outside LCN,1,18,0,0,0,4,5,9,35.18333333333333,38.35,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
fujijen_,fujijen_,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
fujjaahmad,fujjaahmad,Outside LCN,1,19,0,0,0,0,4,1,,,1;17;52;113,1,Shared video context,Shared-Video Exposure,Daviena
fullmoonnlly,fullmoonnlly,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
futurenaravit,futurenaravit,Outside LCN,1,14,0,0,0,0,4,1,,,1;14;63;150,1,Shared video context,Shared-Video Exposure,Daviena
fuzzy1_,fuzzy1_,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
fv3010_,fv3010_,Outside LCN,1,22,0,0,0,0,5,1,,,16;52;63;103;181,16,Shared video context,Shared-Video Exposure,Daviena
fvajar_,fvajar_,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
fvckinghuman_,fvckinghuman_,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
fwairy_louvlely,fwairy_louvlely,Outside LCN,1,22,0,0,0,1,5,3,14.716666666666667,14.716666666666667,17;34;52;54;204,54,Temporal association after HCC comment,Temporal-Context Exposure,Azarine
fwazyy_,fwazyy_,Outside LCN,1,19,0,0,0,0,4,1,,,17;52;132;205,17,Shared video context,Shared-Video Exposure,Maryame
fxfyaaa,fxfyaaa,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
fxxrmdn,fxxrmdn,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fxyaniy_,fxyaniy_,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
fyana_____,fyana_____,Outside LCN,1,11,0,0,0,0,3,1,,,20;63;114,20,Shared video context,Shared-Video Exposure,Daviena
fyani1708,fyani1708,Outside LCN,1,18,0,0,0,0,4,1,,,5;17;99;134,5,Shared video context,Shared-Video Exposure,The Originote
fyatry,fyatry,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
fyicee,fyicee,Outside LCN,1,8,0,0,0,0,1,1,,,5,5,Shared video context,Shared-Video Exposure,The Originote
fylin_02,fylin_02,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fyp_dunk5,fyp_dunk5,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
fzaghania,fzaghania,Outside LCN,1,18,0,0,0,1,5,3,57.833333333333336,57.833333333333336,14;34;75;134;150,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
fzi762925,fzi762925,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
fziahulfh,fziahulfh,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
fzr.awn,fzr.awn,Outside LCN,1,22,0,0,0,0,5,1,,,16;52;63;103;181,16,Shared video context,Shared-Video Exposure,Daviena
fzz3777,fzz3777,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
g.angga121314,g.angga121314,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
g.e.m.o.y5,g.e.m.o.y5,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
g.mkshh,g.mkshh,Outside LCN,1,24,0,0,0,0,6,1,,,14;15;17;18;49;191,14,Shared video context,Shared-Video Exposure,Daviena
g113806,g113806,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
g1rlshattered,g1rlshattered,Outside LCN,1,15,0,0,0,1,4,3,59.3,59.3,50;54;63;103,103,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
g67_mart,g67_mart,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
g_nice78,g_nice78,Outside LCN,1,21,0,0,0,0,4,1,,,45;48;113;150,45,Shared video context,Shared-Video Exposure,Maryame
gaaaaa152,gaaaaa152,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
gaadanama_405,gaadanama_405,Outside LCN,1,13,0,0,0,0,2,1,,,5;205,5,Shared video context,Shared-Video Exposure,The Originote
gaadanamaofficial,gaadanamaofficial,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
gaamaa02,gaamaa02,Outside LCN,1,7,0,0,0,5,2,11,1.1833333333333333,18.633333333333333,54;87,87,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
gabicelle7,gabicelle7,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
gabinkyu,gabinkyu,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
gabrinasti,gabrinasti,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
gabutcuy__,gabutcuy__,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
gabutku895,gabutku895,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
gadaduaa,gadaduaa,Outside LCN,1,15,0,0,0,0,4,1,,,50;54;63;103,50,Shared video context,Shared-Video Exposure,Maryame
gadiesleo26,gadiesleo26,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
gading_ciu79,gading_ciu79,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
gadis61813,gadis61813,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
gadis_kecil69,gadis_kecil69,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
gadis_kecilku3,gadis_kecilku3,Outside LCN,1,13,0,0,0,0,4,1,,,45;48;54;134,45,Shared video context,Shared-Video Exposure,Maryame
gadis_sunda19,gadis_sunda19,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
gadiscantik1982,gadiscantik1982,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
gadisjejjakaofficial,gadisjejjakaofficial,Outside LCN,1,9,0,0,0,0,3,1,,,17;34;206,17,Shared video context,Shared-Video Exposure,Maryame
gadisminang1289,gadisminang1289,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
gadisminang772,gadisminang772,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
gadisnyamamaayah,gadisnyamamaayah,Outside LCN,1,21,0,0,0,0,5,1,,,52;60;75;103;168,52,Shared video context,Shared-Video Exposure,Daviena
gadiza0705,gadiza0705,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
gadogadoentertainment,gadogadoentertainment,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
gaenz_kartu,gaenz_kartu,Outside LCN,1,14,0,0,0,3,4,7,1.0,1.2166666666666666,1;14;63;150,1,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
gaetifannisepti,gaetifannisepti,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
gagakmerah32,gagakmerah32,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
gak___tauuuuu,gak___tauuuuu,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
gak_punya_toples,gak_punya_toples,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
gakbutngabb,gakbutngabb,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
gakperlutauakusia13,gakperlutauakusia13,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
gaktauahsiapa21,gaktauahsiapa21,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
gaktauakh,gaktauakh,Outside LCN,1,15,0,0,0,0,4,1,,,50;54;63;103,50,Shared video context,Shared-Video Exposure,Maryame
galang_alghazali,galang_alghazali,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
galank09064,galank09064,Outside LCN,1,18,0,0,0,4,5,9,17.05,33.46666666666667,14;34;75;134;150,14,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
galauhappy,galauhappy,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
galaxyfood.id,galaxyfood.id,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
galeri.mahyra,galeri.mahyra,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
galeri_hasanah01,galeri_hasanah01,Outside LCN,3,37,0,0,0,0,9,3,,,1;49;50;54;60;63;103;168;181,63,Shared video context,Shared-Video Exposure,Maryame
galeri_laban,galeri_laban,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
galeriarsyi_,galeriarsyi_,Outside LCN,1,22,0,0,0,0,4,1,,,2;17;20;50,2,Shared video context,Shared-Video Exposure,Maryame
galerrymutiaramanten,galerrymutiaramanten,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
galib.khan33,galib.khan33,Outside LCN,1,11,0,0,0,0,2,1,,,17;132,17,Shared video context,Shared-Video Exposure,Maryame
galihrmdn,galihrmdn,Outside LCN,1,7,0,0,0,4,2,9,5.983333333333333,6.216666666666667,54;87,87,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
galisdmr,galisdmr,Outside LCN,1,25,0,0,0,0,4,1,,,17;54;132;180,17,Shared video context,Shared-Video Exposure,Maryame
gall_000999,gall_000999,Outside LCN,1,18,0,0,0,0,4,1,,,5;17;99;134,5,Shared video context,Shared-Video Exposure,The Originote
gallileooooo,gallileooooo,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
galudheya,galudheya,Outside LCN,1,13,0,0,0,0,4,1,,,45;48;54;134,45,Shared video context,Shared-Video Exposure,Maryame
galuh_aw,galuh_aw,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
galuhbanjar086,galuhbanjar086,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
galuhbanjar36,galuhbanjar36,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
galuhwahyuningt,galuhwahyuningt,Outside LCN,1,15,0,0,0,0,4,1,,,50;54;63;103,50,Shared video context,Shared-Video Exposure,Maryame
galvi2009,galvi2009,Outside LCN,1,8,0,0,0,1,3,3,12.8,12.8,14;20;34,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
