id,label,node_type,actor_type_primary,n_accounts,n_comments,goal_orientation,target_brand,hcc_id,edge_type,dominant_sentiment
MASS_HCC_46_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 46 Negative,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,The Originote,46,Observed Community-Mass Temporal Association,Negative
MASS_HCC_46_Shared_Video_Context_Only_Negative,Mass Shared-Video Context Only 46 Negative,Mass Actor Segment,Mass Actor,2,4.0,Critical / Complaint,The Originote,46,Shared-Video Context Only,Negative
MASS_HCC_46_Shared_Video_Context_Only_Neutral,Mass Shared-Video Context Only 46 Neutral,Mass Actor Segment,Mass Actor,23,31.0,Insufficient Text,The Originote,46,Shared-Video Context Only,Neutral
MASS_HCC_46_Shared_Video_Context_Only_Positive,Mass Shared-Video Context Only 46 Positive,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,The Originote,46,Shared-Video Context Only,Positive
MASS_HCC_48_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 48 Mixed,Mass Actor Segment,Mass Actor,126,343.0,Insufficient Text,,48,Ambiguous Community-Mass Association,Mixed
MASS_HCC_48_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 48 Negative,Mass Actor Segment,Mass Actor,244,335.0,Insufficient Text,,48,Ambiguous Community-Mass Association,Negative
MASS_HCC_48_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 48 Neutral,Mass Actor Segment,Mass Actor,689,1154.0,Insufficient Text,,48,Ambiguous Community-Mass Association,Neutral
MASS_HCC_48_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 48 Positive,Mass Actor Segment,Mass Actor,393,565.0,Insufficient Text,,48,Ambiguous Community-Mass Association,Positive
MASS_HCC_48_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 48 Mixed,Mass Actor Segment,Mass Actor,2,8.0,Insufficient Text,Mixed_3plus_Brands,48,Observed Community-Mass Temporal Association,Mixed
MASS_HCC_48_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 48 Neutral,Mass Actor Segment,Mass Actor,2,2.0,Insufficient Text,Mixed_3plus_Brands,48,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_48_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 48 Positive,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Mixed_3plus_Brands,48,Observed Community-Mass Temporal Association,Positive
MASS_HCC_49_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 49 Mixed,Mass Actor Segment,Mass Actor,58,177.0,Insufficient Text,,49,Ambiguous Community-Mass Association,Mixed
MASS_HCC_49_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 49 Negative,Mass Actor Segment,Mass Actor,92,146.0,Insufficient Text,,49,Ambiguous Community-Mass Association,Negative
MASS_HCC_49_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 49 Neutral,Mass Actor Segment,Mass Actor,354,744.0,Insufficient Text,,49,Ambiguous Community-Mass Association,Neutral
MASS_HCC_49_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 49 Positive,Mass Actor Segment,Mass Actor,98,202.0,Insufficient Text,,49,Ambiguous Community-Mass Association,Positive
MASS_HCC_49_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 49 Neutral,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Mixed_3plus_Brands,49,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_49_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 49 Positive,Mass Actor Segment,Mass Actor,3,7.0,Insufficient Text,Mixed_3plus_Brands,49,Observed Community-Mass Temporal Association,Positive
MASS_HCC_49_Verified_Community_Mass_Direct_Interaction_Mixed,Mass Verified Community-Mass Direct Interaction 49 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Mixed_3plus_Brands,49,Verified Community-Mass Direct Interaction,Mixed
MASS_HCC_50_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 50 Mixed,Mass Actor Segment,Mass Actor,69,214.0,Insufficient Text,,50,Ambiguous Community-Mass Association,Mixed
MASS_HCC_50_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 50 Negative,Mass Actor Segment,Mass Actor,215,259.0,Insufficient Text,,50,Ambiguous Community-Mass Association,Negative
MASS_HCC_50_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 50 Neutral,Mass Actor Segment,Mass Actor,546,746.0,Insufficient Text,,50,Ambiguous Community-Mass Association,Neutral
MASS_HCC_50_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 50 Positive,Mass Actor Segment,Mass Actor,285,375.0,Insufficient Text,,50,Ambiguous Community-Mass Association,Positive
MASS_HCC_50_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 50 Negative,Mass Actor Segment,Mass Actor,3,3.0,Insufficient Text,Maryame,50,Observed Community-Mass Temporal Association,Negative
MASS_HCC_50_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 50 Neutral,Mass Actor Segment,Mass Actor,4,5.0,Insufficient Text,Maryame,50,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_50_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 50 Positive,Mass Actor Segment,Mass Actor,2,2.0,Insufficient Text,Maryame,50,Observed Community-Mass Temporal Association,Positive
MASS_HCC_50_Verified_Community_Mass_Direct_Interaction_Mixed,Mass Verified Community-Mass Direct Interaction 50 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Maryame,50,Verified Community-Mass Direct Interaction,Mixed
MASS_HCC_50_Verified_Community_Mass_Direct_Interaction_Positive,Mass Verified Community-Mass Direct Interaction 50 Positive,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Maryame,50,Verified Community-Mass Direct Interaction,Positive
MASS_HCC_52_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 52 Mixed,Mass Actor Segment,Mass Actor,148,379.0,Insufficient Text,,52,Ambiguous Community-Mass Association,Mixed
MASS_HCC_52_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 52 Negative,Mass Actor Segment,Mass Actor,300,401.0,Insufficient Text,,52,Ambiguous Community-Mass Association,Negative
MASS_HCC_52_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 52 Neutral,Mass Actor Segment,Mass Actor,880,1426.0,Insufficient Text,,52,Ambiguous Community-Mass Association,Neutral
MASS_HCC_52_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 52 Positive,Mass Actor Segment,Mass Actor,305,438.0,Insufficient Text,,52,Ambiguous Community-Mass Association,Positive
MASS_HCC_52_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 52 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Daviena,52,Observed Community-Mass Temporal Association,Mixed
MASS_HCC_52_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 52 Negative,Mass Actor Segment,Mass Actor,3,4.0,Insufficient Text,Daviena,52,Observed Community-Mass Temporal Association,Negative
MASS_HCC_52_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 52 Neutral,Mass Actor Segment,Mass Actor,2,2.0,Insufficient Text,Daviena,52,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_52_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 52 Positive,Mass Actor Segment,Mass Actor,3,3.0,Insufficient Text,Daviena,52,Observed Community-Mass Temporal Association,Positive
MASS_HCC_52_Verified_Community_Mass_Direct_Interaction_Mixed,Mass Verified Community-Mass Direct Interaction 52 Mixed,Mass Actor Segment,Mass Actor,1,7.0,Mixed Goals,Daviena,52,Verified Community-Mass Direct Interaction,Mixed
MASS_HCC_54_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 54 Mixed,Mass Actor Segment,Mass Actor,231,594.0,Insufficient Text,,54,Ambiguous Community-Mass Association,Mixed
MASS_HCC_54_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 54 Negative,Mass Actor Segment,Mass Actor,508,623.0,Insufficient Text,,54,Ambiguous Community-Mass Association,Negative
MASS_HCC_54_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 54 Neutral,Mass Actor Segment,Mass Actor,1415,2009.0,Insufficient Text,,54,Ambiguous Community-Mass Association,Neutral
MASS_HCC_54_Ambiguous_Community_Mass_Association_No_text,Mass Ambiguous Community-Mass Association 54 No text,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,,54,Ambiguous Community-Mass Association,No text
MASS_HCC_54_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 54 Positive,Mass Actor Segment,Mass Actor,812,1032.0,Insufficient Text,,54,Ambiguous Community-Mass Association,Positive
MASS_HCC_54_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 54 Mixed,Mass Actor Segment,Mass Actor,16,43.0,Insufficient Text,Azarine,54,Observed Community-Mass Temporal Association,Mixed
MASS_HCC_54_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 54 Negative,Mass Actor Segment,Mass Actor,17,32.0,Insufficient Text,Azarine,54,Observed Community-Mass Temporal Association,Negative
MASS_HCC_54_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 54 Neutral,Mass Actor Segment,Mass Actor,26,50.0,Insufficient Text,Azarine,54,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_54_Observed_Community_Mass_Temporal_Association_No_text,Mass Observed Community-Mass Temporal Association 54 No text,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Azarine,54,Observed Community-Mass Temporal Association,No text
MASS_HCC_54_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 54 Positive,Mass Actor Segment,Mass Actor,28,40.0,Insufficient Text,Azarine,54,Observed Community-Mass Temporal Association,Positive
MASS_HCC_54_Verified_Community_Mass_Direct_Interaction_Mixed,Mass Verified Community-Mass Direct Interaction 54 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Azarine,54,Verified Community-Mass Direct Interaction,Mixed
MASS_HCC_54_Verified_Community_Mass_Direct_Interaction_Neutral,Mass Verified Community-Mass Direct Interaction 54 Neutral,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Azarine,54,Verified Community-Mass Direct Interaction,Neutral
MASS_HCC_54_Verified_Community_Mass_Direct_Interaction_Positive,Mass Verified Community-Mass Direct Interaction 54 Positive,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Azarine,54,Verified Community-Mass Direct Interaction,Positive
MASS_HCC_5_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 5 Mixed,Mass Actor Segment,Mass Actor,129,388.0,Insufficient Text,,5,Ambiguous Community-Mass Association,Mixed
MASS_HCC_5_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 5 Negative,Mass Actor Segment,Mass Actor,197,284.0,Insufficient Text,,5,Ambiguous Community-Mass Association,Negative
MASS_HCC_5_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 5 Neutral,Mass Actor Segment,Mass Actor,805,1265.0,Insufficient Text,,5,Ambiguous Community-Mass Association,Neutral
MASS_HCC_5_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 5 Positive,Mass Actor Segment,Mass Actor,287,463.0,Insufficient Text,,5,Ambiguous Community-Mass Association,Positive
MASS_HCC_5_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 5 Mixed,Mass Actor Segment,Mass Actor,4,10.0,Insufficient Text,The Originote,5,Observed Community-Mass Temporal Association,Mixed
MASS_HCC_5_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 5 Negative,Mass Actor Segment,Mass Actor,5,11.0,Insufficient Text,The Originote,5,Observed Community-Mass Temporal Association,Negative
MASS_HCC_5_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 5 Neutral,Mass Actor Segment,Mass Actor,5,13.0,Insufficient Text,The Originote,5,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_5_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 5 Positive,Mass Actor Segment,Mass Actor,4,10.0,Insufficient Text,The Originote,5,Observed Community-Mass Temporal Association,Positive
MASS_HCC_5_Shared_Video_Context_Only_Mixed,Mass Shared-Video Context Only 5 Mixed,Mass Actor Segment,Mass Actor,6,16.0,Mixed Goals,The Originote,5,Shared-Video Context Only,Mixed
MASS_HCC_5_Shared_Video_Context_Only_Negative,Mass Shared-Video Context Only 5 Negative,Mass Actor Segment,Mass Actor,21,23.0,Insufficient Text,The Originote,5,Shared-Video Context Only,Negative
MASS_HCC_5_Shared_Video_Context_Only_Neutral,Mass Shared-Video Context Only 5 Neutral,Mass Actor Segment,Mass Actor,39,43.0,Insufficient Text,The Originote,5,Shared-Video Context Only,Neutral
MASS_HCC_5_Shared_Video_Context_Only_Positive,Mass Shared-Video Context Only 5 Positive,Mass Actor Segment,Mass Actor,11,11.0,Insufficient Text,The Originote,5,Shared-Video Context Only,Positive
MASS_HCC_60_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 60 Mixed,Mass Actor Segment,Mass Actor,70,192.0,Insufficient Text,,60,Ambiguous Community-Mass Association,Mixed
MASS_HCC_60_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 60 Negative,Mass Actor Segment,Mass Actor,109,155.0,Insufficient Text,,60,Ambiguous Community-Mass Association,Negative
MASS_HCC_60_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 60 Neutral,Mass Actor Segment,Mass Actor,307,500.0,Insufficient Text,,60,Ambiguous Community-Mass Association,Neutral
MASS_HCC_60_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 60 Positive,Mass Actor Segment,Mass Actor,118,198.0,Insufficient Text,,60,Ambiguous Community-Mass Association,Positive
MASS_HCC_63_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 63 Mixed,Mass Actor Segment,Mass Actor,209,599.0,Insufficient Text,,63,Ambiguous Community-Mass Association,Mixed
MASS_HCC_63_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 63 Negative,Mass Actor Segment,Mass Actor,471,671.0,Insufficient Text,,63,Ambiguous Community-Mass Association,Negative
MASS_HCC_63_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 63 Neutral,Mass Actor Segment,Mass Actor,1412,2280.0,Insufficient Text,,63,Ambiguous Community-Mass Association,Neutral
MASS_HCC_63_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 63 Positive,Mass Actor Segment,Mass Actor,851,1111.0,Insufficient Text,,63,Ambiguous Community-Mass Association,Positive
MASS_HCC_63_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 63 Mixed,Mass Actor Segment,Mass Actor,2,4.0,Insufficient Text,Mixed_3plus_Brands,63,Observed Community-Mass Temporal Association,Mixed
MASS_HCC_63_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 63 Negative,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Mixed_3plus_Brands,63,Observed Community-Mass Temporal Association,Negative
MASS_HCC_63_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 63 Neutral,Mass Actor Segment,Mass Actor,8,14.0,Insufficient Text,Mixed_3plus_Brands,63,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_63_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 63 Positive,Mass Actor Segment,Mass Actor,3,7.0,Insufficient Text,Mixed_3plus_Brands,63,Observed Community-Mass Temporal Association,Positive
MASS_HCC_63_Verified_Community_Mass_Direct_Interaction_Positive,Mass Verified Community-Mass Direct Interaction 63 Positive,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Mixed_3plus_Brands,63,Verified Community-Mass Direct Interaction,Positive
MASS_HCC_74_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 74 Mixed,Mass Actor Segment,Mass Actor,69,199.0,Insufficient Text,,74,Ambiguous Community-Mass Association,Mixed
MASS_HCC_74_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 74 Negative,Mass Actor Segment,Mass Actor,163,234.0,Insufficient Text,,74,Ambiguous Community-Mass Association,Negative
MASS_HCC_74_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 74 Neutral,Mass Actor Segment,Mass Actor,368,720.0,Insufficient Text,,74,Ambiguous Community-Mass Association,Neutral
MASS_HCC_74_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 74 Positive,Mass Actor Segment,Mass Actor,176,255.0,Insufficient Text,,74,Ambiguous Community-Mass Association,Positive
MASS_HCC_74_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 74 Neutral,Mass Actor Segment,Mass Actor,2,5.0,Insufficient Text,Daviena,74,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_74_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 74 Positive,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Daviena,74,Observed Community-Mass Temporal Association,Positive
MASS_HCC_75_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 75 Mixed,Mass Actor Segment,Mass Actor,131,316.0,Insufficient Text,,75,Ambiguous Community-Mass Association,Mixed
MASS_HCC_75_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 75 Negative,Mass Actor Segment,Mass Actor,559,630.0,Insufficient Text,,75,Ambiguous Community-Mass Association,Negative
MASS_HCC_75_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 75 Neutral,Mass Actor Segment,Mass Actor,5150,5461.0,Insufficient Text,,75,Ambiguous Community-Mass Association,Neutral
MASS_HCC_75_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 75 Positive,Mass Actor Segment,Mass Actor,1483,1577.0,Insufficient Text,,75,Ambiguous Community-Mass Association,Positive
MASS_HCC_75_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 75 Negative,Mass Actor Segment,Mass Actor,4,5.0,Insufficient Text,Mixed_2_Brands,75,Observed Community-Mass Temporal Association,Negative
MASS_HCC_75_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 75 Neutral,Mass Actor Segment,Mass Actor,37,49.0,Insufficient Text,Mixed_2_Brands,75,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_75_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 75 Positive,Mass Actor Segment,Mass Actor,14,15.0,Insufficient Text,Mixed_2_Brands,75,Observed Community-Mass Temporal Association,Positive
MASS_HCC_87_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 87 Mixed,Mass Actor Segment,Mass Actor,189,476.0,Insufficient Text,,87,Ambiguous Community-Mass Association,Mixed
MASS_HCC_87_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 87 Negative,Mass Actor Segment,Mass Actor,705,826.0,Insufficient Text,,87,Ambiguous Community-Mass Association,Negative
MASS_HCC_87_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 87 Neutral,Mass Actor Segment,Mass Actor,1665,2111.0,Insufficient Text,,87,Ambiguous Community-Mass Association,Neutral
MASS_HCC_87_Ambiguous_Community_Mass_Association_No_text,Mass Ambiguous Community-Mass Association 87 No text,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,,87,Ambiguous Community-Mass Association,No text
MASS_HCC_87_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 87 Positive,Mass Actor Segment,Mass Actor,905,1070.0,Insufficient Text,,87,Ambiguous Community-Mass Association,Positive
MASS_HCC_87_Observed_Community_Mass_Temporal_Association_Mixed,Mass Observed Community-Mass Temporal Association 87 Mixed,Mass Actor Segment,Mass Actor,18,40.0,Insufficient Text,Mixed_2_Brands,87,Observed Community-Mass Temporal Association,Mixed
MASS_HCC_87_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 87 Negative,Mass Actor Segment,Mass Actor,18,28.0,Insufficient Text,Mixed_2_Brands,87,Observed Community-Mass Temporal Association,Negative
MASS_HCC_87_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 87 Neutral,Mass Actor Segment,Mass Actor,31,49.0,Insufficient Text,Mixed_2_Brands,87,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_87_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 87 Positive,Mass Actor Segment,Mass Actor,53,62.0,Insufficient Text,Mixed_2_Brands,87,Observed Community-Mass Temporal Association,Positive
MASS_HCC_90_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 90 Mixed,Mass Actor Segment,Mass Actor,69,176.0,Insufficient Text,,90,Ambiguous Community-Mass Association,Mixed
MASS_HCC_90_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 90 Negative,Mass Actor Segment,Mass Actor,266,305.0,Insufficient Text,,90,Ambiguous Community-Mass Association,Negative
MASS_HCC_90_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 90 Neutral,Mass Actor Segment,Mass Actor,786,1020.0,Insufficient Text,,90,Ambiguous Community-Mass Association,Neutral
MASS_HCC_90_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 90 Positive,Mass Actor Segment,Mass Actor,365,424.0,Insufficient Text,,90,Ambiguous Community-Mass Association,Positive
MASS_HCC_90_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 90 Negative,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Mixed_3plus_Brands,90,Observed Community-Mass Temporal Association,Negative
MASS_HCC_90_Observed_Community_Mass_Temporal_Association_Neutral,Mass Observed Community-Mass Temporal Association 90 Neutral,Mass Actor Segment,Mass Actor,5,5.0,Insufficient Text,Mixed_3plus_Brands,90,Observed Community-Mass Temporal Association,Neutral
MASS_HCC_90_Observed_Community_Mass_Temporal_Association_Positive,Mass Observed Community-Mass Temporal Association 90 Positive,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,Mixed_3plus_Brands,90,Observed Community-Mass Temporal Association,Positive
MASS_HCC_90_Verified_Community_Mass_Direct_Interaction_Mixed,Mass Verified Community-Mass Direct Interaction 90 Mixed,Mass Actor Segment,Mass Actor,1,2.0,Insufficient Text,Mixed_3plus_Brands,90,Verified Community-Mass Direct Interaction,Mixed
MASS_HCC_99_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association 99 Mixed,Mass Actor Segment,Mass Actor,72,211.0,Insufficient Text,,99,Ambiguous Community-Mass Association,Mixed
MASS_HCC_99_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association 99 Negative,Mass Actor Segment,Mass Actor,189,229.0,Insufficient Text,,99,Ambiguous Community-Mass Association,Negative
MASS_HCC_99_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association 99 Neutral,Mass Actor Segment,Mass Actor,706,1023.0,Insufficient Text,,99,Ambiguous Community-Mass Association,Neutral
MASS_HCC_99_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association 99 Positive,Mass Actor Segment,Mass Actor,327,431.0,Insufficient Text,,99,Ambiguous Community-Mass Association,Positive
MASS_HCC_99_Observed_Community_Mass_Temporal_Association_Negative,Mass Observed Community-Mass Temporal Association 99 Negative,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,The Originote,99,Observed Community-Mass Temporal Association,Negative
MASS_HCC_Non_HCC_Ambiguous_Community_Mass_Association_Mixed,Mass Ambiguous Community-Mass Association Non-HCC Mixed,Mass Actor Segment,Mass Actor,557,1334.0,Insufficient Text,,Non-HCC,Ambiguous Community-Mass Association,Mixed
MASS_HCC_Non_HCC_Ambiguous_Community_Mass_Association_Negative,Mass Ambiguous Community-Mass Association Non-HCC Negative,Mass Actor Segment,Mass Actor,1051,1512.0,Insufficient Text,,Non-HCC,Ambiguous Community-Mass Association,Negative
MASS_HCC_Non_HCC_Ambiguous_Community_Mass_Association_Neutral,Mass Ambiguous Community-Mass Association Non-HCC Neutral,Mass Actor Segment,Mass Actor,2131,3608.0,Insufficient Text,,Non-HCC,Ambiguous Community-Mass Association,Neutral
MASS_HCC_Non_HCC_Ambiguous_Community_Mass_Association_No_text,Mass Ambiguous Community-Mass Association Non-HCC No text,Mass Actor Segment,Mass Actor,1,1.0,Insufficient Text,,Non-HCC,Ambiguous Community-Mass Association,No text
MASS_HCC_Non_HCC_Ambiguous_Community_Mass_Association_Positive,Mass Ambiguous Community-Mass Association Non-HCC Positive,Mass Actor Segment,Mass Actor,813,1160.0,Insufficient Text,,Non-HCC,Ambiguous Community-Mass Association,Positive
