Id,Label,Source,Target,Type,Weight,edge_weight_raw,edge_visual_weight,edge_confidence_rank,edge_visual_opacity,edge_type,original_edge_type,is_ambiguous_assignment,is_ambiguous_association,raw_account_count,fractional_account_count,shared_video_count,shared_video_context_count,verified_direct_interaction_count,temporal_mass_comment_count,temporal_pair_count,hcc_account_count,hcc_comment_count
E000065,Observed: HCC_15 -> MASS_HCC_15_Observed_Community_Mass_Temporal_Association_Neutral,HCC_15,MASS_HCC_15_Observed_Community_Mass_Temporal_Association_Neutral,Directed,0.6931471805599453,1.0,0.6931471805599453,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,1,1.0,1,1.0,0,1,2,0.0,0.0
E000066,Observed: HCC_15 -> MASS_HCC_15_Observed_Community_Mass_Temporal_Association_Positive,HCC_15,MASS_HCC_15_Observed_Community_Mass_Temporal_Association_Positive,Directed,0.6931471805599453,1.0,0.6931471805599453,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,1,1.0,1,1.0,0,1,6,0.0,0.0
E000067,Verified: HCC_15 -> MASS_HCC_15_Verified_Community_Mass_Direct_Interaction_Neutral,HCC_15,MASS_HCC_15_Verified_Community_Mass_Direct_Interaction_Neutral,Directed,0.6931471805599453,1.0,0.6931471805599453,3,1.0,Verified,Verified Community-Mass Direct Interaction,False,False,1,1.0,2,2.0,2,0,0,0.0,0.0
E000068,Ambiguous: HCC_150 -> MASS_HCC_150_Ambiguous_Community_Mass_Association_Mixed,HCC_150,MASS_HCC_150_Ambiguous_Community_Mass_Association_Mixed,Directed,3.8472705846147965,45.864974524959045,3.8472705846147965,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,277,45.864974524959045,297,297.0,0,3,6,0.0,0.0
E000069,Ambiguous: HCC_150 -> MASS_HCC_150_Ambiguous_Community_Mass_Association_Negative,HCC_150,MASS_HCC_150_Ambiguous_Community_Mass_Association_Negative,Directed,5.575507320561937,262.883395156615,5.575507320561937,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,1159,262.883395156615,1170,1170.0,0,8,16,0.0,0.0
E000070,Ambiguous: HCC_150 -> MASS_HCC_150_Ambiguous_Community_Mass_Association_Neutral,HCC_150,MASS_HCC_150_Ambiguous_Community_Mass_Association_Neutral,Directed,7.211360112683647,1353.733605236353,7.211360112683647,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,6458,1353.733605236353,6507,6507.0,0,94,176,0.0,0.0
E000071,Ambiguous: HCC_150 -> MASS_HCC_150_Ambiguous_Community_Mass_Association_Positive,HCC_150,MASS_HCC_150_Ambiguous_Community_Mass_Association_Positive,Directed,6.206431588776499,494.9284135440247,6.206431588776499,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,2242,494.9284135440247,2264,2264.0,0,34,62,0.0,0.0
E000072,Observed: HCC_150 -> MASS_HCC_150_Observed_Community_Mass_Temporal_Association_Mixed,HCC_150,MASS_HCC_150_Observed_Community_Mass_Temporal_Association_Mixed,Directed,2.4849066497880004,11.0,2.4849066497880004,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,11,11.0,11,11.0,0,16,20,0.0,0.0
E000073,Observed: HCC_150 -> MASS_HCC_150_Observed_Community_Mass_Temporal_Association_Negative,HCC_150,MASS_HCC_150_Observed_Community_Mass_Temporal_Association_Negative,Directed,3.8918202981106265,48.0,3.8918202981106265,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,48,48.0,48,48.0,0,50,69,0.0,0.0
E000074,Observed: HCC_150 -> MASS_HCC_150_Observed_Community_Mass_Temporal_Association_Neutral,HCC_150,MASS_HCC_150_Observed_Community_Mass_Temporal_Association_Neutral,Directed,6.263398262591624,524.0,6.263398262591624,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,524,524.0,524,524.0,0,541,787,0.0,0.0
