Source,Target,Type,Weight,community_hcc_id,mass_network_position,pair_is_lcn_edge,interaction_scope,co_conv_weight,co_reply_weight,co_temporal_weight,norm_co_conv,norm_co_reply,norm_co_temporal,final_weight,n_evidence,evidence_combination,co_hashtag,sentiment_attribute_status
beauty_ct61338,MASS_10387ff5c396,Undirected,0.25,1,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,0,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
beauty_ct61338,MASS_1d3a59be5fdd,Undirected,0.25,1,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,4,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
beauty_ct61338,MASS_6a1b5328fea6,Undirected,0.375,1,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,22,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
beauty_ct61338,MASS_761448f5bf69,Undirected,0.25,1,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,4,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
beauty_ct61338,MASS_80f7efe22a1b,Undirected,0.25,1,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,3,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
beauty_ct61338,MASS_c0c48f428632,Undirected,0.25,1,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,14,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
beautyaddict_ct95316,MASS_10387ff5c396,Undirected,0.25,1,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,0,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
beautyaddict_ct95316,MASS_1d3a59be5fdd,Undirected,0.25,1,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,4,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
beautyaddict_ct95316,MASS_6a1b5328fea6,Undirected,0.375,1,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,22,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
beautyaddict_ct95316,MASS_761448f5bf69,Undirected,0.25,1,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,4,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
beautyaddict_ct95316,MASS_80f7efe22a1b,Undirected,0.25,1,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,3,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
beautyaddict_ct95316,MASS_c0c48f428632,Undirected,0.25,1,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,14,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowingid_ct92516,MASS_10387ff5c396,Undirected,0.25,1,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,0,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowingid_ct92516,MASS_1d3a59be5fdd,Undirected,0.25,1,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,4,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowingid_ct92516,MASS_6a1b5328fea6,Undirected,0.375,1,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,22,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowingid_ct92516,MASS_761448f5bf69,Undirected,0.25,1,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,4,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowingid_ct92516,MASS_80f7efe22a1b,Undirected,0.25,1,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,3,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowingid_ct92516,MASS_c0c48f428632,Undirected,0.25,1,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,14,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
beautyvibe_ip8477,MASS_4135d42e92d1,Undirected,0.5357142857142857,103,LCN Non-HCC,True,LCN_EDGE,2.0,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,Co-conv + Co-reply,6,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
beautyvibe_ip8477,MASS_4f7885702fce,Undirected,0.5,103,LCN Non-HCC,True,LCN_EDGE,4.0,0.0,0.0,0.5,0.0,0.0,0.5,1,Co-conv only,14,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
beautyvibe_ip8477,MASS_a8bc3a40a328,Undirected,0.375,103,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,7,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
beautyvibe_ip8477,MASS_c0fdd92cea62,Undirected,0.375,103,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,7,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
beautyvibe_ip8477,MASS_c5217e9eb622,Undirected,0.375,103,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,7,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitsehat_ip5592,MASS_4f7885702fce,Undirected,0.5,103,LCN Non-HCC,True,LCN_EDGE,4.0,0.0,0.0,0.5,0.0,0.0,0.5,1,Co-conv only,14,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitsehat_ip5592,MASS_94ca8e7088c2,Undirected,0.25,103,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,2,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitsehat_ip5592,MASS_a8bab899d016,Undirected,0.5357142857142857,103,LCN Non-HCC,True,LCN_EDGE,2.0,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,Co-conv + Co-reply,10,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitsehat_ip5592,MASS_a8bc3a40a328,Undirected,0.375,103,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,7,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitsehat_ip5592,MASS_c0fdd92cea62,Undirected,0.375,103,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,7,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitsehat_ip5592,MASS_c5217e9eb622,Undirected,0.375,103,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,7,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skincare_ip6366,MASS_4f7885702fce,Undirected,0.5,103,LCN Non-HCC,True,LCN_EDGE,4.0,0.0,0.0,0.5,0.0,0.0,0.5,1,Co-conv only,14,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skincare_ip6366,MASS_a8bc3a40a328,Undirected,0.375,103,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,7,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skincare_ip6366,MASS_c0fdd92cea62,Undirected,0.375,103,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,7,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skincare_ip6366,MASS_c5217e9eb622,Undirected,0.375,103,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,7,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_0afd560e16c3,Undirected,0.25,103,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,6,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_289bf512a1c6,Undirected,0.25,103,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,2,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_47f7b000dc0c,Undirected,0.25,103,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,6,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_49b516ba8fc8,Undirected,0.25,103,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,6,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_4f7885702fce,Undirected,0.5,103,LCN Non-HCC,True,LCN_EDGE,4.0,0.0,0.0,0.5,0.0,0.0,0.5,1,Co-conv only,14,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_615eaa165b49,Undirected,0.25,103,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,6,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_692ede9b1940,Undirected,0.25,103,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,6,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_7816ab101382,Undirected,0.25,103,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,6,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_7acbbc04bcff,Undirected,0.25,103,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,6,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_8778bf21c711,Undirected,0.25,103,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,4,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_8d8cb25a9ef9,Undirected,0.25,103,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,6,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_97f57b7a1ea0,Undirected,0.25,103,LCN Non-HCC,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,6,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_9ad328a7534f,Undirected,0.5357142857142857,103,LCN Non-HCC,True,LCN_EDGE,2.0,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,Co-conv + Co-reply,4,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_a8bc3a40a328,Undirected,0.375,103,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,7,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_b376f6a0c99f,Undirected,0.25,103,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,6,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_c0fdd92cea62,Undirected,0.375,103,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,7,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_c5217e9eb622,Undirected,0.375,103,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,7,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_c57bbaf2e3ec,Undirected,0.25,103,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,6,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_c9e69efce50f,Undirected,0.25,103,LCN Non-HCC,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,3,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_d742e64fe263,Undirected,0.25,103,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,6,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_f8fa5d770d97,Undirected,0.25,103,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,6,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip490,MASS_fe0c05d70b79,Undirected,0.25,103,LCN Non-HCC,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,6,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip9713,MASS_4f3a3d238e1f,Undirected,0.25,103,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,6,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip9713,MASS_4f7885702fce,Undirected,0.5,103,LCN Non-HCC,True,LCN_EDGE,4.0,0.0,0.0,0.5,0.0,0.0,0.5,1,Co-conv only,14,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip9713,MASS_a8bc3a40a328,Undirected,0.375,103,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,7,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip9713,MASS_c0fdd92cea62,Undirected,0.375,103,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,7,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip9713,MASS_c5217e9eb622,Undirected,0.375,103,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,7,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
skinlover_ip9713,MASS_ff8e806abae7,Undirected,0.5357142857142857,103,LCN Non-HCC,True,LCN_EDGE,2.0,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,Co-conv + Co-reply,6,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowcheck_r3c10m00x7594,MASS_2b80aec67b21,Undirected,0.25,113,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,4,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowcheck_r3c10m00x7594,MASS_a639b4da45d8,Undirected,0.25,113,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,3,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowcheck_r3c10m01x2927,MASS_2b80aec67b21,Undirected,0.25,113,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,4,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowcheck_r3c10m01x2927,MASS_a639b4da45d8,Undirected,0.25,113,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,3,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowcheck_r3c10m02x8990,MASS_2b80aec67b21,Undirected,0.25,113,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,4,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowcheck_r3c10m02x8990,MASS_a639b4da45d8,Undirected,0.25,113,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,3,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowcheck_r3c10m03x7520,MASS_2b80aec67b21,Undirected,0.25,113,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,4,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowcheck_r3c10m03x7520,MASS_a639b4da45d8,Undirected,0.25,113,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,3,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowcheck_r3c10m04x9521,MASS_2b80aec67b21,Undirected,0.25,113,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,4,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowcheck_r3c10m04x9521,MASS_a639b4da45d8,Undirected,0.25,113,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,3,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowcheck_r3c10m05x2485,MASS_2b80aec67b21,Undirected,0.25,113,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,4,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowcheck_r3c10m05x2485,MASS_a639b4da45d8,Undirected,0.25,113,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,3,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m00x2631,MASS_136dbe297114,Undirected,0.25,114,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,3,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m00x2631,MASS_4d8c37f5b646,Undirected,0.375,114,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,9,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m00x2631,MASS_9133d74628c3,Undirected,0.375,114,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,9,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m00x2631,MASS_bd234790f430,Undirected,0.25,114,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,2,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m01x2588,MASS_136dbe297114,Undirected,0.25,114,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,3,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m01x2588,MASS_4d8c37f5b646,Undirected,0.375,114,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,9,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m01x2588,MASS_9133d74628c3,Undirected,0.375,114,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,9,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m01x2588,MASS_bd234790f430,Undirected,0.25,114,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,2,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m02x1592,MASS_136dbe297114,Undirected,0.25,114,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,3,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m02x1592,MASS_4d8c37f5b646,Undirected,0.375,114,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,9,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m02x1592,MASS_9133d74628c3,Undirected,0.375,114,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,9,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m02x1592,MASS_bd234790f430,Undirected,0.25,114,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,2,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m03x1823,MASS_136dbe297114,Undirected,0.25,114,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,3,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m03x1823,MASS_4d8c37f5b646,Undirected,0.375,114,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,9,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m03x1823,MASS_9133d74628c3,Undirected,0.375,114,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,9,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m03x1823,MASS_bd234790f430,Undirected,0.25,114,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,2,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m04x6886,MASS_136dbe297114,Undirected,0.25,114,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,3,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m04x6886,MASS_4d8c37f5b646,Undirected,0.375,114,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,9,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m04x6886,MASS_9133d74628c3,Undirected,0.375,114,LCN Non-HCC,False,PRE_LCN_SINGLE_EVIDENCE,3.0,0.0,0.0,0.375,0.0,0.0,0.375,1,Co-conv only,9,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m04x6886,MASS_bd234790f430,Undirected,0.25,114,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,2,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowdiary_r3c03m05x9471,MASS_136dbe297114,Undirected,0.25,114,Outside LCN,False,PRE_LCN_MULTI_EVIDENCE,1.0,0.0,1.0,0.125,0.0,0.125,0.25,2,Co-conv + Co-temporal,3,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
