source,target,edge_type,is_ambiguous_association,weight,raw_account_count,fractional_account_weight,shared_video_count,verified_direct_interaction_count,temporal_mass_comment_count,temporal_pair_count,hcc_account_count,hcc_comment_count
HCC_20,MASS_HCC_20_Shared_Video_Context_Only_Positive,Shared-Video Context Only,False,419.0,419,419.0,0.0,0,0,0,0.0,0.0
HCC_20,MASS_HCC_20_Verified_Community_Mass_Direct_Interaction_Neutral,Verified Community-Mass Direct Interaction,False,1.0,1,1.0,0.0,4,0,0,0.0,0.0
HCC_204,MASS_HCC_204_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,5.517268331084121,42,5.517268331084121,0.0,0,0,0,0.0,0.0
HCC_204,MASS_HCC_204_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,7.155952380952381,38,7.155952380952381,0.0,0,0,0,0.0,0.0
HCC_204,MASS_HCC_204_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,30.5553006204322,167,30.5553006204322,0.0,0,0,0,0.0,0.0
HCC_204,MASS_HCC_204_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,11.453906632583104,61,11.453906632583104,0.0,0,0,0,0.0,0.0
HCC_205,MASS_HCC_205_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,11.209889360949395,62,11.209889360949395,0.0,0,0,0,0.0,0.0
HCC_205,MASS_HCC_205_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,30.285964035964035,88,30.285964035964035,0.0,0,0,0,0.0,0.0
HCC_205,MASS_HCC_205_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,82.75010503772114,304,82.75010503772114,0.0,0,0,0,0.0,0.0
HCC_205,MASS_HCC_205_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,44.9382490875138,136,44.9382490875138,0.0,0,0,0,0.0,0.0
HCC_205,MASS_HCC_205_Observed_Community_Mass_Temporal_Association_Neutral,Observed Community-Mass Temporal Association,False,1.0,1,1.0,0.0,0,1,1,0.0,0.0
HCC_206,MASS_HCC_206_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,7.133907187583658,48,7.133907187583658,0.0,0,0,0,0.0,0.0
HCC_206,MASS_HCC_206_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,40.0605431118589,147,40.0605431118589,0.0,0,0,0,0.0,0.0
HCC_206,MASS_HCC_206_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,73.1277424759623,278,73.1277424759623,0.0,0,0,0,0.0,0.0
HCC_206,MASS_HCC_206_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,72.68887721755368,239,72.68887721755368,0.0,0,0,0,0.0,0.0
HCC_3,MASS_HCC_3_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,5.957827799135848,43,5.957827799135848,0.0,0,0,0,0.0,0.0
HCC_3,MASS_HCC_3_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,10.841093117408906,50,10.841093117408906,0.0,0,0,0,0.0,0.0
HCC_3,MASS_HCC_3_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,38.69596520180885,186,38.69596520180885,0.0,0,0,0,0.0,0.0
HCC_3,MASS_HCC_3_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,10.437007333911358,46,10.437007333911358,0.0,0,0,0,0.0,0.0
HCC_3,MASS_HCC_3_Observed_Community_Mass_Temporal_Association_Mixed,Observed Community-Mass Temporal Association,False,1.0,1,1.0,0.0,0,1,5,0.0,0.0
HCC_3,MASS_HCC_3_Observed_Community_Mass_Temporal_Association_Negative,Observed Community-Mass Temporal Association,False,1.0,1,1.0,0.0,0,2,10,0.0,0.0
HCC_3,MASS_HCC_3_Observed_Community_Mass_Temporal_Association_Neutral,Observed Community-Mass Temporal Association,False,1.0,1,1.0,0.0,0,1,4,0.0,0.0
HCC_3,MASS_HCC_3_Observed_Community_Mass_Temporal_Association_Positive,Observed Community-Mass Temporal Association,False,2.0,2,2.0,0.0,0,2,8,0.0,0.0
HCC_34,MASS_HCC_34_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,62.13635682623265,321,62.13635682623265,0.0,0,8,8,0.0,0.0
HCC_34,MASS_HCC_34_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,761.8201270951271,2592,761.8201270951271,0.0,0,17,17,0.0,0.0
HCC_34,MASS_HCC_34_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,1246.6539653715738,5937,1246.6539653715738,0.0,0,154,154,0.0,0.0
HCC_34,MASS_HCC_34_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,636.5033810315931,2591,636.5033810315931,0.0,0,44,44,0.0,0.0
HCC_34,MASS_HCC_34_Observed_Community_Mass_Temporal_Association_Mixed,Observed Community-Mass Temporal Association,False,24.0,24,24.0,0.0,0,42,42,0.0,0.0
HCC_34,MASS_HCC_34_Observed_Community_Mass_Temporal_Association_Negative,Observed Community-Mass Temporal Association,False,158.0,158,158.0,0.0,0,167,167,0.0,0.0
HCC_34,MASS_HCC_34_Observed_Community_Mass_Temporal_Association_Neutral,Observed Community-Mass Temporal Association,False,233.0,233,233.0,0.0,0,240,240,0.0,0.0
HCC_34,MASS_HCC_34_Observed_Community_Mass_Temporal_Association_Positive,Observed Community-Mass Temporal Association,False,107.0,107,107.0,0.0,0,114,114,0.0,0.0
HCC_42,MASS_HCC_42_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,6.9771322376117775,46,6.9771322376117775,0.0,0,0,0,0.0,0.0
HCC_42,MASS_HCC_42_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,24.661387631975867,106,24.661387631975867,0.0,0,0,0,0.0,0.0
HCC_42,MASS_HCC_42_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,61.72074889764518,283,61.72074889764518,0.0,0,0,0,0.0,0.0
HCC_42,MASS_HCC_42_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,34.74742002063984,151,34.74742002063984,0.0,0,0,0,0.0,0.0
HCC_42,MASS_HCC_42_Observed_Community_Mass_Temporal_Association_Neutral,Observed Community-Mass Temporal Association,False,1.0,1,1.0,0.0,0,1,1,0.0,0.0
HCC_42,MASS_HCC_42_Observed_Community_Mass_Temporal_Association_Positive,Observed Community-Mass Temporal Association,False,3.0,3,3.0,0.0,0,3,11,0.0,0.0
HCC_45,MASS_HCC_45_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,17.3907115074991,124,17.3907115074991,0.0,0,0,0,0.0,0.0
HCC_45,MASS_HCC_45_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,68.6505309018467,288,68.6505309018467,0.0,0,0,0,0.0,0.0
HCC_45,MASS_HCC_45_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,153.39497036331403,685,153.39497036331403,0.0,0,0,0,0.0,0.0
HCC_45,MASS_HCC_45_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,97.91411396910622,396,97.91411396910622,0.0,0,0,0,0.0,0.0
HCC_45,MASS_HCC_45_Observed_Community_Mass_Temporal_Association_Negative,Observed Community-Mass Temporal Association,False,1.0,1,1.0,0.0,0,1,2,0.0,0.0
HCC_45,MASS_HCC_45_Observed_Community_Mass_Temporal_Association_Neutral,Observed Community-Mass Temporal Association,False,4.0,4,4.0,0.0,0,4,9,0.0,0.0
HCC_45,MASS_HCC_45_Observed_Community_Mass_Temporal_Association_Positive,Observed Community-Mass Temporal Association,False,1.0,1,1.0,0.0,0,1,4,0.0,0.0
HCC_46,MASS_HCC_46_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,7.097724423203963,47,7.097724423203963,0.0,0,2,14,0.0,0.0
HCC_46,MASS_HCC_46_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,16.66535409035409,77,16.66535409035409,0.0,0,2,14,0.0,0.0
HCC_46,MASS_HCC_46_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,68.96523249712104,331,68.96523249712104,0.0,0,0,0,0.0,0.0
HCC_46,MASS_HCC_46_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,25.370294205278725,118,25.370294205278725,0.0,0,0,0,0.0,0.0
HCC_46,MASS_HCC_46_Observed_Community_Mass_Temporal_Association_Mixed,Observed Community-Mass Temporal Association,False,1.0,1,1.0,0.0,0,4,25,0.0,0.0
HCC_46,MASS_HCC_46_Observed_Community_Mass_Temporal_Association_Negative,Observed Community-Mass Temporal Association,False,1.0,1,1.0,0.0,0,1,6,0.0,0.0
HCC_46,MASS_HCC_46_Shared_Video_Context_Only_Negative,Shared-Video Context Only,False,2.0,2,2.0,0.0,0,0,0,0.0,0.0
HCC_46,MASS_HCC_46_Shared_Video_Context_Only_Neutral,Shared-Video Context Only,False,23.0,23,23.0,0.0,0,0,0,0.0,0.0
HCC_46,MASS_HCC_46_Shared_Video_Context_Only_Positive,Shared-Video Context Only,False,1.0,1,1.0,0.0,0,0,0,0.0,0.0
HCC_48,MASS_HCC_48_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,18.30065137671141,126,18.30065137671141,0.0,0,0,0,0.0,0.0
HCC_48,MASS_HCC_48_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,53.17578707841866,244,53.17578707841866,0.0,0,0,0,0.0,0.0
HCC_48,MASS_HCC_48_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,146.2804301048109,689,146.2804301048109,0.0,0,0,0,0.0,0.0
HCC_48,MASS_HCC_48_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,88.882408479893,393,88.882408479893,0.0,0,0,0,0.0,0.0
HCC_48,MASS_HCC_48_Observed_Community_Mass_Temporal_Association_Mixed,Observed Community-Mass Temporal Association,False,2.0,2,2.0,0.0,0,2,4,0.0,0.0
HCC_48,MASS_HCC_48_Observed_Community_Mass_Temporal_Association_Neutral,Observed Community-Mass Temporal Association,False,2.0,2,2.0,0.0,0,2,8,0.0,0.0
HCC_48,MASS_HCC_48_Observed_Community_Mass_Temporal_Association_Positive,Observed Community-Mass Temporal Association,False,1.0,1,1.0,0.0,0,1,1,0.0,0.0
HCC_49,MASS_HCC_49_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,8.036597612913402,58,8.036597612913402,0.0,0,0,0,0.0,0.0
HCC_49,MASS_HCC_49_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,18.64061673620497,92,18.64061673620497,0.0,0,0,0,0.0,0.0
HCC_49,MASS_HCC_49_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,64.31631845966211,354,64.31631845966211,0.0,0,0,0,0.0,0.0
HCC_49,MASS_HCC_49_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,18.140927493559072,98,18.140927493559072,0.0,0,0,0,0.0,0.0
HCC_49,MASS_HCC_49_Observed_Community_Mass_Temporal_Association_Neutral,Observed Community-Mass Temporal Association,False,1.0,1,1.0,0.0,0,1,4,0.0,0.0
HCC_49,MASS_HCC_49_Observed_Community_Mass_Temporal_Association_Positive,Observed Community-Mass Temporal Association,False,3.0,3,3.0,0.0,0,3,11,0.0,0.0
HCC_49,MASS_HCC_49_Verified_Community_Mass_Direct_Interaction_Mixed,Verified Community-Mass Direct Interaction,False,1.0,1,1.0,0.0,2,0,0,0.0,0.0
HCC_5,MASS_HCC_5_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,20.516144407932,129,20.516144407932,0.0,0,0,0,0.0,0.0
HCC_5,MASS_HCC_5_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,52.55200432522414,197,52.55200432522414,0.0,0,0,0,0.0,0.0
HCC_5,MASS_HCC_5_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,191.76027480861072,805,191.76027480861072,0.0,0,0,0,0.0,0.0
HCC_5,MASS_HCC_5_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,76.15549146416019,287,76.15549146416019,0.0,0,0,0,0.0,0.0
HCC_5,MASS_HCC_5_Observed_Community_Mass_Temporal_Association_Mixed,Observed Community-Mass Temporal Association,False,4.0,4,4.0,0.0,0,4,5,0.0,0.0
HCC_5,MASS_HCC_5_Observed_Community_Mass_Temporal_Association_Negative,Observed Community-Mass Temporal Association,False,5.0,5,5.0,0.0,0,5,7,0.0,0.0
HCC_5,MASS_HCC_5_Observed_Community_Mass_Temporal_Association_Neutral,Observed Community-Mass Temporal Association,False,5.0,5,5.0,0.0,0,5,6,0.0,0.0
HCC_5,MASS_HCC_5_Observed_Community_Mass_Temporal_Association_Positive,Observed Community-Mass Temporal Association,False,4.0,4,4.0,0.0,0,4,4,0.0,0.0
HCC_5,MASS_HCC_5_Shared_Video_Context_Only_Mixed,Shared-Video Context Only,False,6.0,6,6.0,0.0,0,0,0,0.0,0.0
HCC_5,MASS_HCC_5_Shared_Video_Context_Only_Negative,Shared-Video Context Only,False,21.0,21,21.0,0.0,0,0,0,0.0,0.0
HCC_5,MASS_HCC_5_Shared_Video_Context_Only_Neutral,Shared-Video Context Only,False,39.0,39,39.0,0.0,0,0,0,0.0,0.0
HCC_5,MASS_HCC_5_Shared_Video_Context_Only_Positive,Shared-Video Context Only,False,11.0,11,11.0,0.0,0,0,0,0.0,0.0
HCC_50,MASS_HCC_50_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,9.688925297493071,69,9.688925297493071,0.0,0,0,0,0.0,0.0
HCC_50,MASS_HCC_50_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,48.53951136582715,215,48.53951136582715,0.0,0,0,0,0.0,0.0
HCC_50,MASS_HCC_50_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,121.90472623781449,546,121.90472623781449,0.0,0,0,0,0.0,0.0
HCC_50,MASS_HCC_50_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,65.2323685086843,285,65.2323685086843,0.0,0,0,0,0.0,0.0
HCC_50,MASS_HCC_50_Observed_Community_Mass_Temporal_Association_Negative,Observed Community-Mass Temporal Association,False,3.0,3,3.0,0.0,0,3,15,0.0,0.0
HCC_50,MASS_HCC_50_Observed_Community_Mass_Temporal_Association_Neutral,Observed Community-Mass Temporal Association,False,4.0,4,4.0,0.0,0,4,17,0.0,0.0
HCC_50,MASS_HCC_50_Observed_Community_Mass_Temporal_Association_Positive,Observed Community-Mass Temporal Association,False,2.0,2,2.0,0.0,0,2,7,0.0,0.0
HCC_50,MASS_HCC_50_Verified_Community_Mass_Direct_Interaction_Mixed,Verified Community-Mass Direct Interaction,False,1.0,1,1.0,0.0,2,0,0,0.0,0.0
HCC_50,MASS_HCC_50_Verified_Community_Mass_Direct_Interaction_Positive,Verified Community-Mass Direct Interaction,False,1.0,1,1.0,0.0,2,0,0,0.0,0.0
HCC_52,MASS_HCC_52_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,21.89725169223621,148,21.89725169223621,0.0,0,1,3,0.0,0.0
HCC_52,MASS_HCC_52_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,73.55846365536767,300,73.55846365536767,0.0,0,0,0,0.0,0.0
HCC_52,MASS_HCC_52_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,183.6811012044371,880,183.6811012044371,0.0,0,0,0,0.0,0.0
HCC_52,MASS_HCC_52_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,72.276627272796,305,72.276627272796,0.0,0,0,0,0.0,0.0
HCC_52,MASS_HCC_52_Observed_Community_Mass_Temporal_Association_Mixed,Observed Community-Mass Temporal Association,False,1.0,1,1.0,0.0,0,1,5,0.0,0.0
HCC_52,MASS_HCC_52_Observed_Community_Mass_Temporal_Association_Negative,Observed Community-Mass Temporal Association,False,3.0,3,3.0,0.0,0,3,6,0.0,0.0
HCC_52,MASS_HCC_52_Observed_Community_Mass_Temporal_Association_Neutral,Observed Community-Mass Temporal Association,False,2.0,2,2.0,0.0,0,2,6,0.0,0.0
HCC_52,MASS_HCC_52_Observed_Community_Mass_Temporal_Association_Positive,Observed Community-Mass Temporal Association,False,3.0,3,3.0,0.0,0,3,7,0.0,0.0
HCC_52,MASS_HCC_52_Verified_Community_Mass_Direct_Interaction_Mixed,Verified Community-Mass Direct Interaction,False,1.0,1,1.0,0.0,7,2,10,0.0,0.0
HCC_54,MASS_HCC_54_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,38.80429565726746,231,38.80429565726746,0.0,0,6,6,0.0,0.0
HCC_54,MASS_HCC_54_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,134.20365267687248,508,134.20365267687248,0.0,0,11,11,0.0,0.0
HCC_54,MASS_HCC_54_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,312.3926232651078,1415,312.3926232651078,0.0,0,10,10,0.0,0.0
HCC_54,MASS_HCC_54_Ambiguous_Community_Mass_Association_No_text,Ambiguous Community-Mass Association,True,0.3333333333333333,1,0.3333333333333333,0.0,0,1,1,0.0,0.0
HCC_54,MASS_HCC_54_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,224.89004436825644,812,224.89004436825644,0.0,0,23,23,0.0,0.0
HCC_54,MASS_HCC_54_Observed_Community_Mass_Temporal_Association_Mixed,Observed Community-Mass Temporal Association,False,16.0,16,16.0,0.0,0,19,19,0.0,0.0
HCC_54,MASS_HCC_54_Observed_Community_Mass_Temporal_Association_Negative,Observed Community-Mass Temporal Association,False,17.0,17,17.0,0.0,0,20,21,0.0,0.0
HCC_54,MASS_HCC_54_Observed_Community_Mass_Temporal_Association_Neutral,Observed Community-Mass Temporal Association,False,26.0,26,26.0,0.0,0,32,36,0.0,0.0
HCC_54,MASS_HCC_54_Observed_Community_Mass_Temporal_Association_No_text,Observed Community-Mass Temporal Association,False,1.0,1,1.0,0.0,0,1,2,0.0,0.0
HCC_54,MASS_HCC_54_Observed_Community_Mass_Temporal_Association_Positive,Observed Community-Mass Temporal Association,False,28.0,28,28.0,0.0,0,28,28,0.0,0.0
HCC_54,MASS_HCC_54_Verified_Community_Mass_Direct_Interaction_Mixed,Verified Community-Mass Direct Interaction,False,1.0,1,1.0,0.0,2,0,0,0.0,0.0
HCC_54,MASS_HCC_54_Verified_Community_Mass_Direct_Interaction_Neutral,Verified Community-Mass Direct Interaction,False,1.0,1,1.0,0.0,2,0,0,0.0,0.0
HCC_54,MASS_HCC_54_Verified_Community_Mass_Direct_Interaction_Positive,Verified Community-Mass Direct Interaction,False,1.0,1,1.0,0.0,2,1,1,0.0,0.0
HCC_60,MASS_HCC_60_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,8.780785500189525,70,8.780785500189525,0.0,0,0,0,0.0,0.0
HCC_60,MASS_HCC_60_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,29.562554009458037,109,29.562554009458037,0.0,0,0,0,0.0,0.0
HCC_60,MASS_HCC_60_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,63.03049552356828,307,63.03049552356828,0.0,0,0,0,0.0,0.0
HCC_60,MASS_HCC_60_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,28.57739276547326,118,28.57739276547326,0.0,0,0,0,0.0,0.0
HCC_63,MASS_HCC_63_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,32.334243384119205,209,32.334243384119205,0.0,0,1,1,0.0,0.0
HCC_63,MASS_HCC_63_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,112.11758498639304,471,112.11758498639304,0.0,0,0,0,0.0,0.0
HCC_63,MASS_HCC_63_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,312.54909781051424,1412,312.54909781051424,0.0,0,0,0,0.0,0.0
HCC_63,MASS_HCC_63_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,261.2119339982343,851,261.2119339982343,0.0,0,0,0,0.0,0.0
HCC_63,MASS_HCC_63_Observed_Community_Mass_Temporal_Association_Mixed,Observed Community-Mass Temporal Association,False,2.0,2,2.0,0.0,0,2,2,0.0,0.0
HCC_63,MASS_HCC_63_Observed_Community_Mass_Temporal_Association_Negative,Observed Community-Mass Temporal Association,False,1.0,1,1.0,0.0,0,1,1,0.0,0.0
HCC_63,MASS_HCC_63_Observed_Community_Mass_Temporal_Association_Neutral,Observed Community-Mass Temporal Association,False,8.0,8,8.0,0.0,0,9,9,0.0,0.0
HCC_63,MASS_HCC_63_Observed_Community_Mass_Temporal_Association_Positive,Observed Community-Mass Temporal Association,False,3.0,3,3.0,0.0,0,3,3,0.0,0.0
HCC_63,MASS_HCC_63_Verified_Community_Mass_Direct_Interaction_Positive,Verified Community-Mass Direct Interaction,False,1.0,1,1.0,0.0,2,1,1,0.0,0.0
HCC_74,MASS_HCC_74_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,10.707551116118893,69,10.707551116118893,0.0,0,0,0,0.0,0.0
HCC_74,MASS_HCC_74_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,43.46163646295225,163,43.46163646295225,0.0,0,0,0,0.0,0.0
HCC_74,MASS_HCC_74_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,80.06606870941236,368,80.06606870941236,0.0,0,0,0,0.0,0.0
HCC_74,MASS_HCC_74_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,47.91632148381374,176,47.91632148381374,0.0,0,0,0,0.0,0.0
HCC_74,MASS_HCC_74_Observed_Community_Mass_Temporal_Association_Neutral,Observed Community-Mass Temporal Association,False,2.0,2,2.0,0.0,0,2,3,0.0,0.0
HCC_74,MASS_HCC_74_Observed_Community_Mass_Temporal_Association_Positive,Observed Community-Mass Temporal Association,False,1.0,1,1.0,0.0,0,1,3,0.0,0.0
HCC_75,MASS_HCC_75_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,19.645109493189988,131,19.645109493189988,0.0,0,0,0,0.0,0.0
HCC_75,MASS_HCC_75_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,108.9176877645918,559,108.9176877645918,0.0,0,0,0,0.0,0.0
HCC_75,MASS_HCC_75_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,1018.2206888269968,5150,1018.2206888269968,0.0,0,0,0,0.0,0.0
HCC_75,MASS_HCC_75_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,292.6604478854479,1483,292.6604478854479,0.0,0,0,0,0.0,0.0
HCC_75,MASS_HCC_75_Observed_Community_Mass_Temporal_Association_Negative,Observed Community-Mass Temporal Association,False,4.0,4,4.0,0.0,0,5,16,0.0,0.0
HCC_75,MASS_HCC_75_Observed_Community_Mass_Temporal_Association_Neutral,Observed Community-Mass Temporal Association,False,37.0,37,37.0,0.0,0,38,137,0.0,0.0
HCC_75,MASS_HCC_75_Observed_Community_Mass_Temporal_Association_Positive,Observed Community-Mass Temporal Association,False,14.0,14,14.0,0.0,0,15,54,0.0,0.0
HCC_87,MASS_HCC_87_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,33.628941436325,189,33.628941436325,0.0,0,6,21,0.0,0.0
HCC_87,MASS_HCC_87_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,173.06388503137728,705,173.06388503137728,0.0,0,11,41,0.0,0.0
HCC_87,MASS_HCC_87_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,367.2048351330472,1665,367.2048351330472,0.0,0,10,39,0.0,0.0
HCC_87,MASS_HCC_87_Ambiguous_Community_Mass_Association_No_text,Ambiguous Community-Mass Association,True,0.3333333333333333,1,0.3333333333333333,0.0,0,1,4,0.0,0.0
HCC_87,MASS_HCC_87_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,242.45644704452755,905,242.45644704452755,0.0,0,22,88,0.0,0.0
HCC_87,MASS_HCC_87_Observed_Community_Mass_Temporal_Association_Mixed,Observed Community-Mass Temporal Association,False,18.0,18,18.0,0.0,0,18,62,0.0,0.0
HCC_87,MASS_HCC_87_Observed_Community_Mass_Temporal_Association_Negative,Observed Community-Mass Temporal Association,False,18.0,18,18.0,0.0,0,19,55,0.0,0.0
HCC_87,MASS_HCC_87_Observed_Community_Mass_Temporal_Association_Neutral,Observed Community-Mass Temporal Association,False,31.0,31,31.0,0.0,0,33,97,0.0,0.0
HCC_87,MASS_HCC_87_Observed_Community_Mass_Temporal_Association_Positive,Observed Community-Mass Temporal Association,False,53.0,53,53.0,0.0,0,55,199,0.0,0.0
HCC_90,MASS_HCC_90_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,11.25735971544795,69,11.25735971544795,0.0,0,0,0,0.0,0.0
HCC_90,MASS_HCC_90_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,62.87803574993978,266,62.87803574993978,0.0,0,0,0,0.0,0.0
HCC_90,MASS_HCC_90_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,179.6943345225466,786,179.6943345225466,0.0,0,0,0,0.0,0.0
HCC_90,MASS_HCC_90_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,87.6979380698421,365,87.6979380698421,0.0,0,0,0,0.0,0.0
HCC_90,MASS_HCC_90_Observed_Community_Mass_Temporal_Association_Negative,Observed Community-Mass Temporal Association,False,1.0,1,1.0,0.0,0,1,4,0.0,0.0
HCC_90,MASS_HCC_90_Observed_Community_Mass_Temporal_Association_Neutral,Observed Community-Mass Temporal Association,False,5.0,5,5.0,0.0,0,5,18,0.0,0.0
HCC_90,MASS_HCC_90_Observed_Community_Mass_Temporal_Association_Positive,Observed Community-Mass Temporal Association,False,1.0,1,1.0,0.0,0,1,2,0.0,0.0
HCC_90,MASS_HCC_90_Verified_Community_Mass_Direct_Interaction_Mixed,Verified Community-Mass Direct Interaction,False,1.0,1,1.0,0.0,2,0,0,0.0,0.0
HCC_99,MASS_HCC_99_Ambiguous_Community_Mass_Association_Mixed,Ambiguous Community-Mass Association,True,11.08692767500817,72,11.08692767500817,0.0,0,0,0,0.0,0.0
HCC_99,MASS_HCC_99_Ambiguous_Community_Mass_Association_Negative,Ambiguous Community-Mass Association,True,51.61419593478417,189,51.61419593478417,0.0,0,0,0,0.0,0.0
HCC_99,MASS_HCC_99_Ambiguous_Community_Mass_Association_Neutral,Ambiguous Community-Mass Association,True,180.09445235706846,706,180.09445235706846,0.0,0,3,33,0.0,0.0
HCC_99,MASS_HCC_99_Ambiguous_Community_Mass_Association_Positive,Ambiguous Community-Mass Association,True,92.23785638166444,327,92.23785638166444,0.0,0,0,0,0.0,0.0
HCC_99,MASS_HCC_99_Observed_Community_Mass_Temporal_Association_Negative,Observed Community-Mass Temporal Association,False,1.0,1,1.0,0.0,0,1,3,0.0,0.0
