group,label,count,percentage_of_total,ci_low,ci_high,denominator
Observational_V5,Positive,10263,31.040740404681973,0.30544258058681184,0.3154162800308289,33063
Observational_V5,Neutral,17875,54.06345461694341,0.5352583827184458,0.5460012680369501,33063
Observational_V5,Negative,4925,14.895804978374619,0.14516094991268536,0.15283671551902012,33063
Observational_V5,Uncertain,0,0.0,-6.775476333383817e-21,0.00011617680474206524,33063
Observational_V5,No Text,0,0.0,-6.775476333383817e-21,0.00011617680474206524,33063
Observational_V5,Evaluable coverage,33063,100.0,,,33063
