username_norm,username,is_hcc_member,n_comments,evaluable_comments,coverage,positive_count,neutral_count,negative_count,uncertain_count,no text_count,negative_ratio,neutral_ratio,positive_ratio,dominant_sentiment
lestari0788,lestari0788,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lestari20dwigmail.com,lestari20dwigmail.com,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
lestari_2222,lestari_2222,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
lestari_suwangsih2,lestari_suwangsih2,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lestariku_82,lestariku_82,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
lestaripuuut,lestaripuuut,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lestiaa_,lestiaa_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lethisyaiswanto,lethisyaiswanto,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
letsee1919,letsee1919,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
letsplaytiktok123,letsplaytiktok123,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
leviannaf,leviannaf,False,6,1,0.16666666666666666,0,1,0,5,0,0.0,1.0,0.0,Neutral
levijuniarti782,levijuniarti782,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
lex.id26,lex.id26,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lftafy,lftafy,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lglima32,lglima32,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
lhaanurlaelasari,lhaanurlaelasari,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lhadifaephekephek,lhadifaephekephek,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
lhakim329,lhakim329,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lhetysilvia,lhetysilvia,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lhhkepo,lhhkepo,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lhiabylq,lhiabylq,False,3,3,1.0,0,3,0,0,0,0.0,1.0,0.0,Neutral
li162408,li162408,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lia.agustina_gia,lia.agustina_gia,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lia.safittri,lia.safittri,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lia114089,lia114089,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lia123541,lia123541,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
lia160827,lia160827,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lia288979,lia288979,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lia44914,lia44914,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lia472126,lia472126,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lia_capung,lia_capung,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lia_elia678,lia_elia678,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lia_febrianti99,lia_febrianti99,False,2,2,1.0,0,0,2,0,0,1.0,0.0,0.0,Negative
lia_khan95,lia_khan95,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lia_safitri1,lia_safitri1,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lia_syafria,lia_syafria,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liaa_22069,liaa_22069,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
liaa_bungareall,liaa_bungareall,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liaacantik_28,liaacantik_28,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liaadlffy_,liaadlffy_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liaagustyna97,liaagustyna97,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liaak4815,liaak4815,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liaalezaa,liaalezaa,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
liaamall,liaamall,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liaamanda96,liaamanda96,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liaandreachaniago,liaandreachaniago,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
liaaprilia001,liaaprilia001,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liaasaragih,liaasaragih,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liaaskani21,liaaskani21,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liaayou2203,liaayou2203,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liabr55,liabr55,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liabudiarti45,liabudiarti45,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
liabusana_116,liabusana_116,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liacitraaa_,liacitraaa_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liacuantix,liacuantix,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
liadina7,liadina7,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liafatahiyah,liafatahiyah,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liafauziah77,liafauziah77,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
liagame3,liagame3,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liajt1,liajt1,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liakrstyni22,liakrstyni22,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liamafikabs,liamafikabs,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
liamarliana17,liamarliana17,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liameliyani7,liameliyani7,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liameylanii,liameylanii,False,2,2,1.0,0,1,1,0,0,0.5,0.5,0.0,Negative
liamonika1512,liamonika1512,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liamute,liamute,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
lian.1510,lian.1510,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lianaaaaaalyyy,lianaaaaaalyyy,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lianadiaaa,lianadiaaa,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liananarumi0,liananarumi0,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
lianapurwati475,lianapurwati475,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lianazhaa,lianazhaa,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lianazhara,lianazhara,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liani.maliani,liani.maliani,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lianmamin,lianmamin,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
liann11_,liann11_,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
lianurlatipah920,lianurlatipah920,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liaoktaviani38,liaoktaviani38,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liaputriii02,liaputriii02,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liaqua_08,liaqua_08,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liarahayu5299,liarahayu5299,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liaram93,liaram93,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liarhmwti3,liarhmwti3,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liasarie08,liasarie08,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liawanda3,liawanda3,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
liawaroka76,liawaroka76,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liawibowo_,liawibowo_,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
liayaya057,liayaya057,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
liayo_0,liayo_0,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
libr22,libr22,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
libr4girls_,libr4girls_,False,3,3,1.0,0,2,1,0,0,0.3333333333333333,0.6666666666666666,0.0,Neutral
libra.98lb,libra.98lb,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
libra.cadabra_,libra.cadabra_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
libra.nanaa,libra.nanaa,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
libra202509,libra202509,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
libra2210912,libra2210912,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
libra23091105,libra23091105,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
libra24.5,libra24.5,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
libra260988,libra260988,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
libra8889126578,libra8889126578,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
libra_gendut,libra_gendut,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
libraaa938,libraaa938,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
libraaiisss_,libraaiisss_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
libraayah_29,libraayah_29,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
libragrils.86,libragrils.86,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
librakuu95,librakuu95,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
libraqueen10__,libraqueen10__,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
libreee01,libreee01,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
lidaaa676,lidaaa676,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lidadachlan,lidadachlan,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lidanfrh18,lidanfrh18,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lidia.beww,lidia.beww,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lidianahdian0,lidianahdian0,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
lidianovita0211,lidianovita0211,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lidiantililis_,lidiantililis_,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
lidiatambgunawan,lidiatambgunawan,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lidiazepe,lidiazepe,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lidiiiyy,lidiiiyy,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lidiyalidiya47,lidiyalidiya47,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lidocaine26,lidocaine26,False,3,3,1.0,0,3,0,0,0,0.0,1.0,0.0,Neutral
lidpvdz9,lidpvdz9,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
lidyaaarl_,lidyaaarl_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lidyajeje0,lidyajeje0,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
lidyanessa1,lidyanessa1,False,7,7,1.0,0,7,0,0,0,0.0,1.0,0.0,Neutral
lidyasusantydjuma,lidyasusantydjuma,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lidyhaoktavia,lidyhaoktavia,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liedareza02,liedareza02,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
liekeliat,liekeliat,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liela886,liela886,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lielie1879,lielie1879,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
lielies9191,lielies9191,False,2,2,1.0,1,1,0,0,0,0.0,0.5,0.5,Neutral
lielix_kitty,lielix_kitty,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liemmaryani,liemmaryani,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
lienzahid,lienzahid,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lies4058,lies4058,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liesa._06,liesa._06,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
liesna82,liesna82,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
liessr,liessr,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
liestyzidanabizar,liestyzidanabizar,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
lieupssie,lieupssie,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
lifachaki,lifachaki,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
life_boy111,life_boy111,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
lifeislostt,lifeislostt,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lifia997,lifia997,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lightpro1,lightpro1,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lightrochmanoneon,lightrochmanoneon,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
liha5727,liha5727,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lii062,lii062,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lii_liia04,lii_liia04,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liiaa_valencia,liiaa_valencia,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liianrnsa,liianrnsa,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liisaaa_193,liisaaa_193,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liivinginside,liivinginside,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liizaaa291,liizaaa291,False,2,2,1.0,0,1,1,0,0,0.5,0.5,0.0,Negative
lijaauser,lijaauser,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
lijungchiminci,lijungchiminci,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
likalika5315,likalika5315,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
likeematchaaa_,likeematchaaa_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
likeeyouu8,likeeyouu8,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
likhan.nak.kudus,likhan.nak.kudus,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilaa0521,lilaa0521,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liladiyah,liladiyah,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
lilahsuhaili,lilahsuhaili,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilalolly2,lilalolly2,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilanandiya0,lilanandiya0,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
lilbbr26,lilbbr26,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lili.dwiyanti,lili.dwiyanti,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lili48673,lili48673,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liliaspt,liliaspt,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
liliayanti,liliayanti,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilibdjdnd,lilibdjdnd,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liliespit,liliespit,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilik..s4,lilik..s4,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilik.fauziyah86,lilik.fauziyah86,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilikferdiansyah,lilikferdiansyah,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liliklistiyani,liliklistiyani,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
lilikurlina98_,lilikurlina98_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lililalaaa0,lililalaaa0,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liliput_lilian,liliput_lilian,False,2,2,1.0,0,1,1,0,0,0.5,0.5,0.0,Negative
lilis.faris,lilis.faris,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
lilis.holisah2,lilis.holisah2,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilis.indarti,lilis.indarti,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilis.juniati6,lilis.juniati6,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
lilis.nina.husniat,lilis.nina.husniat,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilis.puji.r,lilis.puji.r,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilis_0395,lilis_0395,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilisagustin5,lilisagustin5,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilisapriani97,lilisapriani97,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilisaristaarista12,lilisaristaarista12,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
lilisfaizunn,lilisfaizunn,False,3,3,1.0,0,3,0,0,0,0.0,1.0,0.0,Neutral
lilishamzah5,lilishamzah5,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilisharyani130873,lilisharyani130873,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
lilislailawati,lilislailawati,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilislista08,lilislista08,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilismahbubah,lilismahbubah,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
lilismaryam45,lilismaryam45,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
lilisnoviya24,lilisnoviya24,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilisrayhan123,lilisrayhan123,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilissafayona2,lilissafayona2,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilissagita24099,lilissagita24099,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilisulfianti10,lilisulfianti10,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
liliyane125,liliyane125,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
lillahzihand,lillahzihand,False,4,4,1.0,0,2,2,0,0,0.5,0.5,0.0,Negative
lilsoftie.id,lilsoftie.id,False,3,3,1.0,1,2,0,0,0,0.0,0.6666666666666666,0.3333333333333333,Neutral
lily.ana30,lily.ana30,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lily7chen,lily7chen,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lily97sun,lily97sun,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
lilycious27,lilycious27,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilyhabits,lilyhabits,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
lilylindalilylind,lilylindalilylind,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilyoa25,lilyoa25,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
lilyoktavina,lilyoktavina,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilyrachmat,lilyrachmat,False,3,3,1.0,1,1,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Negative
lilyvi84,lilyvi84,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lilyyflow,lilyyflow,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lim.andini23,lim.andini23,False,2,1,0.5,1,0,0,1,0,0.0,0.0,1.0,Positive
limga03,limga03,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
limited638,limited638,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
limm396,limm396,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
limsadiyah05,limsadiyah05,False,5,5,1.0,0,5,0,0,0,0.0,1.0,0.0,Neutral
limziiyi,limziiyi,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lin19104,lin19104,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lin199.1,lin199.1,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lin_lindriii__,lin_lindriii__,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lina.3113,lina.3113,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lina._ar11,lina._ar11,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lina.aja166,lina.aja166,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lina10875,lina10875,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lina52005,lina52005,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lina80815,lina80815,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lina_ajha00,lina_ajha00,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
lina_angler,lina_angler,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
lina_dina93,lina_dina93,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
lina_lesmana29,lina_lesmana29,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lina_priya28,lina_priya28,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
linaa_rishartuti,linaa_rishartuti,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
linaabaharr,linaabaharr,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
linaanasya3,linaanasya3,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
linah0761,linah0761,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
linakurniawati22,linakurniawati22,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
linalie49,linalie49,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
linalinana7,linalinana7,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
linamalhotra72,linamalhotra72,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
linamie82,linamie82,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
linamrlnaaa3011,linamrlnaaa3011,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
linamulyanu,linamulyanu,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
linaniel12,linaniel12,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
linaokta20,linaokta20,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
linar90,linar90,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
linasastrawijaya,linasastrawijaya,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
linasolfiani_21084,linasolfiani_21084,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
linataa07,linataa07,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lind4furwita4,lind4furwita4,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
lind_inanda,lind_inanda,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
linda.3rut,linda.3rut,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
linda.apriyanti93,linda.apriyanti93,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
linda.evi1,linda.evi1,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
linda.gultom0,linda.gultom0,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
linda.linda9561,linda.linda9561,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
linda.waty771,linda.waty771,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
linda62010,linda62010,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
linda_kusuma.65,linda_kusuma.65,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
linda_queen95,linda_queen95,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
linda_yulin12,linda_yulin12,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lindaaa_70,lindaaa_70,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lindaapriyanti55,lindaapriyanti55,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lindaaptrhy,lindaaptrhy,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
lindaayu331,lindaayu331,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
lindabeautysalon8,lindabeautysalon8,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
lindadjalil8,lindadjalil8,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
