brand_label_auto,n_comments,n_accounts,n_hccs,evaluable_comments,coverage,support_status,negative_count,negative_ratio,negative_ci_low,negative_ci_high,neutral_count,neutral_ratio,neutral_ci_low,neutral_ci_high,positive_count,positive_ratio,positive_ci_low,positive_ci_high,dominant_sentiment
Azarine,102,18,3,102,1.0,AVAILABLE,3,0.029411764705882353,0.010052266068000588,0.0829319669745838,48,0.47058823529411764,0.37655749862560384,0.5667540159395578,51,0.5,0.40474278556489024,0.5952572144351097,Positive
Daviena,206,40,11,206,1.0,AVAILABLE,13,0.06310679611650485,0.03724697971138091,0.10496314449659311,74,0.3592233009708738,0.2968342579510457,0.42676678207152363,119,0.5776699029126213,0.50940214048785,0.6430938374307323,Positive
Maryame,196,46,7,196,1.0,AVAILABLE,16,0.08163265306122448,0.050870111948483086,0.12847993328734367,57,0.29081632653061223,0.23174385139056602,0.35793117122734724,123,0.6275510204081632,0.5580239674258777,0.692174189514419,Positive
The Originote,213,49,9,213,1.0,AVAILABLE,9,0.04225352112676056,0.022386174168269702,0.07833988577594765,86,0.40375586854460094,0.34013221332399923,0.4707896762027336,118,0.5539906103286385,0.48686528976259585,0.6192029185516761,Positive
Mixed_2_Brands,51,13,3,51,1.0,AVAILABLE,2,0.0392156862745098,0.010820856268751206,0.13216548986265267,30,0.5882352941176471,0.4516509274741746,0.7124580700751311,19,0.37254901960784315,0.2532032972099011,0.5097503729966575,Neutral
Mixed_3plus_Brands,177,41,9,177,1.0,AVAILABLE,7,0.03954802259887006,0.019286649436886082,0.07937206625684809,111,0.6271186440677966,0.5538863694811078,0.6949501814009902,59,0.3333333333333333,0.2680757103020021,0.40567192298591387,Neutral
