view,group,sentiment,rank,term,count,share
hcc_by_sentiment,HCC,Positive,35,lucu,16,0.007101642254771416
hcc_by_sentiment,HCC,Positive,36,lembab,16,0.007101642254771416
hcc_by_sentiment,HCC,Positive,37,review,15,0.006657789613848202
hcc_by_sentiment,HCC,Positive,38,jujur,15,0.006657789613848202
hcc_by_sentiment,HCC,Positive,39,produk,15,0.006657789613848202
hcc_by_sentiment,HCC,Positive,40,dikit,15,0.006657789613848202
hcc_by_sentiment,HCC,Positive,41,wah,15,0.006657789613848202
hcc_by_sentiment,HCC,Positive,42,gampang,14,0.006213936972924989
hcc_by_sentiment,HCC,Positive,43,nyerep,14,0.006213936972924989
hcc_by_sentiment,HCC,Positive,44,bau,14,0.006213936972924989
hcc_by_sentiment,HCC,Positive,45,aneh,14,0.006213936972924989
hcc_by_sentiment,HCC,Positive,46,sensitif,14,0.006213936972924989
hcc_by_sentiment,HCC,Positive,47,nyaman,14,0.006213936972924989
hcc_by_sentiment,HCC,Positive,48,lengket,14,0.006213936972924989
hcc_by_sentiment,HCC,Positive,49,alhamdulillah,14,0.006213936972924989
hcc_by_sentiment,HCC,Positive,50,minggu,14,0.006213936972924989
