path_before,path_after,sha256_before,sha256_after,cell_count_before,cell_count_after,code_cell_count_before,code_cell_count_after,output_payload_hash_before,output_payload_hash_after,output_cells_unchanged,expected_unchanged,content_changed,reason,passed
notebooks/rm1/tiktok_coordination_analysis.ipynb,notebooks/rm1/tiktok_coordination_analysis.ipynb,bf766e4d35eeedaabb0f81a9c19b54428715707bb04dd2c50a3b641803a65327,f780c97b2c74457fbd300185db9a0a9c0db33747cd47f32ed01ee9d0297efe46,105,106,73,74,c64ec06a889ae6a87f5a22a77b8189f2356cd43d61b7599cea116a61a91b7e28,c64ec06a889ae6a87f5a22a77b8189f2356cd43d61b7599cea116a61a91b7e28,True,False,True,canonical RM1 notebook path/bootstrap refactor,True
notebooks/rm2/03_rm2_actor_type_typology.ipynb,notebooks/rm2/03_rm2_actor_type_typology.ipynb,46f3e834733bd61221bd9ca17fb7ef51eab34205507693403c404eb53247be3b,8620ba3ab93fec4b71454bddac06f328607830fab24a4449886435a8efec83d6,35,36,28,29,330c58a9e658a1ed37675f44ba7ec6e0ca0269a05757eba97d042355b914f60f,330c58a9e658a1ed37675f44ba7ec6e0ca0269a05757eba97d042355b914f60f,True,False,True,canonical RM2 actor type notebook path/bootstrap refactor,True
notebooks/legacy/02_rm2_sentiment_goals.ipynb,notebooks/legacy/02_rm2_sentiment_goals.ipynb,796d959ff2ab5e6138d5215ed6c2a98adf9f5eb94435978e61fc76ac393a7549,220b05fdc282ec9ffceae2eca782bbaf07983e3250b990542c50e555a9b3cd98,7,7,3,3,2a373a6b2286047aa9ccde21545665cabd0099f7d74f75a11879850c2b9ed5f1,2a373a6b2286047aa9ccde21545665cabd0099f7d74f75a11879850c2b9ed5f1,True,False,True,legacy V1 notebook status/root resolver note,True
